Index,Message,Description,Message Abstract,Description Abstract
371,chore(deps): update dependency rimraf to v4.0.7,,chore(deps): update dependency rimraf to v4.0.7,
372,chore(deps): update dependency eslint to v8.32.0,,chore(deps): update dependency eslint to v8.32.0,
373,chore(deps): update dependency rimraf to v4.0.5,,chore(deps): update dependency rimraf to v4.0.5,
374,feat(apollo): fix cors and add @fastify/cors when wrapped by fastify,co-authored: @lpessoa,feat(apollo): fix cors and add @fastify/cors when wrapped by fastify,co-authored: @lpessoa
375,chore(deps): update deps and lock file,,chore(deps): update deps and lock file,
376,chore(deps): update dependency eslint to v8.33.0,,chore(deps): update dependency eslint to v8.33.0,
377,fix(deps): update dependency tslib to v2.5.0,,fix(deps): update dependency tslib to v2.5.0,
378,chore(deps): update dependency jest to v29.4.1,,chore(deps): update dependency jest to v29.4.1,
379,chore(deps): update apollo graphql packages to v2.3.0,,chore(deps): update apollo graphql packages to v2.3.0,
380,chore(deps): update dependency @types/jest to v29.4.0,,chore(deps): update dependency @types/jest to v29.4.0,
381,chore(deps): update dependency jest to v29.4.0,,chore(deps): update dependency jest to v29.4.0,
382,chore(deps): update dependency rimraf to v4.1.2,,chore(deps): update dependency rimraf to v4.1.2,
383,chore(deps): bump cookiejar from 2.1.3 to 2.1.4,Bumps cookiejar from 2.1.3 to 2.1.4. - Release notes - Commits  updated-dependencies: - dependency-name: cookiejar   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump cookiejar from 2.1.3 to 2.1.4,Bumps cookiejar from 2.1.3 to 2.1.4. - Release notes - Commits updated-dependencies: - dependency-name: cookiejar   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
384,chore(deps): update typescript-eslint monorepo to v5.49.0,,chore(deps): update typescript-eslint monorepo to v5.49.0,
385,chore(deps): update dependency fastify to v4.12.0,,chore(deps): update dependency fastify to v4.12.0,
386,chore(deps): update dependency @types/jest to v29.2.6,,chore(deps): update dependency @types/jest to v29.2.6,
387,chore(deps): update dependency rimraf to v4.1.1,,chore(deps): update dependency rimraf to v4.1.1,
388,chore(deps): update dependency rimraf to v4.1.0,,chore(deps): update dependency rimraf to v4.1.0,
389,chore(deps): update dependency eslint-plugin-import to v2.27.5,,chore(deps): update dependency eslint-plugin-import to v2.27.5,
390,chore(deps): update typescript-eslint monorepo to v5.48.2,,chore(deps): update typescript-eslint monorepo to v5.48.2,
391,chore(deps): update dependency rimraf to v4.0.7,,chore(deps): update dependency rimraf to v4.0.7,
392,chore(deps): update dependency eslint to v8.32.0,,chore(deps): update dependency eslint to v8.32.0,
393,chore(deps): update lock,,chore(deps): update lock,
394,chore(mercurius): update package version,,chore(mercurius): update package version,
395,chore(graphql): update package version,,chore(graphql): update package version,
396,feat(apollo): remove old packages,,feat(apollo): remove old packages,
397,fix(graphql): fix writing http status code,,fix(graphql): fix writing http status code,
398,feat(add): add folder constants,,feat(add): add folder constants,
399,fix(graphql): fix errors and update graphql v16.6,,fix(graphql): fix errors and update graphql v16.6,
400,feat(add): graphql exceptions,,feat(add): graphql exceptions,
401,chore(deps): upgrade graphql and add apollo server v4,,chore(deps): upgrade graphql and add apollo server v4,
402,chore(deps): update dependency rimraf to v4.0.5,,chore(deps): update dependency rimraf to v4.0.5,
403,chore(deps): update dependency prettier to v2.8.3,,chore(deps): update dependency prettier to v2.8.3,
404,chore(deps): update dependency ts-jest to v29.0.5,,chore(deps): update dependency ts-jest to v29.0.5,
405,chore(deps): update dependency rimraf to v4,,chore(deps): update dependency rimraf to v4,
406,chore(deps): update dependency lerna to v6.4.1,,chore(deps): update dependency lerna to v6.4.1,
407,chore(deps): update commitlint monorepo to v17.4.2,,chore(deps): update commitlint monorepo to v17.4.2,
408,chore(deps): update dependency eslint-plugin-import to v2.27.4,,chore(deps): update dependency eslint-plugin-import to v2.27.4,
409,chore(deps): bump json5 from 1.0.1 to 1.0.2,Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump json5 from 1.0.1 to 1.0.2,Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
410,chore(deps): update dependency ts-jest to v29.0.4,,chore(deps): update dependency ts-jest to v29.0.4,
411,chore(deps): update apollo graphql packages to v2.2.3,,chore(deps): update apollo graphql packages to v2.2.3,
412,chore(deps): update dependency mercurius to v8.13.2 [security],,chore(deps): update dependency mercurius to v8.13.2 [security],
413,chore(deps): update typescript-eslint monorepo to v5.48.1,,chore(deps): update typescript-eslint monorepo to v5.48.1,
414,chore(deps): update dependency @commitlint/cli to v17.4.1,,chore(deps): update dependency @commitlint/cli to v17.4.1,
415,fix(deps): update dependency ws to v8.12.0,,fix(deps): update dependency ws to v8.12.0,
416,chore(deps): update dependency prettier to v2.8.2,,chore(deps): update dependency prettier to v2.8.2,
417,chore(deps): update dependency lerna to v6.4.0,,chore(deps): update dependency lerna to v6.4.0,
418,chore(deps): update commitlint monorepo to v17.4.0,,chore(deps): update commitlint monorepo to v17.4.0,
419,chore(deps): update dependency husky to v8.0.3,,chore(deps): update dependency husky to v8.0.3,
420,Code style fix,Co-authored-by: Kashif Ahmed 33416799+ProKashif@users.noreply.github.com,Code style fix,Co-authored-by: Kashif Ahmed 33416799+ProKashif@users.noreply.github.com
421,chore(deps): update typescript-eslint monorepo to v5.48.0,,chore(deps): update typescript-eslint monorepo to v5.48.0,
422,chore(deps): update dependency eslint-config-prettier to v8.6.0,,chore(deps): update dependency eslint-config-prettier to v8.6.0,
423,chore(deps): update dependency fastify to v4.11.0,,chore(deps): update dependency fastify to v4.11.0,
424,chore(deps): update dependency eslint to v8.31.0,,chore(deps): update dependency eslint to v8.31.0,
425,chore(deps): update dependency @types/jest to v29.2.5,,chore(deps): update dependency @types/jest to v29.2.5,
426,chore(deps): update dependency @types/ws to v8.5.4,,chore(deps): update dependency @types/ws to v8.5.4,
427,chore(deps): update node.js to v16.19,,chore(deps): update node.js to v16.19,
428,chore(deps): update dependency release-it to v15.6.0,,chore(deps): update dependency release-it to v15.6.0,
429,chore(deps): update dependency lerna to v6.3.0,,chore(deps): update dependency lerna to v6.3.0,
430,chore(deps): update typescript-eslint monorepo to v5.47.1,,chore(deps): update typescript-eslint monorepo to v5.47.1,
431,chore(deps): update dependency @types/node to v18.11.18,,chore(deps): update dependency @types/node to v18.11.18,
432,chore(deps): update typescript-eslint monorepo to v5.47.0,,chore(deps): update typescript-eslint monorepo to v5.47.0,
433,chore(deps): update dependency @types/node to v18.11.17,,chore(deps): update dependency @types/node to v18.11.17,
434,chore(deps): update dependency eslint to v8.30.0,,chore(deps): update dependency eslint to v8.30.0,
435,chore(deps): update dependency @types/node to v18.11.16,,chore(deps): update dependency @types/node to v18.11.16,
436,fix(graphql): similar directive sdls on multiple fields fail,Similar directive sdls on multiple fields fail if applied to the same target,fix(graphql): similar directive sdls on multiple fields fail,Similar directive sdls on multiple fields fail if applied to the same target
437,chore(deps): update dependency rxjs to v7.8.0,,chore(deps): update dependency rxjs to v7.8.0,
438,chore(deps): update dependency @types/node to v18.11.15,,chore(deps): update dependency @types/node to v18.11.15,
439,chore(deps): update dependency @types/node to v18.11.14,,chore(deps): update dependency @types/node to v18.11.14,
440,chore(deps): update typescript-eslint monorepo to v5.46.1,,chore(deps): update typescript-eslint monorepo to v5.46.1,
441,chore(deps): update dependency @types/node to v18.11.13,,chore(deps): update dependency @types/node to v18.11.13,
442,chore(deps): update dependency class-validator to v0.14.0,,chore(deps): update dependency class-validator to v0.14.0,
443,chore(deps): update apollo graphql packages to v2.2.2,,chore(deps): update apollo graphql packages to v2.2.2,
444,feat(mercurius): add plugins tests,,feat(mercurius): add plugins tests,
445,feat(mercurius): add plugins array parameter,,feat(mercurius): add plugins array parameter,
446,fix(@nestjs/apollo): Add in missing peer dependencies.,The @netsjs/apollo and @nestjs/mercurius packages rely on using loadPackage('@apollo/subgraph') but this package isn't reflected in either's package.json. This is incompatible with pnpm.,fix(@nestjs/apollo): Add in missing peer dependencies.,The @netsjs/apollo and @nestjs/mercurius packages rely on using loadPackage('@apollo/subgraph') but this package isn't reflected in either's package.json. This is incompatible with pnpm.
447,chore(deps): update dependency @types/node to v18.11.12,,chore(deps): update dependency @types/node to v18.11.12,
448,chore(deps): update typescript-eslint monorepo to v5.46.0,,chore(deps): update typescript-eslint monorepo to v5.46.0,
449,chore(deps): update dependency typescript to v4.9.4,,chore(deps): update dependency typescript to v4.9.4,
450,chore(deps): update dependency supertest to v6.3.3,,chore(deps): update dependency supertest to v6.3.3,
451,chore(deps): update dependency prettier to v2.8.1,,chore(deps): update dependency prettier to v2.8.1,
452,v10.1.7,,v10.1.7,
453,Merge pull request #2500 from sam-super/fix-not-null-default-val,"fix: enable non-nullable, defaulted fields in code-first schema",Merge pull request #2500 from sam-super/fix-not-null-default-val,"fix: enable non-nullable, defaulted fields in code-first schema"
454,Merge pull request #2504 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo,Merge pull request #2504 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo
455,Merge pull request #2512 from hwillson/more-fed2-directives,feat(federation): Update the Apollo Federation 2 @link imports,Merge pull request #2512 from hwillson/more-fed2-directives,feat(federation): Update the Apollo Federation 2 @link imports
456,Merge pull request #2514 from nestjs/renovate/ts-morph-17.x,chore(deps): update dependency ts-morph to v17,Merge pull request #2514 from nestjs/renovate/ts-morph-17.x,chore(deps): update dependency ts-morph to v17
457,Merge pull request #2516 from nestjs/dependabot/npm_and_yarn/minimatch-3.0.5,chore(deps): bump minimatch from 3.0.4 to 3.0.5,Merge pull request #2516 from nestjs/dependabot/npm_and_yarn/minimatch-3.0.5,chore(deps): bump minimatch from 3.0.4 to 3.0.5
458,Merge pull request #2501 from khmm12/fix/type-helpers-metadata-inhereting-in-yarn-pnp-env,fix(graphql): type helpers metadata inheriting,Merge pull request #2501 from khmm12/fix/type-helpers-metadata-inhereting-in-yarn-pnp-env,fix(graphql): type helpers metadata inheriting
459,chore(deps): update typescript-eslint monorepo to v5.45.1,,chore(deps): update typescript-eslint monorepo to v5.45.1,
460,chore(deps): update dependency @types/node to v18.11.11,,chore(deps): update dependency @types/node to v18.11.11,
461,chore(deps): update dependency @types/jest to v29.2.4,,chore(deps): update dependency @types/jest to v29.2.4,
462,chore(deps): update dependency lint-staged to v13.1.0,,chore(deps): update dependency lint-staged to v13.1.0,
463,chore(deps): update dependency rxjs to v7.6.0,,chore(deps): update dependency rxjs to v7.6.0,
464,chore(deps): update dependency eslint to v8.29.0,,chore(deps): update dependency eslint to v8.29.0,
465,chore(deps): update dependency supertest to v6.3.2,,chore(deps): update dependency supertest to v6.3.2,
466,chore(deps): update dependency release-it to v15.5.1,,chore(deps): update dependency release-it to v15.5.1,
467,chore(deps): update dependency @types/node to v18.11.10,,chore(deps): update dependency @types/node to v18.11.10,
468,chore(deps): bump minimatch from 3.0.4 to 3.0.5,Bumps minimatch from 3.0.4 to 3.0.5. - Release notes - Commits  updated-dependencies: - dependency-name: minimatch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump minimatch from 3.0.4 to 3.0.5,Bumps minimatch from 3.0.4 to 3.0.5. - Release notes - Commits updated-dependencies: - dependency-name: minimatch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
469,chore(deps): update dependency lerna to v6.1.0,,chore(deps): update dependency lerna to v6.1.0,
470,chore(deps): update typescript-eslint monorepo to v5.45.0,,chore(deps): update typescript-eslint monorepo to v5.45.0,
471,chore(deps): update dependency lint-staged to v13.0.4,,chore(deps): update dependency lint-staged to v13.0.4,
472,chore(deps): update dependency prettier to v2.8.0,,chore(deps): update dependency prettier to v2.8.0,
473,chore(deps): update apollo graphql packages to v2.2.1,,chore(deps): update apollo graphql packages to v2.2.1,
474,chore(deps): update dependency ts-morph to v17,,chore(deps): update dependency ts-morph to v17,
475,chore(deps): update typescript-eslint monorepo to v5.44.0,,chore(deps): update typescript-eslint monorepo to v5.44.0,
476,chore(deps): update commitlint monorepo to v17.3.0,,chore(deps): update commitlint monorepo to v17.3.0,
477,chore(deps): update dependency fastify to v4.10.2,,chore(deps): update dependency fastify to v4.10.2,
478,feat(federation): Update the Apollo Federation 2 @link imports,Imports 4 additional Apollo Federation 2 directives: - @tag - @inaccessible - @extends - @provides,feat(federation): Update the Apollo Federation 2 @link imports,Imports 4 additional Apollo Federation 2 directives: - @tag - @inaccessible - @extends - @provides
479,chore(deps): update dependency eslint to v8.28.0,,chore(deps): update dependency eslint to v8.28.0,
480,chore(deps): update apollo graphql packages to v2.2.0,,chore(deps): update apollo graphql packages to v2.2.0,
481,chore(deps): update dependency fastify to v4.10.0,,chore(deps): update dependency fastify to v4.10.0,
482,chore(deps): update dependency typescript to v4.9.3,,chore(deps): update dependency typescript to v4.9.3,
483,chore(deps): update dependency @types/jest to v29.2.3,,chore(deps): update dependency @types/jest to v29.2.3,
484,chore(deps): update typescript-eslint monorepo to v5.43.0,,chore(deps): update typescript-eslint monorepo to v5.43.0,
485,fix(deps): update graphql-tools monorepo,,fix(deps): update graphql-tools monorepo,
486,chore(deps): update apollo graphql packages,,chore(deps): update apollo graphql packages,
487,chore: remove unused argument isInputTypeCtx,,chore: remove unused argument isInputTypeCtx,
488,fix(graphql): type helpers metadata inheriting,Yarn PnP doesn't implicitly inherit transitive peer dependencies class-validator and class-transformer from @nestjs/mapped-types. https://github.com/nestjs/swagger/issues/2169,fix(graphql): type helpers metadata inheriting,Yarn PnP doesn't implicitly inherit transitive peer dependencies class-validator and class-transformer from @nestjs/mapped-types. link
489,v10.1.6,,v10.1.6,
490,Merge pull request #2476 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo,Merge pull request #2476 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo
491,fix(deps): update graphql-tools monorepo,,fix(deps): update graphql-tools monorepo,
492,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
493,Merge pull request #2480 from nestjs/renovate/tslib-2.x,fix(deps): update dependency tslib to v2.4.1,Merge pull request #2480 from nestjs/renovate/tslib-2.x,fix(deps): update dependency tslib to v2.4.1
494,Merge pull request #2485 from nestjs/renovate/major-graphql-tools-monorepo,fix(deps): update dependency @graphql-tools/utils to v9,Merge pull request #2485 from nestjs/renovate/major-graphql-tools-monorepo,fix(deps): update dependency @graphql-tools/utils to v9
495,Merge pull request #2493 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.11.0,Merge pull request #2493 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.11.0
496,fix(graphql): plugin crashes when import * as is used #2441,,fix(graphql): plugin crashes when import * as is used #2441,
497,"fix: enable non-nullable, defaulted fields in code-first schema",,"fix: enable non-nullable, defaulted fields in code-first schema",
498,chore(deps): update dependency jest to v29.3.1,,chore(deps): update dependency jest to v29.3.1,
499,chore(deps): update dependency husky to v8.0.2,,chore(deps): update dependency husky to v8.0.2,
500,chore(deps): update dependency jest to v29.3.0,,chore(deps): update dependency jest to v29.3.0,
501,chore(deps): update typescript-eslint monorepo to v5.42.1,,chore(deps): update typescript-eslint monorepo to v5.42.1,
502,chore(deps): update dependency lerna to v6.0.3,,chore(deps): update dependency lerna to v6.0.3,
503,fix(deps): update dependency @graphql-tools/utils to v9,,fix(deps): update dependency @graphql-tools/utils to v9,
504,fix(deps): update dependency ws to v8.11.0,,fix(deps): update dependency ws to v8.11.0,
505,chore(deps): update dependency eslint to v8.27.0,,chore(deps): update dependency eslint to v8.27.0,
506,chore(deps): update dependency @types/jest to v29.2.2,,chore(deps): update dependency @types/jest to v29.2.2,
507,chore(deps): update apollo graphql packages,,chore(deps): update apollo graphql packages,
508,chore(deps): update apollo graphql packages,,chore(deps): update apollo graphql packages,
509,chore(deps): update dependency @types/node to v18.11.9,,chore(deps): update dependency @types/node to v18.11.9,
510,chore(deps): update dependency @types/jest to v29.2.1,,chore(deps): update dependency @types/jest to v29.2.1,
511,chore(deps): update apollo graphql packages to v3.10.4,,chore(deps): update apollo graphql packages to v3.10.4,
512,chore(deps): update typescript-eslint monorepo to v5.42.0,,chore(deps): update typescript-eslint monorepo to v5.42.0,
513,chore(deps): update commitlint monorepo to v17.2.0,,chore(deps): update commitlint monorepo to v17.2.0,
514,fix(deps): update dependency tslib to v2.4.1,,fix(deps): update dependency tslib to v2.4.1,
515,chore(deps): update dependency @types/node to v18.11.8,,chore(deps): update dependency @types/node to v18.11.8,
516,chore(deps): update dependency @types/node to v18.11.7,,chore(deps): update dependency @types/node to v18.11.7,
517,chore(deps): update dependency @types/node to v18.11.6,,chore(deps): update dependency @types/node to v18.11.6,
518,v10.1.5,,v10.1.5,
519,Merge pull request #2473 from thiagomini/test/function-utils,Fix getNumberOfParameters utility function,Merge pull request #2473 from thiagomini/test/function-utils,Fix getNumberOfParameters utility function
520,Merge branch 'master' of github.com:thiagomini/nest-graphql into test/function-utils,,Merge branch 'master' of github.com:thiagomini/nest-graphql into test/function-utils,
521,test(graphql): add unsupported case test,add test for unsupported case for documentation's sake.,test(graphql): add unsupported case test,add test for unsupported case for documentation's sake.
522,test(graphql): get number of arguments util,create additional tests to ensure the arguments count is correct for all types of functions with and without body,test(graphql): get number of arguments util,create additional tests to ensure the arguments count is correct for all types of functions with and without body
523,fix(graphql): get number of arguments util,ensure getNumberOfArguments returns the correct number of arguments for functions with body that use parenthesis.,fix(graphql): get number of arguments util,ensure getNumberOfArguments returns the correct number of arguments for functions with body that use parenthesis.
524,chore(graphql): rename test file to match production code file,,chore(graphql): rename test file to match production code file,
525,v10.1.4,,v10.1.4,
526,Merge pull request #2428 from tuxmachine/fix/2255-unused-scalars-code-generation,fix(@nestjs/graphql): always add scalars to generated schema,Merge pull request #2428 from tuxmachine/fix/2255-unused-scalars-code-generation,fix(@nestjs/graphql): always add scalars to generated schema
527,Merge pull request #2448 from nestjs/renovate/cimg-node-16.x,chore(deps): update node.js to v16.18,Merge pull request #2448 from nestjs/renovate/cimg-node-16.x,chore(deps): update node.js to v16.18
528,Merge pull request #2469 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.10.0,Merge pull request #2469 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.10.0
529,Merge pull request #2470 from nestjs/renovate/node-18.x,chore(deps): update dependency @types/node to v18,Merge pull request #2470 from nestjs/renovate/node-18.x,chore(deps): update dependency @types/node to v18
530,chore(deps): update dependency @types/node to v18,,chore(deps): update dependency @types/node to v18,
531,chore(deps): update typescript-eslint monorepo to v5.41.0,,chore(deps): update typescript-eslint monorepo to v5.41.0,
532,chore(deps): update dependency supertest to v6.3.1,,chore(deps): update dependency supertest to v6.3.1,
533,fix(deps): update dependency ws to v8.10.0,,fix(deps): update dependency ws to v8.10.0,
534,chore(deps): update dependency jest to v29.2.2,,chore(deps): update dependency jest to v29.2.2,
535,chore(deps): update apollo graphql packages to v2.1.4,,chore(deps): update apollo graphql packages to v2.1.4,
536,chore(deps): update dependency eslint to v8.26.0,,chore(deps): update dependency eslint to v8.26.0,
537,chore(deps): update dependency jest to v29.2.1,,chore(deps): update dependency jest to v29.2.1,
538,chore(deps): update dependency @types/jest to v29.2.0,,chore(deps): update dependency @types/jest to v29.2.0,
539,chore(deps): update dependency fastify to v4.9.2,,chore(deps): update dependency fastify to v4.9.2,
540,chore(deps): update typescript-eslint monorepo to v5.40.1,,chore(deps): update typescript-eslint monorepo to v5.40.1,
541,chore(deps): update dependency fastify to v4.9.1,,chore(deps): update dependency fastify to v4.9.1,
542,chore(deps): update dependency fastify to v4.9.0,,chore(deps): update dependency fastify to v4.9.0,
543,chore(deps): update dependency mercurius-integration-testing to v6.0.1,,chore(deps): update dependency mercurius-integration-testing to v6.0.1,
544,chore(deps): update dependency mercurius-integration-testing to v6,,chore(deps): update dependency mercurius-integration-testing to v6,
545,chore(deps): update dependency lerna to v6.0.1,,chore(deps): update dependency lerna to v6.0.1,
546,chore(deps): update dependency jest to v29.2.0,,chore(deps): update dependency jest to v29.2.0,
547,chore(deps): update node.js to v16.18,,chore(deps): update node.js to v16.18,
548,chore(deps): update dependency lerna to v6,,chore(deps): update dependency lerna to v6,
549,chore(deps): update typescript-eslint monorepo to v5.40.0,,chore(deps): update typescript-eslint monorepo to v5.40.0,
550,chore(deps): update dependency fastify to v4.8.1,,chore(deps): update dependency fastify to v4.8.1,
551,chore(deps): update dependency lerna to v5.6.2,,chore(deps): update dependency lerna to v5.6.2,
552,chore(deps): update dependency eslint to v8.25.0,,chore(deps): update dependency eslint to v8.25.0,
553,chore(deps): update apollo graphql packages,,chore(deps): update apollo graphql packages,
554,chore(deps): update dependency lerna to v5.6.1,,chore(deps): update dependency lerna to v5.6.1,
555,chore(deps): update dependency @types/jest to v29.1.2,,chore(deps): update dependency @types/jest to v29.1.2,
556,chore(deps): update dependency release-it to v15.5.0,,chore(deps): update dependency release-it to v15.5.0,
557,chore(deps): update dependency supertest to v6.3.0,,chore(deps): update dependency supertest to v6.3.0,
558,chore(deps): update typescript-eslint monorepo to v5.39.0,,chore(deps): update typescript-eslint monorepo to v5.39.0,
559,chore(deps): update dependency release-it to v15.4.3,,chore(deps): update dependency release-it to v15.4.3,
560,fix(@nestjs/graphql): always add scalars to generated schema,makeExecutableSchema throws if a resolver is defined without being present in the schema. We should include scalars even if they're not used by any field (yet) Closes #2255,fix(@nestjs/graphql): always add scalars to generated schema,makeExecutableSchema throws if a resolver is defined without being present in the schema. We should include scalars even if they're not used by any field (yet) Closes #2255
561,chore(deps): update dependency fastify to v4.7.0,,chore(deps): update dependency fastify to v4.7.0,
562,v10.1.3,,v10.1.3,
563,Merge pull request #2426 from nestjs/renovate/nestjs-mapped-types-1.x,fix(deps): update dependency @nestjs/mapped-types to v1.2.0,Merge pull request #2426 from nestjs/renovate/nestjs-mapped-types-1.x,fix(deps): update dependency @nestjs/mapped-types to v1.2.0
564,Merge pull request #2425 from nestjs/renovate/jest-monorepo,chore(deps): update jest monorepo,Merge pull request #2425 from nestjs/renovate/jest-monorepo,chore(deps): update jest monorepo
565,Merge pull request #2411 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.9.0,Merge pull request #2411 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.9.0
566,Merge branch 'Davide-Gheri-master',,Merge branch 'Davide-Gheri-master',
567,test(graphql): move helper functions and classes above the test suite,,test(graphql): move helper functions and classes above the test suite,
568,Merge branch 'master' of github.com:Davide-Gheri/graphql into Davide-Gheri-master,,Merge branch 'master' of github.com:Davide-Gheri/graphql into Davide-Gheri-master,
569,test: update jest config to use isolated modules,,test: update jest config to use isolated modules,
570,feat: renamed flag,,feat: renamed flag,
571,chore: wrap object type in double quotes,,chore: wrap object type in double quotes,
572,fix(deps): update dependency @nestjs/mapped-types to v1.2.0,,fix(deps): update dependency @nestjs/mapped-types to v1.2.0,
573,chore(deps): update jest monorepo,,chore(deps): update jest monorepo,
574,Merge pull request #2424 from DavidHavl/error-messages-fix,fix(graphql): fix word spacing of error message when null,Merge pull request #2424 from DavidHavl/error-messages-fix,fix(graphql): fix word spacing of error message when null
575,chore(deps): update jest monorepo,,chore(deps): update jest monorepo,
576,fix(graphql): fix word spacing of error message when null,,fix(graphql): fix word spacing of error message when null,
577,chore(deps): update dependency ts-jest to v29.0.3,,chore(deps): update dependency ts-jest to v29.0.3,
578,feat: flag to opt-in,,feat: flag to opt-in,
579,feat(graphql): throw error when multiple resolvers define the same field,,feat(graphql): throw error when multiple resolvers define the same field,
580,chore(deps): update dependency lerna to v5.5.4,,chore(deps): update dependency lerna to v5.5.4,
581,Merge pull request #2421 from jmcdo29/test/fix-test-config,test: fix jest config for jest 29,Merge pull request #2421 from jmcdo29/test/fix-test-config,test: fix jest config for jest 29
582,Merge pull request #2420 from Tony133/chore/update-logo-readme-and-license,chore(): updated logo in readme and update license,Merge pull request #2420 from Tony133/chore/update-logo-readme-and-license,chore(): updated logo in readme and update license
583,test: fix jest config for jest 29,,test: fix jest config for jest 29,
584,chore(): updated logo in the readme and update license,,chore(): updated logo in the readme and update license,
585,chore(deps): update dependency ts-jest to v29,,chore(deps): update dependency ts-jest to v29,
586,chore(deps): update dependency typescript to v4.8.4,,chore(deps): update dependency typescript to v4.8.4,
587,chore(deps): update typescript-eslint monorepo to v5.38.1,,chore(deps): update typescript-eslint monorepo to v5.38.1,
588,chore(deps): update dependency rxjs to v7.5.7,,chore(deps): update dependency rxjs to v7.5.7,
589,chore(deps): update dependency eslint to v8.24.0,,chore(deps): update dependency eslint to v8.24.0,
590,chore(deps): update apollo graphql packages to v2.1.3,,chore(deps): update apollo graphql packages to v2.1.3,
591,fix(deps): update dependency ws to v8.9.0,,fix(deps): update dependency ws to v8.9.0,
592,chore(deps): update apollo graphql packages to v2.1.2,,chore(deps): update apollo graphql packages to v2.1.2,
593,chore(deps): update dependency lerna to v5.5.2,,chore(deps): update dependency lerna to v5.5.2,
594,fix: various preformace imporvements,"1) getObjectOrInterfaceTypeNameIfExists - This function was not fixed on the move to map based metadata storage. Now instead of looking inside an entire metadata array, it fetches the item from the map 2) MetadataCollectionModel - I noticed that the interfaces list recieves duplicate instances of the same interface, so I switched the implementation to a map to remvoe duplicates. 3) LazyMetadataStorageHost.load - In very large applications (ie several millions of metadata object) we encountered an invalid arugments size thrown from V8, this is because the spread operator behind the scenes translates the values to multiple arguments. Switching to flat() solves this issue. 4) GraphQLSchemaFactory.create & LazyMetadataStorageHost.updateStorage - We noticed that the entire GQL metadata model was being rebuilt several times during the bootstrap of the application, I assume this was done because of the need to clear and rebuild the arrays every time. Now when we use maps we can't get duplicates in the metadata store, so I verify that the updateStorage callback is called only once, and I removed the clear call from the GraphQLSchemaFactory.create(). This results in a tremendous memory consumption boost! (in our case, from 8GB to 700MB)",fix: various preformace imporvements,"1) getObjectOrInterfaceTypeNameIfExists - This function was not fixed on the move to map based metadata storage. Now instead of looking inside an entire metadata array, it fetches the item from the map 2) MetadataCollectionModel - I noticed that the interfaces list recieves duplicate instances of the same interface, so I switched the implementation to a map to remvoe duplicates. 3) LazyMetadataStorageHost.load - In very large applications (ie several millions of metadata object) we encountered an invalid arugments size thrown from V8, this is because the spread operator behind the scenes translates the values to multiple arguments. Switching to flat() solves this issue. 4) GraphQLSchemaFactory.create & LazyMetadataStorageHost.updateStorage - We noticed that the entire GQL metadata model was being rebuilt several times during the bootstrap of the application, I assume this was done because of the need to clear and rebuild the arrays every time. Now when we use maps we can't get duplicates in the metadata store, so I verify that the updateStorage callback is called only once, and I removed the clear call from the GraphQLSchemaFactory.create(). This results in a tremendous memory consumption boost! (in our case, from 8GB to 700MB)"
595,chore(deps): update typescript-eslint monorepo to v5.38.0,,chore(deps): update typescript-eslint monorepo to v5.38.0,
596,fix(@nestjs/graphql): set unique ids on resolvers to fix cache errors,"The resolver metadata cache currently uses the resolver name for the key but this causes issues if we have two resolvers in different modules but with the same name and identical method signatures. For controllers, each controller gets a unique ID that is used as the key in the cache. Add code to set up unique IDs for resolvers as well so that cache retrieval is correct. Fixes nestjs/graphql#1907",fix(@nestjs/graphql): set unique ids on resolvers to fix cache errors,"The resolver metadata cache currently uses the resolver name for the key but this causes issues if we have two resolvers in different modules but with the same name and identical method signatures. For controllers, each controller gets a unique ID that is used as the key in the cache. Add code to set up unique IDs for resolvers as well so that cache retrieval is correct. Fixes nestjs/graphql#1907"
597,v10.1.2,,v10.1.2,
598,feat: support durable providers custom payload,,feat: support durable providers custom payload,
