Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
add doc,0.33932376,2052 Fix some examples and docs,,0
Merge pull request #899 from hatarist/patch-2,0.4986198,To see the exhaustive list of pull requests included in this release see:,"Add a line on headers in the ""Request Data"" docs",0
add unit tests,0.5631577,Fix unittests on windows,,0
make strict_slashes default value configurable,0.7008069,1594 Fix strict slashes behavior.,,1
Merge pull request #11 from channelcat/master,0.45763457,To see the exhaustive list of pull requests included in this release see: ,merge upstream master branch,0
"Added a line on headers in the ""Request Data"" docs",0.7511588,2032 Add raw header info to request object,,1
feat(exapmles): add add_task_sanic.py,0.4771048,"🧁 SIDE EFFECT: Named background tasks are now supported, even in Python 3.7",,0
Merge pull request #894 from pkuphy/patch-1,0.50760186,To see the exhaustive list of pull requests included in this release see:,fix typo,0
Merge pull request #892 from jiaxiaolei/master,0.4360379,To see the exhaustive list of pull requests included in this release see:,docs(README): Make it clear and easy to read.,0
docs(README): Make it clear and easy to read.,0.68572384,Improved Documentation,,0
Merge pull request #889 from dongweiming/doc,0.43935728,To see the exhaustive list of pull requests included in this release see: ,Fix blueprint doc,0
Fix blueprint doc,0.8633269,Fix doc for latest blueprint code,,1
Merge pull request #886 from yunstanford/fix-cov-report,0.5156134,This pull request encompasses a lot of bug fixes among other things.,Fix cov report,0
do not fail if no files for coverage combine,0.5739707,2336 Remove paths from coverage checks,,0
fix cov report,0.40145278,2363 Revert code coverage back to Codecov,,0
Merge pull request #10 from channelcat/master,0.46437147,To see the exhaustive list of pull requests included in this release see: link,merge upstream master branch,0
Merge pull request #885 from yunstanford/master,0.45239228,To see the exhaustive list of pull requests included in this release see: ,add triggers events when async create_server,0
add unit tests and make flake8 happy,0.4701606,Improved codebase test coverage from 81% to 91%.,,0
add trigger before_start events in create_server,0.6221208,@app.before_server_start,,0
Merge pull request #883 from miguelgrinberg/websocket-subprotocols,0.7982887,Better websocket subprotocols support,Weboscket subprotocol negotiation,1
Weboscket subprotocol negotiation,0.81209725,Better websocket subprotocols support,Fixes #874,1
Merge pull request #870 from MichaelYusko/small-amendment,0.45030305,To see the exhaustive list of pull requests included in this release see: ,Did the small changes for better readable,0
merge master into local branch,0.2305148,2149 Remove Travis CI in favor of GitHub Actions,,0
Merge pull request #878 from seemethere/increment_060,0.49640298,To see the exhaustive list of pull requests included in this release see: ,Increment to 0.6.0,0
Increment to 0.6.0,0.4151905,[#1967][] Update aiofile version requirements,,0
fixed small doc issue (#877),0.5932484,Fix doc for latest blueprint code,,0
fixed small doc issue,0.49403203,Fix doc for latest blueprint code,,0
Merge pull request #9 from channelcat/master,0.47419664,To see the exhaustive list of pull requests included in this release see:,merging upstream master branch,0
Merge pull request #875 from cctse/patch-1,0.5148843,To see the exhaustive list of pull requests included in this release see: ,add some example links for readme,0
add some example links,0.38451678,link,,0
Merge pull request #862 from zyguan/revert-599fbce,0.47985798,To see the exhaustive list of pull requests included in this release see:,revert 599fbce,0
Merge pull request #871 from Frzk/unauthorized-exception,0.4664948,To see the exhaustive list of pull requests included in this release see: ,Simplified the Unauthorized exception init signature.,0
Fixed a trailing white space in the docstring.,0.49184096,2164 Fix typo in documentation,,0
Merge pull request #873 from yunstanford/fix-timeout-issue,0.49619257,Changed request timeout process #172 ,Fix timeout issue,0
switch to use dist: precise,0.546967,1544 Drop dependency on distutil,,0
Merge pull request #8 from channelcat/master,0.46873397,To see the exhaustive list of pull requests included in this release see: ,merge upstream master branch,0
Simplified the Unauthorized exception init signature.,0.7117088,Changed Unauthorized exception init to be more like the rest of the exceptions #914 (Thanks to @CharAct3),(again). Use of **kwargs makes it more straight forward and easier to use.,1
Merge pull request #866 from Nikamura/patch-1,0.49187785,This pull request encompasses a lot of bug fixes among other things.,Fix typo in documentation,0
Merge pull request #868 from cclauss/patch-2,0.501352,This pull request encompasses a lot of bug fixes among other things.,Comment: F821 undefined name is done on purpose,0
Did the small changes for better readable,0.48222658,Improved Documentation,,0
Comment: F821 undefined name is done on purpose,0.48591155,"2146, #2147 Require stricter names on Sanic() and Blueprint()",Comment helps readers and # noqa silences linters,0
Fix typo in documentation,0.89128,2164 Fix typo in documentation,,1
Merge pull request #863 from zyguan/issue-760,0.43030065,To see the exhaustive list of pull requests included in this release see: ,handle keep-alive timeout gracefully,0
add tests,0.43852463,Improved codebase test coverage from 81% to 91%.,,0
"Revert ""fix #752""",0.49993327,Fix doc for latest blueprint code,This reverts commit 599fbcee6e1e427829a9f03de7f7aad2ee67ac22.,0
handle keep-alive timeout gracefully,0.5971071,"Split RequestTimeout, ResponseTimeout, and KeepAliveTimeout into different timeouts #939 (Thanks to @ashleysommer)",,0
Merge pull request #861 from yunstanford/add-jinja-sanic,0.49170998,1483 Add sanic-zipkin to extensions list,Add jinja2-sanic,0
add jinja2-sanic,0.40644097,1483 Add sanic-zipkin to extensions list,,0
Merge pull request #7 from channelcat/master,0.46399975,To see the exhaustive list of pull requests included in this release see: link,merge upstreaming master branch,0
Merge pull request #824 from Frzk/unauthorized-exception,0.46541607,To see the exhaustive list of pull requests included in this release see: ,Simplified the Unauthorized.init signature.,0
Merge branch 'master' into unauthorized-exception,0.32346797,Changed Unauthorized exception init to be more like the rest of the exceptions #914 (Thanks to @CharAct3),,0
Merge pull request #858 from mohd-akram/freebsd-syslog,0.44430736,To see the exhaustive list of pull requests included in this release see: ,Fix FreeBSD syslog path,0
Fix FreeBSD syslog path,0.57329535,Fix Namespacing of sanic logger,,0
Merge pull request #853 from yunstanford/patch-proxy-fix,0.49172154,This pull request encompasses a lot of bug fixes among other things.,proxy fix,0
flake8 fix,0.48426557,Bugfixes,,0
add remote_addr property for proxy fix,0.4088356,Adds a route.uri accessor,,0
Merge pull request #6 from channelcat/master,0.4648837,To see the exhaustive list of pull requests included in this release see: link,merge upstreaming master branch,0
Merge pull request #839 from asvetlov/patch-1,0.5061803,To see the exhaustive list of pull requests included in this release see:,Drop benchmarks from README,0
Drop benchmarks from readme,0.36586273,2009 Remove Sanic test client to its own package,,0
Merge pull request #851 from zenixls2/issue-805,0.44554636,This pull request encompasses a lot of bug fixes among other things.,don't let default LOGGING to dictConfig influence already existed configs,0
dont let dictConfig influence already exists configs,0.5177064,Config using from_pyfile,,0
Merge pull request #850 from r0fls/versioning,0.51013696,To see the exhaustive list of pull requests included in this release see:,Versioning,0
add versioning,0.44378108,[#1969][] Update multidict version requirements,,0
Merge pull request #831 from yunstanford/auto-doc,0.44227493,Moving our documentation to Sphinx and publishing to readthedocs as highlighted in #229 ,Improve Documentation.,0
Merge branch 'auto-doc' of link,0.38633013,Upgrade markdown templates to issue forms by @ahopkins in link,,0
Merge pull request #847 from youknowone/gunicorn,0.46290815,This pull request encompasses a lot of bug fixes among other things.,ensure loop.close() and sys.exit() in gunicorn worker,0
Protocol configurable gunicorn worker,0.5456769,Fix duplicate signal settings for gunicorn worker #655 ,,0
ensure loop.close() and sys.exit() in gunicorn worker,0.4890417,2621 #2634 Send SIGKILL on subsequent ctrl+c to force worker exit,,0
Merge pull request #844 from sfermigier/patch-1,0.53001565,To see the exhaustive list of pull requests included in this release see: ,Add missing code block qualifier,0
Add missing code block qualifier,0.36890334,Fix doc for latest blueprint code,,0
Merge pull request #843 from yunstanford/case-insensitive-check,0.56430614,2097 Allow case-insensitive HTTP Upgrade header,Case insensitive check,0
should call lower just once,0.2987339,2513 Better request cancel handling,,0
case-insensitive check for header fields,0.6326012,2097 Allow case-insensitive HTTP Upgrade header,,0
Drop aiohttp from benchmark table,0.37741113,1562 Switch to use request-async for test_client from aiohttp,"The reason is: aiohttp with disabled access log shows about 16,000 RPS on sanic's own benchmark. It's pretty much faster than 3,000 RPS from the table. I'm not a Sanic dev team member. You should not trust users to update this table but manage periodic updates yourself. If you don't want to do it --- it's up to you. Please just drop very incorrect and outdated numbers from README in this case.",0
Merge pull request #5 from channelcat/master,0.46305826,To see the exhaustive list of pull requests included in this release see: link,merge upstream master branch,0
Merge pull request #815 from yunstanford/master,0.45629507,To see the exhaustive list of pull requests included in this release see:,add graceful timeout when shutdown,0
improve doc and remove warnings,0.57309836,Improved Documentation,,0
add auto-doc support,0.46144804,2662 Add basic file browser (HTML page) and auto-index serving,,0
Merge pull request #756 from qwesda/master,0.47850043,To see the exhaustive list of pull requests included in this release see:,fixes #755 fragmented headers,0
Merge pull request #826 from yunstanford/pytest-sanic,0.53211826,"1464 Upgrade pytest, and fix caplog unit tests",Pytest sanic,0
Merge pull request #814 from Frzk/forbidden-exception,0.46313453,To see the exhaustive list of pull requests included in this release see: ,Added a Forbidden exception,0
Merge pull request #829 from Frzk/config_doc,0.48443675,Add missed documentation for config section.,Fixed an error : Sanic.init doesn't have a load_vars parameter.,0
Fixed a small error : Sanic.init doesn't have a load_vars parameter.,0.6832934,load_env keyword argument of Sanic,It is load_env.,0
Merge pull request #821 from Frzk/bearer-support,0.47968954,To see the exhaustive list of pull requests included in this release see:,Inverted the order of prefixes in Request.token property.,0
add an example,0.41468763,must start with letter or _,,0
add pytest-sanic,0.5861486,1924 Adding --strict-markers for pytest,,0
Simplified the Unauthorized.init signature.,0.6754835,Changed Unauthorized exception init to be more like the rest of the exceptions #914 (Thanks to @CharAct3),"It doesn't really make sense to have a realm parameter in the method signature. Instead, one can simply set the realm in the challenge dict if necessary. Also fixed the tests accordingly (and added a new one for ""Bearer"" auth-scheme).",0
"Fixed support for ""Bearer"" and ""Token"" auth-schemes.",0.4233465,This pull request encompasses a lot of bug fixes among other things.,"Removed the test for ""Authentication: Bearer Token "" which was not supposed to exist (see link) Also added a call to split when retrieving the token value to handle cases where there are leading or trailing spaces.",0
Merge branch 'master' into forbidden-exception,0.26382807,fix: sideeffects created by changing fork to spawn by @SaidBySolo in link,,0
Merge pull request #823 from ojii/cookies-warning,0.4527036,1922 Add explicit ASGI compliance to the README,Added a warning to the cookies documentation about security,0
Added a warning to the cookies documentation about security,0.5612211,- #2706 Add convenience methods for cookie creation and deletion,,0
Merge remote-tracking branch 'upstream/master',0.33981755,2149 Remove Travis CI in favor of GitHub Actions,Conflicts: sanic/server.py,0
Inverted the order of prefixes in Request.token property.,0.5870107,Fix error where request.token() would fail if Authorization headers were not provided #731 ,As suggested by @allan-simon See: link,0
Merge pull request #818 from youknowone/debug,0.52739906,To see the exhaustive list of pull requests included in this release see:,Introduce debug mode for HTTP protocol,0
Merge pull request #819 from r0fls/817,0.47632438,To see the exhaustive list of pull requests included in this release see:,convert environment vars to int if digits,0
use try/except,0.5686239,sanic.exceptions.abort,,0
float logic,0.29437393,"Version for a route can be str, float, or int",,0
convert environment vars to int if digits,0.5308151,2330 Custom type casting on environment variables,,0
Introduce debug mode for HTTP protocol,0.5162371,2378 Introduce HTTP/3 and autogeneration of TLS certificates in DEBUG mode,,0
fix a unit test,0.69384325,Fix unittests on windows,,0
add unit test,0.5447288,Fix unittests on windows,,0
add graceful_shutdown_timeout to gunicorn worker,0.52714235,Fix duplicate signal settings for gunicorn worker #655 ,,0
add graceful_shutdown_timeout,0.63542163,1558 Fix graceful shutdown.,,0
Merge pull request #811 from Frzk/bearer-support,0.4870649,To see the exhaustive list of pull requests included in this release see: ,Added support for 'Authorization: Bearer ' header...,0
Merge pull request #813 from Frzk/unauthorized-exception,0.46094316,To see the exhaustive list of pull requests included in this release see:,Added an Unauthorized exception,0
Fixed the test for the new Unauthorized exception.,0.7805814,Changed Unauthorized exception init to be more like the rest of the exceptions #914 (Thanks to @CharAct3),,1
Added a Forbidden exception,0.5535723,Changed Unauthorized exception init to be more like the rest of the exceptions #914 (Thanks to @CharAct3),Also added a small test.,0
Modified the name of an argument.,0.4440171,2355 Ignore name argument in Python 3.7,,0
Added a Unauthorized exception.,0.74839807,Changed Unauthorized exception init to be more like the rest of the exceptions #914 (Thanks to @CharAct3),Also added a few tests related to this new exception.,1
Recycling gunicorn worker (#800),0.61055857,A gunicorn worker! #545 (Thanks to @messense),"add recycling feature to gunicorn worker add unit tests add more unit tests, and remove redundant trigger_events call fixed up unit tests make flake8 happy address feedbacks make flake8 happy add doc",0
Added support for 'Authorization: Bearer ' header in Request.token property.,0.7385807,Fix error where request.token() would fail if Authorization headers were not provided #731 ,Also added a test case for that kind of header.,1
Merge pull request #764 from stopspazzing/master,0.4722654,To see the exhaustive list of pull requests included in this release see: link,Clean up of examples.,0
re-add extensions.md to fix merge conflict.,0.44597504,1487 Remove deleted repo from extensions list,,0
Merge pull request #809 from jrocketfingers/feature/allow-textual-responses,0.494506,This pull request encompasses a lot of bug fixes among other things.,Allow textual responses when using test_client and aiohttp 2,0
Conform to pep8,0.42183375,2546 Add deprecation warning filter,,0
Allow textual responses when using test_client and aiohttp 2,0.675079,1562 Switch to use request-async for test_client from aiohttp,,0
Delete extensions.md,0.6119159,1487 Remove deleted repo from extensions list,non-core content moved to wiki,0
Merge pull request #802 from yunstanford/add-match-info,0.47070614,To see the exhaustive list of pull requests included in this release see: ,Add match_info property to request class,0
add match_info to request,0.63025236,request.match_info is now a cached (and not computed) property,,0
Merge pull request #795 from ekampf/patch-1,0.49684286,To see the exhaustive list of pull requests included in this release see: ,Prevent run from overriding logging config set in constructor,0
Fix has_log value,0.57845455,Fix the logger and make it work (#1397),,0
Prevent run from overriding logging config set in constructor,0.45000225,Fix document for logging,When creating the Sanic instance I provide it with a customized log_config. Calling run overrides these settings unless I provide it again with the same log_config. This is confusing and error prone. run shouldnt override configurations set in the Sanic constructor...,0
Merge pull request #791 from seemethere/add_docs_requirements,0.544702,To see the exhaustive list of pull requests included in this release see: ,Add docs requirements,0
Add docs requirements,0.52025163,Add missed documentation for config section.,Closes channelcat/sanic#787,0
Merge pull request #789 from yunstanford/coverage-report,0.45582312,This pull request encompasses a lot of bug fixes among other things.,Coverage report,0
Merge pull request #790 from r0fls/752,0.4916535,To see the exhaustive list of pull requests included in this release see:,fix #752,0
fix #752,0.52266973,Remove the things we said we were going to remove #681 #686 (Thanks to @38elements),,0
quick fix for test_gunicorn_worker test,0.5949502,Fix duplicate signal settings for gunicorn worker #655 ,,0
add coverage report,0.41283628,2336 Remove paths from coverage checks,,0
Merge pull request #786 from yunstanford/handle_stream_404,0.5348749,2172 Deprecate StreamingHTTPResponse,Handle stream 404,0
retry build,0.355617,2251 Change dev install command,,0
also should handle InvalidUsage exception,0.45770627,Configuring fallback handlers on the ErrorHandler,,0
Merge pull request #785 from youknowone/gunicorn,0.46902275,This pull request encompasses a lot of bug fixes among other things.,Gunicorn worker hints app weather it is being terminated,0
handle NotFound,0.52046955,Configuring fallback handlers on the ErrorHandler,,0
Gunicorn worker hints app weather it is being terminated,0.4942665,@app.main_process_stop,"For now, Sanic.is_running is set when the worker is started but not unset when it is about to stopped. Setting the flag for quit signal will not affect working requests, but the Sanic.is_running flag still can be used to support graceful termination.",0
Merge pull request #783 from yunstanford/master,0.4612859,To see the exhaustive list of pull requests included in this release see: ,add content_type property in request,0
unit tests,0.5761981,Fix unittests on windows,,0
Merge pull request #782 from yunstanford/sanic-transmute-doc,0.5087077,Major changes to bring sanic up to current. Please consult the changelog. There are breaking changes in this release; please continue to use 19.9.X or the previous 18.12.X LTS release which will continued to be supported until December 2021 for stability.,add sanic-transmute,0
add content_type property in request,0.5045241,2032 Add raw header info to request object,,0
add sanic-transmute,0.5310399,[#1962][] Sanic CLI upgrade,,0
Merge pull request #773 from mbatchkarov/await-json-too,0.4634568,To see the exhaustive list of pull requests included in this release see:,Testing: store JSON response in local request,0
check json is None if body is not JSON,0.43681005,1472 Remove unwanted None check for repr in Request class,,0
wrap call to json in try-except to make tests pass,0.4084058,New raising of error if an invalid response is returned,,0
Merge pull request #774 from algtmatt/feature/logging_doc_fixes,0.53819776,This pull request encompasses a lot of bug fixes among other things.,Small logging docs fixes,0
Small logging docs fixes,0.7815632,Fix document for logging,,1
also store json result in local request,0.44496316,2569 Add JSONResponse class with some convenient methods when updating a response object,,0
Merge remote-tracking branch 'origin/master',0.29506078,2149 Remove Travis CI in favor of GitHub Actions,,0
re-added request_stream example.,0.61649156,1482 Add stream support for bp.add_route(),,0
Merge pull request #765 from ttopholm/master,0.49262717,To see the exhaustive list of pull requests included in this release see: link,Added content_type to be set for son response,0
Removed whitespace,0.40334713,Fix content length mismatch in windows and other platform,,0
Fixed line width,0.24631488,Fix content length mismatch in windows and other platform,,0
reverted back to default 0.0.0.0 host,0.3165687,2114 New client_ip access of connection info instance,,0
Added content_type to be set for son response,0.42394692,2409 Add missing documentation for Request.respond,,0
"Clean up of examples. Removes non-core examples, optimizes and restyles remaining to strictly follow PEP 8 styling guidelines. Non-Core examples will be moved to Wiki.",0.4958474,2052 Fix some examples and docs,,0
fix partial url parsing,0.64140517,2415 Better exception for bad URL parsing,,0
Merge pull request #750 from xenu256/patch-1,0.502166,To see the exhaustive list of pull requests included in this release see:,aiomysql has DictCursor,0
Merge pull request #757 from monobot/asyncOrmV020,0.47113985,This pull request encompasses a lot of bug fixes among other things.,update asyncorm version example to 0.2.0,0
Merge pull request #751 from ak04nv/patch-1,0.51630557,To see the exhaustive list of pull requests included in this release see: ,Update jinja_example.py,0
update asyncorm version example to 0.2.0,0.59598243,1510 fix typo in Asyncio example,,0
fix flake8 errors,0.46238324,1842 Fix static _handler pickling error,,0
Update jinja_example.py,0.4518487,Fix ImportError not preserved in main.py #665 (Thanks to @pyx),Added python version check for enabling async mode.,0
remove debug messages,0.5057575,2247 Fix logging of auto-reload status in debug mode,,0
fix debug log messages,0.610412,Fix document for logging,,0
add header_fragment handeling,0.49948424,2696 Add header accessors as properties,,0
add check for header and value,0.55810237,"    request.headers.example_field == ""Foo, Bar,Baz""",,0
add debug for header values,0.51557845,2696 Add header accessors as properties,,0
aiomysql has DictCursor,0.37988567,"Removed the multidict requirement with our own implementation of CIDict (#302, #328)",,0
Merge pull request #748 from messense/feature/websocket-config,0.5444468,2154 Upgrade websockets dependency to min version,Add websocket max_size and max_queue configuration,0
Add websocket max_size and max_queue configuration,0.6442229,"1906, #1909 Adds WEBSOCKET_PING_TIMEOUT and WEBSOCKET_PING_INTERVAL configuration values",,0
Merge pull request #744 from algtmatt/feature/from_file_doc_fix,0.50427234,This pull request encompasses a lot of bug fixes among other things.,Update config file loader docs,0
Merge pull request #697 from 38elements/stream,0.4552774,To see the exhaustive list of pull requests included in this release see: link,Add Request.stream,0
Merge pull request #745 from messense/feature/gunicorn-worker-test-case,0.50812405,Fix duplicate signal settings for gunicorn worker #655 ,Add a simple integration test for Gunicorn worker,0
Merge pull request #734 from ashleysommer/static_large_file_stream,0.7203108,Add support for streaming large static files #734 ,Add option to static helper to use streaming for large files.,1
Fix Gunicorn worker,0.7056366,Fix duplicate signal settings for gunicorn worker #655 ,,1
Add a simple integration test for Gunicorn worker,0.4979549,Remove uvloop requirement for gunicorn worker #719 ,,0
Merge pull request #742 from r0fls/700,0.47873497,To see the exhaustive list of pull requests included in this release see:,changes required for unix socket support,0
Merge pull request #738 from messense/feature/conduct,0.44305763,This pull request encompasses a lot of bug fixes among other things.,Add Code of Conduct,0
Add maintainers email address,0.41815162,Add missed documentation for config section.,,0
Update config file loader docs,0.6066179,199 Add methods to load configs from a file (Thanks to @Tim-Erwin),,0
unix socket support; fixes #700,0.6974094,1641 Socket binding implemented properly for IPv6 and UNIX sockets,,0
Merge pull request #732 from jrocketfingers/feature/explicit-register-middleware,0.40360594,This pull request encompasses a lot of bug fixes among other things.,Extract register_middleware into a method.,0
Merge pull request #740 from r0fls/739,0.4832951,To see the exhaustive list of pull requests included in this release see:,add abort function,0
remove redundant code; decode response,0.5100658,Add in a way to encode objects that are un-encodable in response objects,,0
add abort() test,0.6490207,sanic.exceptions.abort,,0
flake8 spacing,0.22669421,Bugfixes,,0
SANIC_EXCEPTIONS -> _sanic_exceptions,0.7365967,sanic.exceptions.abort,,1
update todo,0.44382352,[#1986][] Update tox requirements,,0
add exception decorator,0.6978793,2238 Add exception decorator to Blueprint Groups,,0
add abort function,0.59324485,sanic.exceptions.abort,,0
Fix flake8 line length error.,0.3686472,1516 Fix typo at the exception documentation,,0
Add an option to the static() helper to switch on streaming for large files.,0.830407,Add support for streaming large static files #734 ,By default uses a 1M threshold. ie. if the static file to serve is >= 1M it will stream the file. This threshold value is configurable by passing an int instead of a bool to stream_large_files parameter of static().,1
Merge pull request #733 from ashleysommer/file_stream,0.55170965,Add support for streaming large static files #734 ,Add file_stream response handler,0
Moved file_stream tests to test_responses.py,0.47356188,2230 Refactor server.py into multi-file module,,0
fix 739,0.5021328,1477 Fix grammar in README.md,,0
Merge pull request #737 from 38elements/deploying,0.4720245,To see the exhaustive list of pull requests included in this release see: link,Fix Running via Gunicorn in deploying.md,0
Add Code of Conduct,0.32467496,New contributing rules are now present for all incoming PR's,,0
Fix Running via Gunicorn in deploying.md,0.53186184,Remove uvloop requirement for gunicorn worker #719 ,,0
Merge pull request #736 from fanjindong/examples_read,0.47334298,To see the exhaustive list of pull requests included in this release see:,debug 'Blueprint names must be unique',0
debug 'Blueprint names must be unique',0.62301445,2666 Remove deprecated blueprintname property,,0
Test file() and file_stream() response helpers.,0.45377105,sanic.response.stream,Added test for file() response helper and file_stream() response helper.,0
Remove exception print(e) statement.,0.445318,Fix loop exception handling in app.py,,0
Switch to non-hardcoded register_middleware.,0.6020116,- #2720 Skip middleware on RequestCancelled,,0
Added brief documentation with an example for file_stream,0.5329432,Add support for streaming large static files #734 ,Added test to ensure file_stream() works in the test suite.,0
Add file_stream response handler,0.6292261,2094 Add response.eof() method for closing a stream in a handler,"For streaming large static files Like file() but breaks the file into chunks and sends it with a StreamingHTTPResponse Chunk size is configurable, but defaults to 4k, this seemed to be the sweet spot in my testing. Also supports ContentRange same as file() does.",0
Extract register_middleware into a method.,0.5175922,Middleware decorators now take explicit args #406 (Thanks to @agoose77),,0
Merge pull request #731 from jrocketfingers/fix/token-missing-auth-headers,0.53742623,Fix error where request.token() would fail if Authorization headers were not provided #731 ,Check that the Authorization headers are actually provided.,0
Merge pull request #719 from messense/feature/worker-uvloop,0.53550994,Remove uvloop requirement for gunicorn worker #719 ,Gunicorn worker should not require uvloop,0
Merge pull request #722 from messense/feature/ci-without-ext,0.45469737,This pull request encompasses a lot of bug fixes among other things.,Add py3*-no-ext test env,0
Add a regression test.,0.27398372,1499 Add Route Resolution Benchmarking to Unit Test,,0
Check that the headers are actually provided.,0.5300966,📦 EXTRA REQUIREMENT: Not all HTTP clients are capable of interfacing with HTTP/3 servers. You may need to install a HTTP/3 capable client.,,0
Drop tox-travis,0.43966857,[#1973][] Transition Travis from .org to .com,,0
Fix websocket handler bug on Python3.5 with no uvloop,0.75345564,2463 Properly catch websocket CancelledError in websocket handler in Python 3.7,,1
Fix json loads bug on Python 3.5,0.44867507,f8a6af1 Rename the http module to helpers to prevent conflicts with the built-in Python http library (fixes #1323),,0
Merge pull request #724 from suoning/doc-logger,0.4517108,To see the exhaustive list of pull requests included in this release see:,update logging doc,0
Merge pull request #725 from 38elements/contributing,0.46010077,To see the exhaustive list of pull requests included in this release see: link,Add rule in CONTRIBUTING.md,0
Merge pull request #727 from argaen/update_aiocache_example,0.47184205,[#1967][] Update aiofile version requirements,Update aiocache example to latest version,0
Update aiocache example to latest version,0.62888265,[#1967][] Update aiofile version requirements,,0
"Get rid of un-needed s, Fix some formatting.",0.49220163,"2269, #2329, #2333 Cleanup typos and fix language",,0
Add rule in CONTRIBUTING.md,0.5252007,New contributing rules are now present for all incoming PR's,,0
"update logging, Remove the comments",0.4957746,Fix document for logging,,0
Merge pull request #717 from jrocketfingers/fix/ipv6-access-log,0.46921575,This pull request encompasses a lot of bug fixes among other things.,"Fix ""TypeError: not all arguments converted during string formatting""",0
update logging doc,0.7831619,Fix document for logging,,1
update logger doc,0.7429297,Fix document for logging,,1
Add py3*-no-ext test env,0.57262886,2612 Add CI testing for Python 3.11,,0
Gunicorn worker should not require uvloop,0.8750217,Remove uvloop requirement for gunicorn worker #719 ,,1
Prevent incorrect tuple size on get_extra_info errors,0.46491763,2659 Use FALLBACK_ERROR_FORMAT for handlers that return empty(),"According to link, get_extra_info fails by returning None. This is an attempt in normalization of the response in cases of AF_INET, AF_INET6 and erroneous return values.",0
"Fix ""TypeError: not all arguments converted during string formatting""",0.47731313,Fix missing quotes in decorator example,"socket.getpeername() returns AF_INET6 address family four-tuple, with flowid and scopeid. In server's write_response, an exception is raised when an IPv6 client connects due to four-tuple elements having two unused elements (flowid and scopeid). This makes sure that only the first two (host and port) are used in log string formatting.",0
Merge pull request #706 from messense/feature/remove-log-file,0.44216263,Deprecate Handler.log,Remove timedRotatingFile log config,0
Merge pull request #712 from stopspazzing/master,0.46901947,To see the exhaustive list of pull requests included in this release see: link,"Fixed plotly_example, now works",0
Fixed with a working example,0.4782637,1510 fix typo in Asyncio example,Remember: K.I.S.S,0
Merge pull request #711 from stopspazzing/master,0.47171792,This pull request encompasses a lot of bug fixes among other things.,"Use of register_blueprint will be deprecated, why not upgrade?",0
"Use of register_blueprint will be deprecated, why not upgrade?",0.548242,2666 Remove deprecated blueprintname property,,0
double if statement (#707),0.6587224,Removed an un-needed if statement #662 (Thanks to @rsrdesarrollo),"Migrated % string formating double if statement combined double 'if' to a single 'if' with 'and' Revert ""Fix ""Prefer format() over string interpolation operator"" issue""",0
Merge pull request #710 from monobot/asyncorm_update,0.48525906,To see the exhaustive list of pull requests included in this release see: ,"modify the asyncorm example, with the new lazy querysets",0
"modify the asyncorm example, for the new lazy querysets",0.43686062,1510 fix typo in Asyncio example,,0
Add heading in streaming.md,0.3783499,1957 Removes duplicate headers in ASGI streaming body,,0
"Revert ""Add access.log and error.log to .gitignore""",0.42967188,Fix document for logging,This reverts commit fc0d69616c171b50973fffafbe5ef8429f4131ba.,0
Remove timedRotatingFile log config,0.4402396,2156 Remove config value REQUEST_BUFFER_QUEUE_SIZE,,0
Merge pull request #705 from stopspazzing/patch-2,0.5213223,This pull request encompasses a lot of bug fixes among other things.,spelling mistake,0
spelling mistake,0.48302442,2164 Fix typo in documentation,fixed incorrect spelling,0
Replace stream decorator to stream parameter,0.47332597,Fix missing quotes in decorator example,,0
Merge pull request #704 from seemethere/fix_camel_case,0.44856426,2097 Allow case-insensitive HTTP Upgrade header,Fix camel case module,0
Fix import,0.58718836,Fix ImportError not preserved in main.py #665 (Thanks to @pyx),,0
Fix docs,0.5700622,2052 Fix some examples and docs,,0
"Remove default_filter module, put into logging",0.59275925,2453 Move verbosity filtering to logger,,0
Actually add file >.>,0.50397295,[#1970][] Add py.typed file,,0
Fix camel case module,0.4304303,2097 Allow case-insensitive HTTP Upgrade header,,0
Merge pull request #702 from seemethere/increment_054,0.49812573,To see the exhaustive list of pull requests included in this release see:,Increment to 0.5.4,0
Increment to 0.5.4,0.37228173,2354 Add config.update support for all config values,,0
Merge pull request #701 from seemethere/increment_053,0.49735582,To see the exhaustive list of pull requests included in this release see: ,Increment to 0.5.3,0
Increment to 0.5.3,0.41027012,"If you're wondering why 0.5.3 exists and there's no change-log for it, the release was actually botched by my error.",,0
is_request_stream for CompositionView and HTTPMethodView,0.53237545,2170 Additional methods for attaching HTTPMethodView,,0
Fix streaming.md,0.49817872,Add support for streaming large static files #734 ,,0
Add stream decorator for HTTPMethodView,0.620287,2170 Additional methods for attaching HTTPMethodView,,0
Add stream for CompositionView,0.65516627,sanic.views.CompositionView,,0
Add Request.stream,0.6119195,NOTE: the stream() response method (where you pass a callable streaming function) has been deprecated and will be removed in v22.6. You should upgrade all streaming responses to the new style: link,,0
Merge pull request #695 from kszucs/aiopeewee,0.52151465,To see the exhaustive list of pull requests included in this release see:,aiopeewee example,0
use async version of model_to_dict,0.31791028,Config using from_object,,0
removed lines from distributed example,0.30202115,1568 Deprecate route removal.,,0
aiopeewee example,0.25368917,must start with letter or _,,0
