Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Add Nomad to HashiCorp ecosystem doc page,0.4559339,Packer user documentation has been moved to the new HashiCorp developer,,0
remove redundant log line,0.31452072,     updated to display the proper filename and line number where the unknown,,0
Merge pull request #4997 from Constantin07/add-sg-name-to-output,0.37029377,     updated to display the proper filename and line number where the unknown,Print in the output the temporary security group name too.,0
Explicitly specify zoneid in CloudStack's associateIpAddress call (#4995),0.4146917,cloudstack@v1.0.1 - CHANGELOG,"Generally speaking, this must be harmless since the IP address and the virtual machine need to be deployed to the same zone.",0
Print in the output the security group name too.,0.33140063,SECURITY:,,0
add support for profile,0.33547324,     users to define the fingerprint in the environment manually in order to,,0
remove code from bad merge,0.4034199,core/hcl2: Fixes a data loss issue when merging an empty-object map to a non-,,0
remove cli_config,0.46130985," the environment variable is now optional, and can be used for disabling the",,0
with wrapping,0.2992286,},,0
dedupe,0.26887068,Triton,,0
aws: Drop undocumented option profile,0.39937055," the environment variable is now optional, and can be used for disabling the",This was added in 883acb18fac2c732e7fdf05822959bb45977ed00 to support assume role and shared configuration file. This was never completed.,0
Updated AWS docs for using default chain,0.49733657,amazon@v1.1.0 - CHANGELOG,,0
I think this was the intention,0.22680086,     purposes.,,0
fix go vet issue,0.5498744,core: Bump golang.org/x/sys to address CVE-2022-29526.,,0
remove dead code,0.31442532,core: Fix the registration of deleted input artifacts in HCP Packer when,,0
Updated docs about AWS credentials handeling,0.50987387,amazon@v1.1.0 - CHANGELOG,,0
builder/amazon: Added MFA support,0.4465322,amazon@v1.1.2 - CHANGELOG,,0
builder/amazon: Support assume role with assume_role_arn,0.3886094,     custom builder names are outputted to STDOUT as uninterpolated user,This supports assuming a role when using profile or static credentials.,0
builder/amazon: Cleaned up credential handeling,0.42350024,amazon@v1.1.2 - CHANGELOG,This properly handles: - Preference between types of credential - Assume role via ECS Task Role,0
Updated aws-sdk-go from v1.4.6 to v1.7.1,0.5614167,core: Bump supported Go version to 1.18.,,0
additional renaming of private to sensitive,0.34865782,     should not affect users in any way but is being mentioned for visibility,,0
spacing,0.2778132,    improvements.,,0
remove unneeded cast,0.23936868,     error similar to fieldname type <no value> is invalid. Before executing a,,0
Merge pull request #4991 from hashicorp/private_to_sensitive,0.50663286,"     HashiCorp. This fix is implemented for any future releases, but will not be",rename private to be in line with tfe,0
rename private to be in line with tfe,0.33411267,core: Users will see some changes in how names are displayed during a Packer,,0
Merge pull request #4970 from hashicorp/4727_sensitive_vars,0.53476864,"     HashiCorp. This fix is implemented for any future releases, but will not be",allow user to mark variables as sensitive for packer push,0
addressing PR comments,0.29647845,     a regular basis to address issues and feature requests. Users are encouraged,,0
add private to help function,0.33294708,cmd/console: Add config-type flag to command help.,,0
documentation,0.7697457,     Documentation for more,update to use atlas/go master with newly merged changes for govendor,1
allow user to mark variables as sensitive for packer push,0.4628328,     checksum file. This should prevent Packer from trying to install versions,,0
Merge pull request #4982 from hashicorp/atlastokenwarn,0.5027553,    at hashicorp/packer now lives in the root of this repo. The README that,atlas cloud token warn,0
document VAGRANT_CLOUD_TOKEN,0.51518226,vagrant@v1.0.2 - CHANGELOG,,0
atlas cloud token warn,0.37350792,Warning,,0
Merge pull request #4624 from anish/fix_null,0.3718117,Bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 ,Make null builder actually have the ability to do nothing,0
Make null builder actually have the ability to do nothing,0.3614294,"     (""name"":""mybuilder"") the builder's type and name will be displayed (i.e",,0
Merge pull request #4950 from hashicorp/warn_atlas_users,0.5751146,Packer user documentation has been moved to the new HashiCorp developer,add warning about vagrant.box vms being uploaded to atlas,0
Merge pull request #4983 from hashicorp/doversioncheck,0.5025332,    at hashicorp/packer now lives in the root of this repo. The README that,ansible: add skip_version_check flag,0
Merge pull request #4984 from 2rs2ts/fix-alicloud-vet-issues,0.58356965,alicloud@v1.0.2 - CHANGELOG,Fix vet issues with alicloud-import,0
Merge pull request #4979 from Lee303/communicator-winrm-ntlmauth,0.37150872,    communicator. GH-11909,Add NTLM authentication support for WinRM communicator,0
ansible: add skip_version_check flag,0.6351399,ansible@v1.0.3 - CHANGELOG,,0
capitalize all the things,0.24169303,"     name, if it was set, would be displayed. Now for named builders",,0
add instructions,0.34924924,PLUGINS,,0
update docs description for winrm_use_ntlm directive,0.40136424,"     as opposed to just the build name field (e.g ""name""=""windows-srv-2019""). ",,0
Fix vet issues with alicloud,0.56220734,alicloud@v1.0.5 - CHANGELOG,,0
Merge pull request #4760 from fajpunk/ansible-inventory-dir,0.584424,ansible@v1.0.2 - CHANGELOG,inventory_directory option for ansible provisioner,0
Merge pull request #4981 from pvasilevich/f-fix-azure-metadata-post-processor-empty-id,0.54266536,azure@v1.0.8 - CHANGELOG,Add information about artifact in manifest post-processor,0
Merge pull request #4975 from hashicorp/vagrantclouddoc,0.57765687,vagrant@v1.0.2 - CHANGELOG,docs: more user friendly vagrant cloud example,0
Merge pull request #4978 from katiebayes/master,0.37551147,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",update middleman from version 22 to 26,0
add usage docs for winrm_use_ntlm directive,0.34064588,"     as opposed to just the build name field (e.g ""name""=""windows-srv-2019""). ",,0
Add 'winrm_use_ntlm' configuration directive for NTLM authentication support,0.3854708,provisioner/powershell: Add use_pwsh configuration argument to support pwsh,,0
Add support for salt_bin_dir,0.5545653,salt@v1.0.0 - CHANGELOG,"Allows specifying the path to salt-call, useful if it isn't on the path.",0
Add information about artifact in manifest post-processor in azure-arm builder,0.48568004,azure@v1.0.8 - CHANGELOG,,0
update middleman from version 22 to 26,0.42774242,Bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 ,,0
docs: more user friendly vagrant cloud example,0.62682134,vagrant@v1.0.3 - CHANGELOG,,0
test on travis with go 1.8.3,0.5452714,core: Bump supported Go version to 1.18.,,0
Merge pull request #4961 from magicalbob/grains,0.37002268,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,Grains,0
Merge pull request #4972 from hashicorp/new4835,0.46032676,    at hashicorp/packer now lives in the root of this repo. The README that,builder/ebssurrogate: Use correct devices for AMI.,0
fix markdown,0.2356571,BUG FIXES:,,0
builder/ebssurrogate: Use correct devices for AMI.,0.31818444,"     (""name"":""mybuilder"") the builder's type and name will be displayed (i.e",,0
Merge pull request #4964 from hashicorp/appveyor,0.50318,    at hashicorp/packer now lives in the root of this repo. The README that,Appveyor,0
fix appveyor,0.41782963,"     version = "">=1.0.8""",,0
Added docs for grains_file config item of salt-masterless provisioner,0.5508081,salt@v1.0.0 - CHANGELOG,,0
Merge pull request #4967 from StackPointCloud/packer-builder-oneandone,0.5714635,core: Bump github.com/hashicorp/packer-plugin-sdk to 0.4.0 to address,Oneandone builder documentation update,0
Fixes #4501,0.67407465,BUG FIXES:,,0
Merge pull request #4791 from optix2000/master,0.36038828,proxmox@v1.0.7 - CHANGELOG,Add version selection for chef-solo provisioner,0
remove license type from general debugging,0.39506906,builder/oracle: Remove Oracle plugin from the list of vendored,,0
Merge pull request #4634 from dayglojesus/add_amazon_import_license_type,0.5256617,amazon@v1.1.0 - CHANGELOG,amazon-import post-processor: support license_type,0
Merge pull request #4699 from BenPhegan/virtualbox_sata_port_count,0.53287315,virtualbox@v1.0.3 - CHANGELOG,Add configuration to virtualbox-iso to allow sata port count configuration,0
Merge pull request #4810 from bryonr/fix_vmware_shutdown_cleanup_osx,0.5280265,vmware@v1.0.7 - CHANGELOG,Help ensure VMX builder properly removes mounted CDs on OS X,0
Merge pull request #4965 from hashicorp/changelogsort,0.46312293,    at hashicorp/packer now lives in the root of this repo. The README that,sort changelog. add script to assist.,0
sort changelog. add script to assist.,0.4256495,    respective changelogs for details on plugin specific bug fixes and,,0
Merge pull request #4953 from hashicorp/azure-artifact,0.48330575,azure@v1.1.0 - CHANGELOG,builder/azure: set artifact metadata,0
Merge pull request #4962 from jamtur01/docdoc,0.3658984,jdcloud@v1.0.1 - CHANGELOG,Minor updates to the Docker builder docs to clarify Docker support,0
Minor updates to the Docker builder docs to clarify Docker support,0.7460731,docker@v1.0.5 - CHANGELOG,,1
Cloned GrainsFile test from MinionConfig test,0.32007438,    checksums. GH-11495,,0
Added grains_file config item to copy file to /etc/salt/grains,0.47530666,salt@v1.0.0 - CHANGELOG,,0
Merge pull request #4930 from hashicorp/fix4925,0.54977214,"     HashiCorp. This fix is implemented for any future releases, but will not be",builder/amazon: don't try to delete extra volumes during clean up,0
Merge pull request #4619 from zhuzhih2017/master,0.371355,yandex@v1.1.1 - CHANGELOG,Add packer plugin which support to create alicloud ecs image,0
Merge pull request #4960 from rickard-von-essen/issue-4959,0.40514186,    issues. Please see their respective changelogs for details on plugin,virtualbox: Don't add portforwarding if comm = none,0
virtualbox: Don't add portforwarding if comm = none,0.34092972,virtualbox@v1.0.3 - CHANGELOG,Closes: #4959,0
alicloud ecs in docs index,0.45583075,alicloud@v1.0.5 - CHANGELOG,,0
Updated CHANGELOG,0.66167724,    respective changelogs for details on plugin specific bug fixes and,,0
Merge pull request #4956 from rickard-von-essen/null-ssh-agent,0.527573,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,builder/null: Support SSH Agent Auth,0
builder/null: Support SSH Agent Auth,0.4344787,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,,0
add check rule for image_name,0.4460488,    retrieve an image from the associated iteration. If,,0
fix the wrong number args in step_create_instance,0.31633583,    the --debug argument has been passed.,,0
Merge branch 'master' of https://github.com/zhuzhih2017/packer,0.5454049,core: Bump github.com/hashicorp/packer-plugin-sdk from 0.3.1 to 0.3.2.,,0
add rule to prevent the source_image name include spaces and fix the step_run_instance report wrong message problem,0.4781369,     image iteration will now trigger a runtime build error due to the ,,0
grammar fixes.,0.6251786,    improvements.,,0
don't need alicloud in file name,0.45519423,alicloud@v1.0.2 - CHANGELOG,,0
spelling and grammar fixes,0.50329435,    improvements.,,0
remove alicloud_ prefix,0.5284819,alicloud@v1.0.2 - CHANGELOG,,0
rename alicloud pp,0.5099149,alicloud@v1.0.2 - CHANGELOG,,0
spelling and formatting,0.26557827,Warning,,0
Merge pull request #4952 from hashicorp/fix4848,0.5770608,"     HashiCorp. This fix is implemented for any future releases, but will not be",update winrm to use keepalives,0
update winrm to use keepalives,0.2848942,salt@v1.0.0 - CHANGELOG,,0
set azure metadata,0.5189561,azure@v1.1.0 - CHANGELOG,,0
Merge pull request #4948 from hashicorp/kms_key_regions,0.4826343,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,Kms key regions,0
clean up formatting and add warning to packer push.,0.54725933,core: Bump github.com/hashicorp/packer-plugin-sdk from 0.3.1 to 0.3.2.,,0
add warning about vagrant.box vms being uploaded to atlas,0.5354657,vagrant@v1.0.2 - CHANGELOG,,0
fix step initializer everywhere StepAMIRegionCopy is called,0.34573275,"     adopt this behaviour, otherwise, by default, a new iteration will be",,0
one more test,0.3158946,"1.8.2 (June 21, 2022)",,0
update docs and clean up,0.27853814,digitalocean@v1.0.3 - CHANGELOG,,0
golang has different style than python,0.55604446,core: Bump golang.org/x/text to v0.3.8.,,0
builder/amazon regional KMS keys,0.3523091,amazon@v1.1.0 - CHANGELOG,,0
"Implemented #4, #5 and #6 (#14)",0.47453928,BUG FIXES:,  initial changes: added host and pool parameters   backup   clones only within the same host   added some debug-output   minor fixes   vm experiments   added datastore to realocation spec   added datastore parameter; fixed copying between hosts   removed debug-output   changed dependencies ,0
Merge pull request #4919 from hashicorp/fix4798,0.58733225,"     HashiCorp. This fix is implemented for any future releases, but will not be",builder/vmware: make vnc probe timeout configurable,0
builder/vmware: make vnc probe timeout configurable,0.42072314,    the registry to prevent long builds from being marked as timed,,0
Merge pull request #4940 from hashicorp/bastion-agent-auth,0.5226956,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,comm/ssh: Add support for using SSH Agent auth towards a bastion host.,0
Merge pull request #4687 from pvandervelde/master,0.3777642,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",Removing the check for administrator rights when sending key strokes to Hyper-V,0
Add InsecureIgnoreHostKey to bastion connection,0.38937637,    and ssh_handshake_attempts configuration arguments in the SSH,,0
comm/ssh: Add support for using SSH Agent auth towards a bastion host.,0.4535128,This release contains the latest golang.org/x/crypto/ssh module which,Adds ssh_bastion_agent_auth Fixes: #4732,0
Merge pull request #4934 from jasonramey/master,0.38419893,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",spelling fix,0
spelling fix,0.34864146,    improvements.,,0
fix long line format,0.3148666,     updated to display the proper filename and line number where the unknown,,0
format the code as CI required,0.38341218,     checksum file. This should prevent Packer from trying to install versions,,0
add retry logic when attach keypair failed,0.31616515,    ssh_handshake_attempts configuration arguments work together. The,,0
"New map: region_kms_key_ids, allowing custom encryption keys on a per-region basis.  Also new tests.",0.37039626,    open issues pertaining to the legacy SSH key algorithm fix made to the,,0
Merge pull request #4931 from hashicorp/fix4817,0.5551156,"     HashiCorp. This fix is implemented for any future releases, but will not be",only delete snapshots which exist,0
only delete snapshots which exist,0.3165059,    Packer core to validate that a newly built image is a direct child of a HCP,,0
don't try to delete extra volumes during clean up,0.2740928,core: Remove external plugins for Profitbricks and 1&1 as vendored plugins.,,0
correct ami_name error reporting,0.31557485,core/hcl2: Packer will now report an error when executing a build with no,,0
Merge pull request #4927 from jen20/vmware-remove-ethernet,0.47535813,vmware@v1.0.5 - CHANGELOG,builder/vmware: Add vmx_remove_ethernet_interfaces,0
fix the comments about root and apply the keypair with latest dependence,0.4004003,    open issues pertaining to the legacy SSH key algorithm fix made to the,,0
builder/vmware: Add vmx_remove_ethernet_interfaces,0.37556815,vmware@v1.0.7 - CHANGELOG,"This commit adds a new option, vmx_remove_ethernet_interfaces, to both of the VMWare builders. This is useful when building Vagrant boxes, since Vagrant now produces output such as: ``` WARNING: The VMX file for this box contains a setting that is automatically overwritten by Vagrant when started. Vagrant will stop overwriting this setting in an upcoming release which may pre vent proper networking setup. Below is the detected VMX setting: ethernet0.pcislotnumber = ""33"" If networking fails to properly configure, it may require this VMX setting. It can be manually applied via the Vagrantfile: Vagrant.configure(2) do |config|      config.vm.provider :vmware_fusion do |vmware|        vmware.vmx[""ethernet0.pcislotnumber""] = ""33""      end    end ``` This can be avoided entirely by removing the ethernet adapters from the VMX file prior to packaging as a Vagrant box, in which case adapters are created as expected according to the Vagrantfile specification.",0
"fix logging to clarify that encrypt_boot needs to be set, not encrypt, and fix typo",0.33679068,ansible@v1.0.2 - CHANGELOG,,0
fix bad conditional logic and assignment,0.29466474,"    behaviour is unchanged if both or none are specified. However, if only one",,0
fix spacing on related documentation,0.29653114,     Documentation for more,,0
conform ImportImage LicenseType behaviour,0.36013463,    support specifying an exact build image when multiple images exist in the,- remove the synthetic default; defaults are established internally by the func - store ImportImageInput in params var - only pack the LicenseType into struct if a value has been set,0
Update amazon-import.html.md,0.52613485,amazon@v1.1.2 - CHANGELOG,Include usage info and example for license_type configuration option,0
amazon-import post-processor: support license_type,0.41117525,amazon@v1.1.0 - CHANGELOG,Implements a new config option for the amazon-import post-processor allowing users to specify a LicenseType during the import process. Closes: #4631,0
Merge pull request #4921 from takaishi/support-client-certificate,0.42787278,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,OpenStack: Support client certificate,0
use cleanhttp to get a default transport.,0.33000964,Bump plugins relying on go-getter for downloading remote files to address,,0
Merge pull request #4926 from hashicorp/megan_contributors_page,0.4620064,    at hashicorp/packer now lives in the root of this repo. The README that,add Megan to contributors page,0
add Megan to contributors page,0.2426031,     continue to be the home for Packer but all requests for general,,0
fix go vet fail,0.52511764,core: Bump golang.org/x/sys to address CVE-2022-29526.,,0
use DefaultTransport,0.29736462,    of the two is set the other won't have a default value anymore and will be,,0
add cacert config to specify custom CA certificate file,0.30136144,data/hcp_packer_image: Add component_type configuration argument to,,0
support client certificate file,0.3793812,    implements client authentication support for signature algorithms based on,"When AUTH_URL and each endpoints need SSL client authentication, we have to specify cert file and private key file. So, add optional config, cert and key.",0
Merge pull request #4918 from hashicorp/vagrant-cloud-post-processor-updates,0.6028721,vagrant@v1.0.3 - CHANGELOG,website: Vagrant Cloud post-processor updates,0
website: Add Vagrant note to atlas post-processor,0.57412624,vagrant@v1.0.2 - CHANGELOG,,0
website: Remove Vagrant from Atlas post-processor,0.57474333,vagrant@v1.0.2 - CHANGELOG,,0
website: Un-deprecate vagrant-cloud post-processor,0.64956445,vagrant@v1.0.2 - CHANGELOG,,0
don't echo build command in make,0.45732042,     Builders with no defined name will continue to publish build,,0
Merge pull request #4748 from greenhouse-org/download-winrm,0.38078374,"     HCP Packer registry using its full build name (e.g happycloud.windows-srv-2019), ",Add support for download in WinRM communicator,0
Merge pull request #4911 from cheapRoc/f-note-triton,0.5345065,triton@v1.0.2 - CHANGELOG,Documentation: Note for private cloud users building custom images on Triton,0
Note documentation when building images under private Triton,0.5003673,triton@v1.0.2 - CHANGELOG,,0
Merge pull request #4909 from sean-/b-universal-shell,0.38040164,shell,Universally provide POSIX semantics for the shell provisioner.,0
Merge pull request #4910 from decomposite/HostKeyCallback,0.53927577,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,Specify InsecureIgnoreHostKey for HostKeyCallback,0
Specify InsecureIgnoreHostKey for HostKeyCallback,0.4094055,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,A recent breaking change upstream in Golang's crypto library has broken SSH connectivity for a few builders: ==> qemu: Waiting for SSH to become available... 2017/05/20 16:23:58 ui: ==> qemu: Waiting for SSH to become available... 2017/05/20 16:23:58 packer: 2017/05/20 16:23:58 [INFO] Attempting SSH connection... 2017/05/20 16:23:58 packer: 2017/05/20 16:23:58 reconnecting to TCP connection for SSH 2017/05/20 16:23:58 packer: 2017/05/20 16:23:58 handshaking with SSH 2017/05/20 16:23:58 packer: 2017/05/20 16:23:58 handshake error: ssh: must specify HostKeyCallback 2017/05/20 16:23:58 packer: 2017/05/20 16:23:58 [DEBUG] SSH handshake err: ssh: must specify HostKeyCallback 2017/05/20 16:24:05 packer: 2017/05/20 16:24:05 [INFO] Attempting SSH connection... 2017/05/20 16:24:05 packer: 2017/05/20 16:24:05 reconnecting to TCP connection for SSH 2017/05/20 16:24:05 packer: 2017/05/20 16:24:05 handshaking with SSH 2017/05/20 16:24:05 packer: 2017/05/20 16:24:05 handshake error: ssh: must specify HostKeyCallback 2017/05/20 16:24:05 packer: 2017/05/20 16:24:05 [DEBUG] SSH handshake err: ssh: must specify HostKeyCallback Specifying HostKeyCallback as insecure should make things work again and would make sense for packer's use case.,0
Universally provide POSIX semantics for the shell provisioner.,0.4230562,core: Add a env argument to provisioner blocks that allow for setting a,"All platforms everywhere have env(1) available, leverage it accordingly. Improves on: #2343",0
clarify that variables can't be used inside type,0.39715707,     mixing of template types.,,0
Merge pull request #4890 from jamtur01/varrename,0.3621695,Bump github.com/hashicorp/go-getter to fix the untarring of OVA files,Updated the naming of variables,0
Merge pull request #4902 from hashicorp/amivalidation,0.46810794,    at hashicorp/packer now lives in the root of this repo. The README that,fix ami name validation,0
Merge pull request #4907 from WeatherGod/invalid_json_test,0.45681813,"core: Fix regression introduced in 1.8.6, where legacy JSON templates with",test that parsing fails on a certain kind of malformed JSON,0
Unit test to verify that parsing fails on a certain kind of malformed JSON,0.4010285,"core: Fix regression introduced in 1.8.6, where legacy JSON templates with",,0
Merge pull request #4906 from hashicorp/jsonunmarshal,0.45679116,    at hashicorp/packer now lives in the root of this repo. The README that,use json unmarshal instead of json decoder,0
use json unmarshal instead of json decoder,0.40763775,"core: Fix regression introduced in 1.8.6, where legacy JSON templates with",this should let us catch json syntax errors.,0
fix ami name validation,0.34053338,     passing the -no-warn-undeclared-var flag to the validate command.,,0
Update glide.yaml,0.40925843,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",,0
Hw customization (#13),0.33408123,     information. GH-11983,moved all configuration after cloning,0
Merge pull request #4900 from rogers0/PR/crypto-CVE-ABI-change,0.50508004,"     CVE-2023-0475, CVE-2022-41723.",handle ABI change of golang-golang-x-crypto-dev,0
update ssh client usage for new crypto/ssh version,0.5883131,    open issues pertaining to the legacy SSH key algorithm fix made to the,,0
update crypto/ssh,0.5488712,    open issues pertaining to the legacy SSH key algorithm fix made to the,,0
Merge pull request #4898 from numa08/master,0.38216847,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",I've matched the error message to the document,0
docs/amazon: alpha sort fields,0.38631365,amazon@v1.1.2 - CHANGELOG,,0
Merge pull request #4896 from remijouannet/f-amazon_builder_custom_endpoint,0.53392744,amazon@v1.1.2 - CHANGELOG,"add an option custom_endpoint_ec2 for amazon builder, add a condition…",0
add documentation for custom_endpoint_ec2,0.43893757,amazon@v1.1.2 - CHANGELOG,,0
Merge pull request #4897 from dougireton/patch-1,0.42979303,Bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 ,Use current generation instance type,0
Use current generation instance type,0.39901054,"     (""name"":""mybuilder"") the builder's type and name will be displayed (i.e",m1 instance types are no longer available from AWS. Use t2.small instance type in example,0
"add an option custom_endpoint_ec2 for amazon builder, add a condition if vpc_id is empty don't add the parameter to the aws call",0.3314539,Add pause_after configuration argument to Powershell provisioner.,,0
compare regions against valid regions,0.23807102,cmd/validate: Add support for the -evaluate-datasources flag to evaluate,,0
fixed logic error and fixed suggestion,0.39615002,BUG FIXES:,,0
Fix tests and add more,0.4624629,BUG FIXES,,0
Added docs,0.35063568,     Documentation for more,,0
Region Validation,0.403274,     the data sources from a template during validation time.,,0
Wait for snapshot transfer and change artifact output,0.38887715,Add pause_after configuration argument to Powershell provisioner.,,0
remove duplicates,0.21040177,     false.GH-11462,,0
add image transfer for DigitalOcean,0.49492413,        digitalocean = {,,0
Merge pull request #4812 from hashicorp/checksumfix,0.5057882,    at hashicorp/packer now lives in the root of this repo. The README that,post-processor/checksum: fix crash when invalid checksum is used,0
fix Dockerfile,0.5883521,docker@v1.0.7 - CHANGELOG,,0
Lock govmomi dependency version,0.4714184,     checksum file. This should prevent Packer from trying to install versions,,0
This is a more substantive rewrite than intended,0.27912802,    improvements.,This is more than I planned but I think it makes things a little clearer and perhaps organizes the page more clearly? I'd be happy to take another example for template variables if someone can posit one.,0
Merge pull request #4879 from thrashr888/thrashr888/fix4693,0.40840262,Bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 ,Fix issue 4693 - Derive vpc_id from subnet_id,0
Fix issue 4693 - Derive vpc_id from subnet_id,0.2777015,core/hcl2: Fixes a regression where references to locals via the lookup,"In AWS we can derive the VpcId and AZ from the SubnetId, so now we do. In the config you can now only specify the SubnetId. This fixes issue #4693.",0
Merge pull request #4892 from hashicorp/arm64,0.5282929,    at hashicorp/packer now lives in the root of this repo. The README that,add support for building arm64 binaries,0
add support for building arm64 binaries,0.6791186,"    the linux binaries are built for including arm, arm64, 386, and amd64",,0
Updated the naming of variables,0.5472883,     variables. GH-12290,Ensured template variables are described as that where references and distinguished from user variables.,0
docs: add line break,0.26956522,     Documentation for more,,0
Merge pull request #4889 from jamtur01/userfunc,0.35082135,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",Made some changes to the Packer templating docs,0
Made some changes to the Packer templating docs,0.63489854,    ignored. See Packer Plugin SDK change for details, Added the user function. Some tidying up of language.,0
Installation scripts,0.49017698,core: Packer's linux package service configs and pre/post install scripts are,,0
handle ABI change of golang-golang-x-crypto-dev,0.5596132,core: Bump Go module version to 1.20,That ABI change was due to CVE security fix Fix is picked from upstream of golang-golang-x-crypto-dev:   https://github.com/golang/crypto/commit/e4e2799dd7aab89f583e1d898300d96367750991 Closes: #861282,0
Merge pull request #4878 from UnquietCode/patch-1,0.43283027,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",fixes a typo introduced in a previous change,0
fixes a typo introduced in a previous change,0.4130795,BUG FIXES:,,0
Merge pull request #4876 from luis-silva/master,0.36668932,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",Fix issue 4875 - use retry logic when creating instance tags,0
Fix issue 4875 - use retry logic when creating instance tags,0.3735507,core/hcl2: Fixes an issue preventing builds from pausing between provisioners when,,0
Merge pull request #4872 from sean-/f-synchronous-deletes,0.33789584,core/hcl2: Fixes a data loss issue when merging an empty-object map to a non-,Synchronous Deletes for Triton Machines,0
Merge pull request #4866 from feministy/liz/docs-wording,0.2960075,yandex@v1.1.2 - CHANGELOG,"docs: clarify language for ""easy""/""simple"", update website readme",0
make the garbage sentence less confusing :tada:,0.26478246,Warning,,0
Merge pull request #4867 from szkl/website-builder-docker-changes,0.5321953,docker@v1.0.7 - CHANGELOG,Update docker metadata fields that can be changed,0
Wait for a 410 before returning success on a machine delete.,0.2650596,core: Fix the registration of deleted input artifacts in HCP Packer when,,0
Add ONBUILD field to acceptable metadata list,0.5440419,     additional build metadata.GH-12132,Signed-off-by: Sönmez Kartal szkl89@gmail.com,0
Add LABEL field to acceptable metadata list,0.36231446,core: Linux packages now have vendor label and set the default label to,Signed-off-by: Sönmez Kartal szkl89@gmail.com,0
Add deprecation notice for MAINTAINER field,0.39388832,     plugin will continue to work but users are advised to update the,Signed-off-by: Sönmez Kartal szkl89@gmail.com,0
Update github.com/joyent/triton-go to the latest.,0.8008038,triton@v1.0.1 - CHANGELOG,,1
add docker install :whale:,0.5620951,core: Docker images have been updated to include the xorriso package for,,0
"docs: some stuff is easy, some stuff is not :zap: let's be more descriptive",0.44706634,     Documentation for more,,0
Builder (#2),0.6417317,    builder's source image.,"  the very initial builder: just clones the VM   removed post-processor   builder now waits for IP address   more separated steps   clean up   added run and shutdown steps   added step connecting via ssh   changed the BuilderId to a proper one   added shutdown command, only echo works   added cleanup   removed wainting for VM to stop, removed error on the non-zero exit status   removed BuildSuccessFlag   refactored config structures; fixed interpolation of json template   the rest of configuration refactoring   removed duplicated parameters from Config   removed duplicated parameters drom Config   changed BuilderId and Artifact   create a dedicated step for VM hardware configuration   merged StepSetupCloningEnv into StepCloneVM   improved cleanup   added proper handling of 'disconnected' command exit status; added guest os shutdown before halting the machine [in case when no shutdown command is given]   refactored non-conventional variable and field names   removed redundant fields from Artifact   removed the success field at all   removed ArtifactFiles   removed unnecessary warnings   minor change in parameters structure ",0
Merge pull request #4861 from cheapRoc/f-update-triton,0.608943,triton@v1.0.2 - CHANGELOG,triton: Update triton builder for latest upstream,0
Update triton client calls to pass along context,0.5550707,triton@v1.0.1 - CHANGELOG,,0
Bump tracked version of joyent/triton-go,0.411999,triton@v1.0.1 - CHANGELOG,,0
Merge pull request #4860 from hashicorp/devspeed,0.5113931,    at hashicorp/packer now lives in the root of this repo. The README that,vastly speed up dev builds.,0
put back the goose,0.24715662,nan,,0
vastly speed up dev builds.,0.45590663,    specific bug fixes and improvements.,Copies work from hashicorp/consul#2924,0
Merge pull request #4856 from hashicorp/enetdoc,0.46924567,    at hashicorp/packer now lives in the root of this repo. The README that,website: document how to enable advanced networking,0
website: document how to enable advanced networking,0.3836785,     concerns the net/http and golang.org/x/net,,0
Merge pull request #4850 from hashicorp/tmpkeyflag,0.5061672,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,builder/amazon: set flag to delete temporary keypair,0
remove unneeded keypair var,0.40588868,    function were failing to find defined keys.,,0
Merge branch 'master' into virtualbox_sata_port_count,0.4372968,virtualbox@v1.0.3 - CHANGELOG,,0
builder/amazon: set flag to delete temporary keypair,0.39613175,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,,0
Merge pull request #4846 from hashicorp/azurepanic,0.45275092,Bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 ,builder/azure: replace panics with error returns,0
