Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description
11066,Add link to German translation,0.4717788,"Translated documentation. #10681, #10749, #10748, #10740, #10731, #10730, #10728",
11067,Add German translation for README and Contributor Covenant,0.48010817,Added session.addWordToSpellCheckerDictionary API to support custom words in the. #21297,
11068,WIP: Adding UT,0.5470829,Added mips64el build.,
11069,Merge pull request #9782 from jotafeldmann/patch-1,0.54761076,fix: ability to fetch separators by id. #15299 ,
11070,Use the isdigit helper,0.50826335,- Fix generating symbols.,
11071,Change NSIS topic level from 2 to 3,0.5470175,"Updated Node root certs to use NSS 3.56. #25313 (Also in 8, 9, 10, 11)",
11072,not just a microsoft thing,0.50427234,Windows:,
11073,Extra properties must be less than 63 characters,0.4621968,  character in an input field using certain keyboard layouts. #9557,
11074,add CRT to glossary,0.46281672,- Add CI.,
11075,:bug: store current level fix,0.6855378,Bug Fixes / Updates,
11076,Merge pull request #9768 from electron/update-breaking-changes,0.59483933,fix: allow renaming electron.exe (backport: 4-0-x). #15249 ,
11077,Merge pull request #9769 from electron/deprecate-hidden-inset,0.5813961,- Fix a few places using deprecated API inside Electron.,
11078,Add titleBarStyle: 'hidden-inset' to planned breaking changes,0.773556,- Add support for titleBarStyle: 'hidden-inset' on OS X 10.9. #7077,
11079,mention ARM and FIXME in breaking changes doc,0.5837537,Added arm64 builds. #10219,
11080,Merge pull request #9610 from shubham2892/incorrect-file-extension-with-showSaveDialog-fix,0.64591074,"Fixed crash when extension fails to load. #27589 (Also in 10, 11)",
11081,Add braces to if statement,0.44697157,- Add  tag,
11082,Merge pull request #9767 from electron/document-wc-focus,0.5353817,docs: fix web-request.md listener signatures in electron.d.ts. #16488 ,
11083,Document webContents.focus(),0.7248715,- Add isDevToolsFocused method to WebContents and .,
11084,Merge pull request #9751 from electron/optional-spelling,0.5338782,Added process.contextId used by @electron/remote. #28007 (Also in 13),
11085,Include VC runtime and UCRT in the Windows distribution,0.48906016,Windows & Linux,
11086,Use dynamic CRT in the release build,0.5763614,"Removed incorrectly published internal V8 symbols and CRT methods from node.lib, causing heap corruptions with node modules using the dynamic CRT on Windows. #18620",
11087,Merge pull request #9724 from electron/bump-standard-markdown,0.6441792,Bump electron-typescript-definitions requirement to 1.2.10 or higher. #11048,
11088,Merge pull request #9741 from electron/webview-visibility-state,0.6343651,fix: manually manage WebContents of webview when it is detached (3-0-x). #14488 ,
11089,add mouse-enter and mouse-exit events for tray,0.83843005,Tray instances now emit mouse-enter and mouse-leave events. #9760,
11090,Merge pull request #9588 from electron/poiru/dialog-default-file-name,0.5770369,Fixed issue allowing bundles to be selected in  open file dialog. #13220,
11091,Add FIXME link to #6828,0.6022798,Adds a fiddle to demo how to open external links and how to open all outbound links. #20763,
11092,Send cached visibility state when guest DOM is ready,0.5688895,Added 'dom-ready' event to WebFrameMain which emits when the frame's document is ready.,
11093,Add spec for webview visibility change on show,0.7250273,- Add web-view module for setting zoom level.,
11094,Merge pull request #9755 from Nirmal4G/docs-fixes,0.58556455,Fixed issue allowing bundles to be selected in  open file. #13277 ,
11095,Merge pull request #9645 from dharders/issue6036-fix-windows-fullscreen-startup-toggle,0.6540371,Fixed an issue where pressing escape would not un-fullscreen on Windows or Linux in some circumstances. #34359 (Also in 18),
11096,:memo: Update zh-CN/windows-store-guide.md,0.47684404,"fix: Revert ""fix: export zlib symbols (#15103)"". #15141 ",
11097,:memo: Update ko-KR/windows-store-guide.md,0.49769107,Fixed notifications when running in a Windows Store environment. #13258,
11098,:memo: Update id/windows-store-guide.md,0.5767502,Fixed notifications when running in a Windows Store environment. #13258,
11099,:memo: Update windows-store-guide.md,0.5607611,Fixed notifications when running in a Windows Store environment. #13258,
11100,Merge pull request #9700 from brenca/pdf-zoom-improvements,0.56347394,"Fixed a crash that occurred when user attempted to download an edited PDF. #32512 (Also in 15, 16, 17)",
11101,Create app.md,0.6703262,"app.setApplicationMenu(),",
11102,Adding no-sandbox to non sandbox webcontents,0.78318954,Enabled sandboxing by default on WebContents which do not use Node or preloads. #30197 ,
11103,:shirt: fix lint warning,0.52127767,docs: fix bad link in notifications tut. #19395 ,
11104,:art: Use leave-full-screen event instead of setTimeout(),0.7725202,  leave-full-screen events for BrowserWindow,
11105,:art: Reuse existing function,0.5526562,Replaced custom function with Object.values(). #11836,
11106,remove unused includes,0.74848354,Removed/Deprecated,
11107,use lowercase for optional annotation,0.45880526,Added optional parameter to specify monospaced font types for macOS tray titles. #25059 ,
11108,Merge pull request #9750 from electron/path-csd-props,0.51996344,  backwards-compatibility but will be removed in Electron 2.0. #7952,
11109,Merge pull request #9721 from brianfajardo/patch-1,0.58873963,fix: ability to fetch separators by id. #15299 ,
11110,add integer note to each parameter,0.5042172,Add ability to set arbitrary arguments in a renderer process. #11850,
11111,Merge pull request #9733 from qazbnm456/patch-1,0.56319183,fix: ability to fetch separators by id. #15299 ,
11112,Make clearStorageData options object's property optional,0.62263095,Deprecated the options argument to session.clearAuthCache. #18131,
11113,Add 'All Files (.)' filter for  file dialog,0.82269496,- Fix the filters of file dialogs including other types of files.,
11114,Don't mutate the accelerator character wuth the shift key if it's a number,0.6384698,Allow numpad keys to be used as accelerators. #15689,
11115,Merge pull request #9739 from electron/inspect_flag_fork_patch,0.55379665,chore: bump node to get hotfix https://github.com/electron/node/pull/97. #17592 ,
11116,Add initial spec for ELECTRON_RUN_AS_NODE with --inspect-brk,0.7061825,- Add ELECTRON_RUN_AS_NODE environment variable.,
11117,app: add support for inspect/inspect-brk in forked node process,0.58353335,Added support for debugging the main process using --inspect and,
11118,Merge pull request #9738 from electron/upgrade-crashpad,0.60334986,Fixed crash while exiting Electron after using the Web Serial API. #25969 ,
11119,Upgrade crashpad for http status fix,0.66921866,- Fix crash when sending http request.,
11120,Use Buffer.from instead of deprecated new Buffer,0.7590182,- Fix using Buffer created with external native C buffer.,
11121,"Add ""New Tab"" button for Native macOS Tabs",0.8322541,"Added new roles for macOS native tab menu items. #9086, #10064",
11122,use latest standard-markdown,0.52420706,"Fixed for narrowing conversion warnings, minor style change. #10609",
11123,remove blank lines,0.5017375,"Fixed black border around the page after resizing is disabled. #31080 (Also in 13, 14, 15)",
11124,use new Buffer.from,0.7586644,- Fix using Buffer created with external native C buffer.,
11125,fix typo in jp docs,0.6182373,Fix documentation tyop. #14477 ,
11126,Merge pull request #9716 from dakira/fix-9046,0.5421207,fix: ability to fetch separators by id. #15299 ,
11127,use includes instead of indexOf,0.64441884,- The Menu object now stores its items by their indexes.,
11128,Update rectangle.md (issue #9552),0.58071864,New guide for implementing updates. #10251,
11129,Merge pull request #9706 from KagamiChan/master,0.54821384,Ensures that requestMediaKeySystemAccess eventually resolves / rejects. #34891 (Also in 19),
11130,add tray icon workaround for newer Ubuntu releases (fixes #9046),0.82296944,- Fix tray icon not showing.,
11131,lint error,0.5921154,Fixed linting after shell rename. 56930338,
11132,Lint error,0.56269765,Fixed linting after shell rename. 56930338,
11133,Indentation,0.5045793,Features,
11134,enable-mixed-sandbox option,0.810356,"Mixed-sandbox mode is now enabled by default. enableMixedSandbox and the --enable-mixed-sandbox command-line switch still exist for compatibility, but are deprecated and have no effect. #15894",
11135,Merge pull request #262 from electron-userland/ts-1-7-3,0.54913616,"Fixed: If a custom Electron build contains an electron.d.ts file, it is now being used. #33979 (Also in 20, 21)",
11136,Update to Electron v1.7.3,0.8124217,  after the time of the Electron release. Electron versions 1.4.0 - 1.4.11 are,
11137,Add electron.d.ts@1.7.3,0.73442614,"Fixed: If a custom Electron build contains an electron.d.ts file, it is now being used. #33979 (Also in 20, 21)",
11138,Bump v1.7.3,0.8603066,- Bump version number to 1.0.0.,
11139,Merge pull request #9703 from electron/patch-cookies-docs,0.6184193,The Cookie header is now settable on requests made using Electron's net,
11140,link to cookie structure,0.74264485,Added a sameSite property to the Cookie structure allowing you to get and set the same site policy for cookies. #22789,
11141,add peak working set size comment,0.5769009,- Fix setting maximum/minimum size overriding minimum/maximum size. #6455,
11142,Merge pull request #9704 from electron/upgrade-libcc-gpu-fix,0.5546823,Added missing support for ELECTRON_DEFAULT_ERROR_MODE in the GPU process. #17728,
11143,Upgrade to electron/libchromiumcontent@3d692b2280,0.71984243,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
11144,Merge pull request #9694 from yuit/FixLinkToThaiDoc,0.5870902,Fixed crash when using getWebPreferences api with devtools webContents. #12254 ,
11145,Fix typings for cookies.get,0.72984016,Fixed a bug that made all cookies non persistent.  One-line Change Summary Here. #15836,
11146,:art: lint fix,0.55023235,Fixed linting after shell rename. 56930338,
11147,add zoom behaviour code from chromium and make pdf viewer use manual zoom behaviour to match chromium,0.7590257,Enabled support for new Chromium experimental PDF viewer UI. #26010 ,
11148,pass ref part of url to allow #page= for pdf viewer,0.69104815,Enable pdf viewer. 0e318260,
11149,:art:,0.44346923,Documentation,
11150,:memo: [ci skip] Fix link to Thai documentation,0.51634085,fix: read ignoreMenuShortcuts per WebContents. #14538 ,
11151,:apple: Fix an issue where alwaysOnTop window disappears when restored from the application icon,0.7175963,- Fix the application menu bar disappearing after hiding and showing the window.,
11152,Merge pull request #9599 from electron/fix-type-defs,0.5753484,Fixed an issue where Electron could not use the version of ffmpeg that,
11153,Merge pull request #9687 from electron/fix-custom-window-button-view,0.58817846,Fixed BrowserWindow.fromBrowserView throwing an error when there were multiple BrowserViews in a window. #26493 ,
11154,Simplify custom window button positioning,0.78099394,- Show minimize button for unresizable window.,
11155,Merge pull request #9178 from electron/visibilitystate,0.57742685,  backwards-compatibility but will be removed in Electron 2.0. #7952,
11156,Guard against null window like before,0.6841574,"Fixed unsubscribe from observers when window is closing. #25585 (Also in 9, 10)",
11157,Disable minimize spec on Linux CI,0.59912753,- Feature compelete on Linux.,
11158,Add visibilitystate test for showInactive,0.68596506,Fixed several cases where document.visibilityState would be incorrect.  The win.show() and win.hide() methods now correctly update visibility state. #20134,
11159,Add separate specs for hide/show/minimize visibilitychange events,0.6524755,- Add show and hide events to BrowserWindow.,
11160,Mention document.hidden in spec description,0.66989225,"Fixed an issue where document.hidden, document.visibilityState, and the",
11161,Remove unnecessary if check,0.54119337,- Suppress CFAllocator warning.,
11162,Remove unused constant,0.54307795,Removed/Deprecated,
11163,Rename SemaphoreView to CustomWindowButtonView,0.7567699,Made BrowserWindow.setWindowButtonVisibility work for window with customButtonsOnHover titlebar style. #27073,
11164,Let Chromium manage document.visibilityState and document.hidden,0.6840131,"Fixed an issue where document.hidden, document.visibilityState, and the",
11165,Merge pull request #9686 from awaigand/patch-2,0.5932733,"Fixed webRequest API not working with WebSockets. #22040 (Also in 8, 9)",
11166,:memo: Fixed typo,0.59475493,Fixed spelling errors. #21915,
11167,Merge pull request #9682 from electron/release-detection,0.5903543,Fixed crash while exiting Electron after using the Web Serial API. #25969 ,
11168,Rebuild test modules when configuration starts with R,0.5481188,Enable easy rebuild of native modules for unreleased electron. #12260,
11169,Merge pull request #9468 from tonyganch/9296-history-state,0.52339166,fix: ability to fetch separators by id. #15299 ,
11170,Load URL after registering listener,0.6086546,- Add options to specify httpReferer and userAgent for WebContents.loadUrl.,
11171,Move pushState spec chromium-spec with other history specs,0.57272935,Updated Chromium to 80.0.3987.75. #21932,
11172,Merge pull request #8958 from mst128256/8730,0.60382193,fix: ability to fetch separators by id. #15299 ,
11173,Autorelease semaphore view,0.6132971,- Fix ses.enableNetworkEmulation not working with default options. #6935,
11174,Mention customButtonsOnHover is for frameless windows,0.792706,Made BrowserWindow.setWindowButtonVisibility work for window with customButtonsOnHover titlebar style. #27073,
11175,Doc customButtonsOnHover in frameless window guide,0.7604792,Made BrowserWindow.setWindowButtonVisibility work for window with customButtonsOnHover titlebar style. #27073,
11176,Add back hidden-inset as a deprecated option,0.6305047,- Add support for auto-hide menu bars.,
11177,Update docs to use hiddenInset,0.7103293,- Add API to hide and show doc icon.,
11178,Add TODO for hidden-inset deprecation,0.54963124,- Add API to show devtools for ,
11179,Remove unused customWindowButtons switch,0.7145509,- Fix minimize button not usable when resizable is not specified.,
11180,Autorelease tracking area,0.58194065,Added support for changing the tracking mode of TouchBarSegmentedControl,
11181,Switch to titleBarStyle for custom window buttons on hover,0.83741033,Made BrowserWindow.setWindowButtonVisibility work for window with customButtonsOnHover titlebar style. #27073,
11182,:art:,0.44346923,Documentation,
11183,Document customWindowButtons option,0.7903427,Added an experimental customButtonsOnHover setting to the BrowserWindow,
11184,Declare mouse inside variable in interface,0.5245992,"Added support to forward mouse events via win.setIgnoreMouseEvents(ignore[, options]). #10183",
11185,Make custom window buttons an option,0.7847184,Added an experimental customButtonsOnHover setting to the BrowserWindow,
11186,:art: Minor formatting tweaks,0.6500927,"Fixed for narrowing conversion warnings, minor style change. #10609",
11187,Removed commented code,0.5624572,Added removeInsertedCSS() to webFrame / webContents / . #16579,
11188,Area near the top border in frameless window is clickable,0.72622514,"Fixed maximizing frameless windows by double-clicking on a draggable (title bar) region. #33449 (Also in 16, 17, 18)",
11189,Merge pull request #9572 from shubham2892/api-height-menubar-macos,0.52160656,30851 - api/webview-tag,
11190,:art:,0.44346923,Documentation,
11191,Merge pull request #9674 from electron/revert_8724,0.554865,Fixed crash while exiting Electron after using the Web Serial API. #25969 ,
11192,Merge pull request #9615 from rajatsingla28/web,0.5731829,- Add downloadItem.getSavePath() API. #6629,
11193,Minor updates to focus note,0.68930626,Minor documentation updates and fixes. #13856,
11194,Merge pull request #9667 from solinium/master,0.5368869,fix: ability to fetch separators by id. #15299 ,
11195,Merge pull request #9657 from electron/menu-docs-patch,0.5733483,- Fix the remote devtools page not loading in Electron. #6707,
11196,:art:,0.44346923,Documentation,
11197,"Revert ""Merge pull request #8724 from electron/defer_load_url""",0.60442567,- Fix the remote devtools page not loading in Electron. #6707,
11198,:white_check_mark: Add test for Windows fullscreen state toggle. Fix #6036,0.6588107,Fixed a bug where sometimes a ~10px white border would be added to fullscreen windows on Windows. #19944,
11199,change request version,0.5837575,API Change:,
11200,Docs: Add requirement for webContents.sendInputEvent() to work.,0.8275764,- Add sendInputEvent method for WebContents and  tag.,
11201,:art: Add documentation,0.6728914,Documentation,
11202,:art:code structure fix,0.5708349,Fixed an issue where contextBridge might incorrectly try to serialize some WebAssembly objects. #27518 ,
11203,Update menu.md,0.6755011,- Various fixes on menus.,
11204,Merge pull request #255 from jpiepkow/master,0.5291196,fix: natively implement LoginItem functions (backport: 2-0-x). #15139 ,
11205,Update README.md,0.63554096,Updates,
11206,fix lint error,0.6164268,Fixed linting after shell rename. 56930338,
11207,Enable sandbox on webview,0.90256476,Enable webview in sandbox renderer #13539,
11208,:checkered_flag: Fix #6036. Ensure window is visible after fullscreen toggle,0.7796212,- Fix fullscreen flag of BrowserWindow not working.,
11209,Merge pull request #9640 from electron/bump-ts,0.5899588,Bump electron-typescript-definitions requirement to 1.2.10 or higher. #11048,
11210,Merge pull request #9636 from electron/typescript-fixes,0.62655675,Fixed several issues with the electron.d.ts TypeScript definition file. https://github.com/electron/electron/pull/9484,
11211,bump ts linter with fixes for numeric keys,0.6549015,Added caps lock and numlock as keyboard accelerator modifiers. #16725,
11212,add typescript to the linting mix,0.62234324,Improved typescript bindings. #14137,
11213,Add return type to systemPreferences.isAeroGlassEnabled(),0.71037614,- Add systemPreferences.isSwipeTrackingFromScrollEventsEnabled() API. #6686,
11214,Merge pull request #9634 from electron/assert-fail,0.6307468,Fixed crash while exiting Electron after using the Web Serial API. #25969 ,
11215,Use assert.fail for unexpected values,0.5911526,fix: do not print an error for an expected condition (#15991). #16000 ,
11216,Merge pull request #9623 from miniak/gpu-info,0.5176437,- Fix crash when LSUIElement is added to main bundle's Info.plist.,
11217,Run getGPUFeatureStatus spec on all platforms,0.65825844,Added app.getGPUInfo(). #13486,
11218,Merge pull request #9630 from electron/cifratila/bump-node-version,0.6059237,chore: bump node to get hotfix https://github.com/electron/node/pull/97. #17592 ,
11219,Merge pull request #9627 from electron/remove-empty-grit-file,0.5443465,- Fix Delete not working as accelerator. #6168,
11220,Merge pull request #9269 from electron/main-notifications,0.5931684,"Doing require('electron/*') where * is not one of main, common or renderer no longer resolves with the built-in electron module. #35915 ",
11221,Bump Node.JS version in .node-version,0.80251163,- Update to Node.js v4.1.0.,
11222,Remove test code,0.596143,Fixed unicode test. #11774,
11223,Coding style fixes,0.6935785,"Fixed for narrowing conversion warnings, minor style change. #10609",
11224,Remove unused generated_resources.h file,0.54937696,Removed unneeded pyproto files from release archives. #15398,
11225,:art: code structure fix,0.5843367,- Fix generating symbols.,
11226,:art: :white_check_mark: code comments and test for getMenuBarHeight function,0.5644721,- Add inspectElement method for  tag.,
11227,Use base::DictionaryValue converter,0.5875608,"- Add support for array and dictionary types in systemPreferences.getUserDefault(key, type) API. #5833",
11228,Add initial getGPUFeatureStatus spec,0.69595957,Added a app.getGPUFeatureStatus() API that returns the information,
11229,Add app.getGPUFeatureStatus,0.8375155,Added a app.getGPUFeatureStatus() API that returns the information,
11230,Merge pull request #9589 from electron/rebuild-before-specs,0.61763304,  backwards-compatibility but will be removed in Electron 2.0. #7952,
11231,Remove unused function,0.6329845,Removed/Deprecated,
11232,DRY up logic to check if native modules should be loaded,0.6408336,Fixed compilation error for native modules building with VS 2015. #21960,
11233,Add separate run script just to rebuild test modules,0.5473324,- Fix exception when using remote module in preload script.,
11234,Add missing update_node_modules import,0.75357175,Fixed import of unpacked node modules. #26750 (Also in 11),
11235,Add missing safe_mkdir import,0.5921683,Fixed a potential crash when importing media files or custom file types. #31883 (Also in 17),
11236,Rebuild native modules used in specs on each CI run,0.60511243,- Add original-fs module,
11237,Only rebuild test modules on non-Windows or release builds,0.56511927,29342 - development/build-instructions-windows,
11238,Add option to rebuild test modules before running,0.6332737,- Add original-fs module,
11239,Rebuild modules after installing,0.64375603,- Add original-fs module,
11240,Allow headers directory to be specified on cli,0.55338365,- Fix . being appended to filename when setting path in save dialog without extension.,
11241,Move npm helpers to lib/util,0.5590261,- Load libnotify dynamically instead of linking with the library.,
11242,Don't build helpers or rebuild modules during bootstrap,0.6471027,Fixed build_debug_libccargument on bootstrap. #11927 ,
11243,Parse args in test.py,0.4840204,Fixed unicode test. #11774,
11244,Merge pull request #9591 from electron/remove-runas,0.5702938,  backwards-compatibility but will be removed in Electron 2.0. #7952,
11245,Remove runas and code no longer using it,0.6021221,- Remove deprecated APIs. #5373,
11246,Fix reference typed reply placeholder,0.56377953,- Fix referrer not sent for navigations.,
11247,Fix linting errors and add isSupported,0.59902143,Fixed linting after shell rename. 56930338,
11248,Fix linting issues,0.65941447,Fixed linting after shell rename. 56930338,
11249,Update implementation as per feedback,0.6671475,New guide for implementing updates. #10251,
11250,Docs : Add requirement for 'webContents.sendInputEvent()` to work.,0.8284327,- Add sendInputEvent method for WebContents and  tag.,
11251,Docs: Add BrowserWindow needs to be focused for webContents.sendInputEvent() to work.,0.76036286,- Add BrowserWindow.isDevToolsFocused API.,
11252,Emit a close event,0.5550053,  emitted events. #9113,
11253,Fix compilation and click events on macOS,0.743795,Fixed an issue with click events not being emitted on macOS for Trays with context menus set. #24239,
11254,Remove OS specific implementations,0.5839089,- Fix application termination on OS X.,
11255,Use NotificationPresenter - macOS,0.82613444,Allow for MacOS notifications to be immediately delivered. #16060,
11256,Merge pull request #9535 from brenca/datalist-element,0.608125,Fix rendering of datalist elements. #10510,
11257,:apple: Fix incorrect extension when filters is used,0.65706336,Fixed missing extension when saving a file without filters #10586,
11258,remove electron prefix,0.6186899,  setZoomLevelLimits will be completely removed in Electron 2.0.  #8041,
11259,Add Electron prefixes.,0.68465173,- Atom Shell is renamed to Electron.,
11260,Type definitions for getCPUUsage / getIOCounters,0.6691108,Added process.getCPUUsage() and process.getIOCounters() APIs. #9373,
11261,Merge pull request #9602 from electron/missing-return-types,0.5522796,Fixed crash while exiting Electron after using the Web Serial API. #25969 ,
11262,Add backticks to Object,0.58669865,Added contents.getBackgroundThrottling() method and contents.backgroundThrottling property. #21036,
11263,Add backticks around return types,0.5231512,Improved typescript bindings. #14137,
11264,Update to Electron v1.7.2,0.8205638,  after the time of the Electron release. Electron versions 1.4.0 - 1.4.11 are,
11265,Bump v1.7.2,0.8636217,- Bump version number to 1.0.0.,
11266,Remove options to appease typescript definitions,0.6667234,"Switched to a new TypeScript Definitions generator, which generates more precise definitions. If your TypeScript build fails, this is the likely cause. #18103",
11267,Mark deviceName as optional,0.6904704,Added support for specifying a deviceName to webContents.print. #8596,
11268,Merge pull request #259 from electron-userland/typescript-1-7-2,0.6002049,Bump electron-typescript-definitions requirement to 1.2.10 or higher. #11048,
11269,Upgrade typescript file to 1.7.2,0.6272967,"Switched to a new TypeScript Definitions generator, which generates more precise definitions. If your TypeScript build fails, this is the likely cause. #18103",
11270,Merge pull request #9568 from electron/webview-native-window-open,0.6324777,  window's webContents.reloadIgnoringCache method. #8570,
11271,Only assert GPU process on macOS,0.59253573,Fix flicker on Macs when the GPU is under heavy load. #13896 ,
11272,Add cross-origin frame webview spec,0.69368935,Renderer processes hosting cross-origin frames are now sandboxed unless the parent BrowserWindow enables nodeIntegrationInSubFrames. #18650,
11273,Add spec for cross-origin blockage,0.5133521,"Revert ""FIXME: disable isCurrentlyAudible test to unblock merge"". #15083 ",
11274,web-preferences -> webPreferences,0.708351,  have been moved to web-preferences option.,
11275,Add spec for native window.open from iframe,0.7517122,docs: specify BrowserWindow features passable to window.open. #14701 ,
11276,Add webview example to nativeWindowOpen docs,0.7393811,Refactored NativeWindow (Part 13): Add View and WebContentsView APIs. #12858 ,
11277,Add comment about CreateNewGuestWindow origins,0.6716384,"Added webFrameMain.origin. #35438 (Also in 19, 20, 21)",
11278,Add comment about disablePopups setting,0.68275774,Added disableDialogs option to WebPreferences. #22665,
11279,Fix typo in option name,0.5546236,- Fix resizable option not working.,
11280,Return null from native window.open when allowpopups is unset,0.9151079,window.open() not returning null when allowpopups is not set. #18798,
11281,Add failing spec for native window.open returning null without allowpopups,0.8484801,window.open() not returning null when allowpopups is not set. #18797,
11282,:art:,0.44346923,Documentation,
11283,Add tests for more nativeWindowOpen events,0.6993038,  nativeWindowOpen options. #9972,
11284,Set allowpopups attribute in nativeWindow open specs,0.7128083,- Add BrowserWindow.setAspectRatio API.,
11285,Co-locate nativeWindowOpen specs,0.71248305,Added workaround for nativeWindowOpen hang. #22749,
11286,Only forward events when nativeWindowOpen is set,0.69562066,  nativeWindowOpen options. #9972,
11287,Add new-window  spec with nativeWindowOpen,0.7752785,  the nativeWindowOpen option. #9568,
11288,Add same domain webview nativeWindowOpen spec,0.79867864,Refactored NativeWindow (Part 13): Add View and WebContentsView APIs. #12858 ,
11289,Implement BrowserPluginGuestDelegate::CreateNewGuestWindow for nativeWindowOpen,0.8666871,- Add BrowserWindow.getNativeWindowHandle() API.,
11290,Add failing  with nativeWindowOpen spec,0.7648876,Added workaround for nativeWindowOpen hang. #21497,
11291,Merge pull request #9597 from electron/revert-9358,0.5544759,  backwards-compatibility but will be removed in Electron 2.0. #7952,
11292,"Revert ""protocol: use streaming interface between fetcher and requestjob""",0.7188036,- Add protocol.RequestBufferJob.,
11293,Merge pull request #9596 from electron/beta-release-by-default,0.5588229,"This release is published to npm under the beta tag and can be installed via npm install electron@beta, or npm i electron@9.0.0-beta.15.",
11294,Merge pull request #9486 from electron/child-observer,0.5346633,"Doing require('electron/*') where * is not one of main, common or renderer no longer resolves with the built-in electron module. #35915 ",
11295,:art:,0.44346923,Documentation,
11296,Don't assert GPU process on Linux,0.68564385,Disabled GPU acceleration on VMware on Linux. #35185 ,
11297,Create prereleases by default,0.59447783,- Add support for preload modules (--require) in the default app.,
11298,Store process type as int,0.50637794,Added a app.getAppMemoryInfo() API with memory details for each process,
11299,Fix typos in ProcessMetric doc,0.6381091,Fix documentation tyop. #14477 ,
11300,:art:,0.44346923,Documentation,
11301,Remove crashed render processes from metrics,0.66648877,Added new render-process-gone event on app to replace the renderer-process-crashed event. #24314,
11302,:art: Minor formatting/doc changes,0.6507814,docs: add Size as an option for pageSize in docs for printToPDF. #15525 ,
11303,Merge pull request #9592 from electron/upgrade-libcc-wheel,0.63980615,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
11304,Upgrade to libchromiumcontent@94c5817,0.6575668,Updated Chromium to 96.0.4664.110. #32123 ,
11305,move popup related code to nativewindow,0.72666687,Fixed popup.location. setters when nativeWindowOpen is disabled. #19494,
11306,Merge pull request #9570 from electron/re-enable-crash-reporter-specs,0.6249137,Fixed crash when quitting Electron with an inspector attached. #18077,
11307,Enable crash reporter specs on Linux CI,0.698343,Added support for the 'compress' option of crashReporter on Linux. #23597 ,
11308,Merge pull request #9590 from electron/add-pre-cibuild,0.5814701,"Doing require('electron/*') where * is not one of main, common or renderer no longer resolves with the built-in electron module. #35915 ",
11309,Enable LIMIT_OUTPUT_IGNORE_SEGFAULTS on Linux CI,0.54491013,Fixed ses.setCertificateVerifyProc canceling requests in unrelated sessions. #26517 ,
11310,Use last selected directory when using default file name in dialog.showSaveDialog(),0.8647009,dialog.showSaveDialog now shows the last selected directory when the,
11311,Update to Electron v1.6.11,0.8271177,  after the time of the Electron release. Electron versions 1.4.0 - 1.4.11 are,
11312,Merge pull request #9582 from EnterTheNameHere/patch-1,0.6019813,fix: natively implement LoginItem functions (backport: 2-0-x). #15139 ,
11313,Merge pull request #9579 from electron/link-with-cups-on-mac,0.50395614,"Fixed warning about duplicate WebSwapCGLLayer symbols when Electron starts on macOS. #35961 (Also in 21, 22, 23)",
11314,Update webview-tag.md,0.75450236,Documentation update: fixed links to webview.md. #13370 ,
11315,Fixing indentations,0.62513304,Fixes,
11316,Using process handle from RenderProcessHost,0.68117857,Expose several process object APIs to sandboxed renderers. #13505,
11317,Remove .only,0.6940897,Removed/Deprecated,
11318,Adding deprecations,0.68954533,Additions,
11319,revert mistaken added brightray,0.56240666,Merged code in brightray into atom. #15240,
11320,Adding CPU & Memory metrics for App,0.7886275,Added a new app.getAppMetrics() API that returns the memory and CPU,
11321,Merge pull request #9580 from rajatsingla28/staging,0.57376194,Ensures that requestMediaKeySystemAccess eventually resolves / rejects. #34891 (Also in 19),
11322,Docs: Remove optional parameter for removeAllListeners.,0.61134404,"Improved removeRemoteListenersAndLogWarning. #12975, #12998",
11323,Add -lcups on mac,0.707139,Mac,
11324,Merge pull request #9547 from electron/jessie-sysroot,0.5382347,Fixed crash while exiting Electron after using the Web Serial API. #25969 ,
11325,:art: Fix documentation,0.61948854,Fix documentation tyop. #14477 ,
11326,Add mac_os tag to documentation,0.7067503,Added a MenuItem.toolTip property macOS. #19099,
11327,Add API to get top bar height on macOS,0.6023507,Added height option for Windows Control Overlay. #32939 ,
11328,Remove page url check in history.pushState,0.6497433,- Fix wrong judge on in-page navigation when history.replaceState is used. #7175,
11329,Add test for #9468,0.7486161,Fixed unicode test. #11774,
11330,switched to the more standard approach in this file,0.5856174,Added labels for common accept file types #10015,
11331,added force option in electron-download.,0.5955594,Electron's V8 headers can now be downloaded from https://atom.io/download/electron,
11332,Merge pull request #9557 from electron/upgrade-libcc,0.5842364,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
11333,Upgrade to electron/libchromiumcontent@93c2e1877e2,0.7305772,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
11334,various fixes for macos,0.6247342,Fixed macos Full Screen Toggle menu item label. #11633,
11335,Link with correct targets in toolchain.gypi,0.5653218,"Generate valid config.gypi file in Node.js headers. #31443 (Also in 15, 16)",
11336,"Revert ""Don't run tests on Janky CI""",0.53357124,Fixed CI test failures. #11944 ,
11337,Only build against Jessie for arm64 arch,0.6284628,Added arm64 builds. #10219,
11338,Merge pull request #9507 from rreimann/pdf-plugins-preference,0.56673396,Fixed issue allowing bundles to be selected in  open file. #13277 ,
