Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
2953,copy array instead of constantly reversing it,0.51270443,940a0d0 [changed] use Object.assign instead of copyProperties,,0
2954,Merge pull request #3678 from reactjs/fix-browserstack,0.6091194,import BrowserRouter from 'react-router-dom/BrowserRouter';,,0
2955,es6 “export from” isn’t working I guess,0.6872827,Minor: Move ES module build back to es6/ to avoid breaking people who were incorrectly importing from react-router/es6 (#3334),,0
2956,Reveal changes in Link to prop in migration guide (#5358),0.6206304,"<Link to=""link {/ Client-side navigation /}",,0
2957,sorry...,0.5351614,"OK, I'm done for a bit... 😬 ",,0
2958,Minor fix in example: remove unused argument,0.6418033,Remove an extraneous  sometimes added by ,,0
2959,Version 0.13.0,0.7617512,// v0.13.x,,1
2960,remove website,0.6960726,Remove the entire website application from the npm package (@timdorr in a5e05f7),wasn’t rendering in safari anymore elements heights weren’t bound by the window   anymore,0
2961,fix: Only show dev info to devs  (#9962),0.54773986,Fix warnings caused by React Dev Tools #2803,"onChange was not being passed on to History, so we weren’t able to control it anymore",0
2962,docs: fixing routes for example (#8189),0.70863754,cd2087d [added] default handler to routes,,1
2963,removed old docs,0.63263917,Several docs improvements - #6410 (thanks @justsml),,0
2964,remove old DefaultRoute tests,0.65693766,Removed all traces of the deprecated componentWillMount and componentWillReceiveProps,Update .gitignore,0
2965,Explicit error on  outside  (#4939),0.6347513,        errorElement={}>,,0
2966,Update auth-flow example to use transition hooks,0.6021006,Pass transition hook's arguments correctly (#4123 by @arkist),,0
2967,Fix v1.0.1 link in Changelog,0.84195703,Full Changelog: link,,1
2968,Merge pull request #287 from rickharrison/transition-replace,0.604769,3787179 [changed] Transition retry now uses replaceWith.,,0
2969,dynamic segments,0.6220585,Optional Static Segment Example,Improve copyediting on createMemoryHistory docs,0
2970,Skip scrolling test for now,0.57766837,6192285 [added]  to opt out of scroll behavior for itself and descendants,,0
2971,Add tests for warnings in ,0.61162484,:warning: IMPORTANT :warning:,"While developing a widget which is meant to be embedded into websites via an iframe, we noticed history taking over the parent page’s back/forward button (not a bug, just the way browser history works). We were able to isolate the routing to the widget by using memoryHistory. This PR just adds a tiny note that createMemoryHistory can be useful for a case like that.",0
2972,random docs stuff,0.5621802,You can also check out the docs here and here.,Add docs for function to on ,0
2973,Merge pull request #2494 from taion/update-readme,0.50603604,Fix requests sent to revalidating loaders so they reflect a GET request (#9660),,0
2974,Better log output in build & test scripts,0.61251575,Improved testing infrastructure to improve developer workflow,,0
2975,Make react-router a regular dep of rrd and rrn,0.7700492,Made react-router a regular dependency of react-router-dom and react-router-native,,1
2976,switch to hardware accelerated animations,0.5790676,Rendering,Fix lint issue in test against new ESLint,0
2977,Use ES6 notation for Match static methods,0.5369246,Support uppercase  and useSubmit method values (#9664),,0
2978,[fixed] Ignore falsy routes,0.89289045,84056ba [fixed] Ignore falsy routes,,1
2979,chore: Update version for release (#9786),0.5737384,Updates,,0
2980,add nav to API docs,0.62692857,Note: You can always abstract over this feature in a custom NavLink if you prefer the old v5 API.,,0
2981,Fix usage of onEnter function,0.7547879,  onLeave={() => {}},,1
2982,Merge pull request #185 from ustun/typos,0.48213163,GET forms now expose a submission on the loading navigation (#9695),Run CI against new React release,0
2983,remove HistoryRouter,0.7367207,Remove direct history dependency (@mjackson in a603eaa),,1
2984,Run tests on master and 1.0.x,0.526406,// v1.0,Fix BrowserStack config,0
2985,Pass key on named components to createElement,0.5990262,const componentRoutes = createRoutesFromElements(,Tweak goBack docs a bit,0
2986,remove old tests covered in StaticRouter tests,0.615097,Use use a _resetModuleScope singleton for our tests,,0
2987,Update scroll-restoration.md (#5532),0.7099303,5fe6c08 [changed] Don't update scroll if only query has changed,,1
2988,feat: add comment,0.64403915,Add  and ,Add instruction on navigating back to previous page,0
2989,fix(docs only): verbiage fixes in Getting Started docs (#8462),0.5896631,Docs,,0
2990,don't skip scroll tests cause they pass,0.570289,6192285 [added]  to opt out of scroll behavior for itself and descendants,Improve syntax highlighting in docs,0
2991,Fix ActiveState example in docs,0.63057554,ActiveState mixin isActive,I have been searching in the tutorials and guides but unable to find the instruction on how to navigate back to the previous page. I hope this addition will help more users.,0
2992,Merge branch 'dev',0.51187557,Development for v6 has switched from dev to the main branch.,,0
2993,Move address-book.js => app.js,0.49872887,8d30552 [changed] README to make use of activeRoute clearer in JSX.,,0
2994,[added] Route/Match classes,0.8515069,c5a24a5 [added] Route/Match classes,,1
2995,Version 6.2.0,0.7883259,0.6.x ,,1
2996,ci(release): fix find_package_version output (#10057),0.57764316,Updated dependencies [c3406eb9],,0
2997,added basic Router tests,0.721692,- Feature: Add router to props for route components (#3486),,1
2998,Fix example in README.md,0.4960664,Perform in-page data loads and mutations with useFetcher(),Add an example on how to use the onEnter callback,0
2999,fix(useParams): fix issue with useParams reading from null object (#6940),0.9574917,Fix issue with useParams reading from null object (#6940),,1
3000,Use es2015-loose Babel preset,0.6207589,Minor: Upgrade to Babel 6 (#3362),,0
3001,use exact versions in package.json,0.61208403,Re-add module entry to package.json,,0
3002,Prompt doc: add example message returns true (#5940),0.53729326,Fix generatePath incorrectly applying parameters in some cases (#10078),,0
3003,Point users away from issue tracker for support,0.5161667,Respect preventScrollReset on  (#9963),This change adds an example on how to use the onEnter callback to redirect a user to another page.,0
3004,Use -p webpack option,0.58703834,- Chore: Add module entry point for webpack 2 (#3672),Updates links to old docs in README,0
3005,Build the next branch,0.47888336,"While the focus of this project is shifting towards the component-based v4, this branch will be maintained indefinitely!",,0
3006,Add version + publish scripts to package.json,0.7294127,Re-add module entry to package.json,,1
3007,chore: Update version for release (pre) (#9490),0.59665567,Released! No code changes from 4.0.0-beta.8,,0
3008,docs(readme): Change links to full path (#10272),0.60427165,Full Changelog: link,,0
3009,Update tutorial.md (#10113),0.6211992,Updated the contributing guide,,0
3010,Merge pull request #2717 from acjay/master,0.48952582,8562482 [added] ActiveState mixin,,0
3011,fix changeset to minor,0.6687417,Minor Changes,,0
3012,Merge pull request #1787 from chentsulin/patch-1,0.5502155,react-router-dom-v5-compat - Fix SSR useLayoutEffect console.error when using CompatRouter (#9820),,0
3013,Add missing return values,0.6292155,  return data;,Remove deprecated propTypes,0
3014,Add missing package.json fields,0.76802444,Re-add module entry to package.json,,1
3015,Merge pull request #3239 from sampeka/update-docs,0.5355157,fix: Handle fetcher 404s as normal boundary errors (#9015),,0
3016,Add Advanced Guides index,0.6638584,Updated the contributing guide,,0
3017,Version 1.0.1,0.8436706,// v1.0,,1
3018,Remove getQueryParams(),0.6991932,  this.getActiveParams();,,0
3019,Merge pull request #3011 from taion/fix-introduction-query-grammar,0.51362497,90cd750 [fixed] Call all transition hooks on query changes,This doesn't change any behavior. It just syncs up the logic to the latest that I have elsewhere.,0
3020,Add getActiveRoute,0.85158336,  this.getActiveRoutes();,Fix links to history repo,1
3021,Update Prettier settings,0.6150273,Updates,,0
3022,Add  test for pathless s,0.532075,Path Matching,Fix my mistakes in test setup Update dependencies,0
3023,Update API doc,0.66453916,Modified APIs,,0
3024,docs: fix faq link,0.6513351,f5d4f36 [fixed] Docs Update,,0
3025,wip async-data,0.6286861,Improve support for server rendering async routes #2883,,0
3026,Note about React DevTools being a poopy head :poop:,0.49749857,React 0.12,,0
3027,Merge pull request #3427 from reactjs/scroll-behavior-docs,0.5470217,let html = ReactDOMServer.renderToString(,,0
3028,more doc updates,0.7609011,Docs,,1
3029,Update migration guide notes on relative links,0.66833127,Relative routes and links,,0
3030,added codepen boilerplate,0.53930604,bb066b8 [added] Browser build script,,0
3031,Merge branch 'release-6.4.3',0.5090703,Warning: This release breaks compatibility with 6.0.0-alpha.4,,0
3032,"fix(router): ""hard"" redirect to different paths on the same origin if redirect location does not contain basename (#10076)",0.8354924,Correctly perform a hard redirect for same-origin absolute URLs outside of the router basename (#10076),,1
3033,Tweak project-level copy a bit (#3337),0.5048771,940a0d0 [changed] use Object.assign instead of copyProperties,,0
3034,updated link tests and they are smokin',0.62052673,NavLink tests (#4421 by @pshrmn),Only warn if  was actually given (it's controlled) and there is no onChange handler.,0
3035,Merge branch 'next',0.39183623,/multistep,,0
3036,Update overview.md (#8892),0.6955911,Updates,,0
3037,brush up examples,0.65016586,🧰 Examples,,0
3038,Small tweak to install docs,0.6803343,Several docs improvements - #6410 (thanks @justsml),Add prevState to leave hook args. Update docs. Fill in some missed tests.,0
3039,Syntax tweaks,0.61617255,Full Changes,,0
3040,Merge pull request #2868 from taion/rename-confirming-navigation-example,0.50582033,fix: rename resetScroll -> preventScrollReset (#9199),,0
3041,Update babel flags,0.5856249,    // specify future flags here,,0
3042,Capitalize node.buffer-option,0.4236936, now supports multiple child nodes when using react >= 16.0.,,0
3043,Use yarn workspaces instead of npm,0.4501385,Create your router with createMemoryRouter,,0
3044,Add v6 FAQ,0.6104201,"This note talks about how to refactor your code to avoid ""wrapping""  elements, which won't work in v6.",,0
3045,build: enable sub-pack babel config on website dir,0.6288011,Reduced install size and bundle size by switching to mini-create-react-context (992af48),This limits the scope of our public API and protects us from changes in the history library.,0
3046,fix controlled Router,0.76793903,router.,,1
3047,THATS WHAT I’M TALKING ABOUT,0.6981678,/>,,0
3048,Change path-to-regexp references to ^1.7.0 (#6117),0.70815873,Add missing path-to-regexp dependency,,1
3049,Remove initialPath,0.6074879,- Removed,"using html webpack plugin (simplifies the   github v. dev builds) updated webpack to include long-term caching,   uglifying, vendor bundle",0
3050,Merge pull request #987 from torarnek/master,0.48987192,fix: properly handle  submissions (#8984),,0
3051,fix bug with nested optional segments,0.877327,Fix issue with deeply nested optional segments (#9727),,1
3052,Added in everything we already knew about Link,0.64412695,link,And that sub-package tripped me up.,0
3053,Upgrade Jest and switch to jest-cirucs (#6427),0.4787674,Use Jest for testing (172dc16 by @mjackson),,0
3054,[added] IndexRedirect,0.79210424,ca9e3b7 [added] IndexRedirect,,1
3055,Add ESLint,0.576135,e028768 [added]  component,Fix issues with unknown props in docs and examples,0
3056,Fix broken Server Rendering docs link,0.67467797,"Fix rendering s on the server (see link, thanks @danpantry)",,0
3057,Fix files array,0.56735855,Fix missing dist files,,0
3058,fix lint issue anbd lint in CI (#10256),0.53955877,baf2257 [fixed] dist files,,0
3059,super tiny copy change (#5147),0.61361,Quick Version Note,,0
3060,More descriptive variable names,0.54941595,});,,0
3061,Move handling of params and location into createRouterObject,0.6987634,"- Feature: Add params, location, and routes to props injected by withRouter and to properties on context.router (#3444, #3446)",,0
3062,update package.json homepage,0.70092434,0a7298c [removed] browserify.transforms from package.json,,1
3063,Merge pull request #1345 from heebtob/master,0.56586874,ebf54ab [removed] Dependency on react/lib/merge,,0
3064,docs: fix guides links,0.61417884,Several docs improvements - #6410 (thanks @justsml),,0
3065,Add code of conduct,0.4954958,  }>,,0
3066,Update some docs and method names,0.6312699,Several docs improvements - #6410 (thanks @justsml),,0
3067,"ci: disable github action file annotations for eslint, tsc, and jest (#10399)",0.48186058,Bugfix: Remove unintentionally released code change (#3280),,0
3068,Updates for Remix on RR 6.4 (#9664),0.69119745,Update to latest @remix-run/web-fetch@4.3.3 (#10216),,0
3069,Merge remote-tracking branch 'ff/master',0.4409315,f8cb7f9 [changed] use Object.assign instead of merge,,0
3070,More explicit and opaque match context for Router,0.6634145,Revert to using context.router for everything since Relay uses context.route,Move deprecated sections of API reference to bottom Fix links to mjackson/history,0
3071,Merge branch 'dev' of github.com:remix-run/react-router into dev,0.6295145,createMemoryRouter/createBrowserRouter/createHashRouter used to live in @remix-run/router to prevent devs from needing to create their own history. These are now moved to react-router/react-router-dom and handle the RouteObject -> AgnosticRouteObject conversion.,,0
3072,add react as external,0.6879698,"  React.render(, el);",Don't check propTypes ahead of time,0
3073,no reason to have these in the changelog,0.6678045,Full Changelog,,0
3074,Fix linting error,0.53877306,Fix issues building with webpack + React 17 (#8938),Update LICENSE.md used React licensing format,0
3075,Add route matching docs,0.6905412,Path Matching,,0
3076,Merge branch 'accept-reactElement-in-getChildRoutes' of link into opichals-accept-reactElement-in-getChildRoutes,0.5603576, now supports multiple child nodes when using react >= 16.0.,,0
3077,Merge pull request #1336 from oliveiraa/master,0.50032645,Fix usage with babel-plugin-transform-remove-prop-types (#4505 by @oliviertassinari),,0
3078,chore: update example USE_SOURCE paths,0.57142425,Fix explicit replace on submissions and PUSH on submission to new paths (#9734),,0
3079,Merge pull request #333 from rackt/redirect-params,0.62552214,// Fetch Response in the case of redirects.,,0
3080,deprecated all mixins,0.9786913,- Deprecated all mixins,,1
3081,will github follow this?,0.42021513,"Last week we released a lot of nice little bug features, but we did get a little carried away and let a little bug slip through with relative path resolution. Our bad! That nasty lil' guy is squashed in this week's beta. 🐛",,0
3082,Lock RRN deps.,0.46252444,d12e9dee Use Router instead of this now that autobinding is off,,0
3083,add MatchGroup tests,0.5901477, will match:,,0
3084,Merge pull request #2664 from rackt/babelbabelbabel,0.51183707,Add useBeforeUnload() hook (#9664),,0
3085,Add decisions/ directory and useBlocker decision doc (#9942),0.49666324,"We are going to remove useBlocker() and  in our initial v6 release, with plans to revisit them and possibly add them back at some point in the future. I still need to write up something here that explains our rationale. This will also be a breaking change.",,0
3086,Merge pull request #2423 from taion/API-onEnter,0.52406836,Feature: Add support for onChange hook on routes (#3108),"(sorry, really I am, but I’m a dad)",0
3087,add npm-debug.log to .gitignore (#4446),0.53043365,e42a4ad [changed] Stop using npm prepublish script,,0
3088,Add docs section in Link/Navlink for reloadDocument (#10338),0.64293414,"<Link to=""link    {/ Document request /}",,0
3089,Move ESLint config into package roots,0.63733125,- Chore: Move ES module build to es/ (#3670),handles no language handles all languages aliases the ones we actually use!,0
3090,Merge pull request #438 from roycehaynes/master,0.47652945,fix: Handle fetcher 404s as normal boundary errors (#9015),,0
3091,chore: Update version for release (pre) (#9501),0.6081238,Released! No code changes from 4.0.0-beta.8,,0
3092,Fix typo in v5.md (#8229),0.57694954,A few error message improvements (#8202),"Add warning to link.js Formatting changes. Move warning in link.js, make invariant. Update link.js, nit.",0
3093,chore(docs): added notes about regex paths,0.6205344,Add missing path-to-regexp dependency,,0
3094,decode path params,0.606461,3545ab2 [removed] params from RoutingContext child context,,0
3095,Fix absolute redirect detection (#9689),0.76182747,Improved absolute redirect url detection in actions/loaders (#9829),,1
3096,fix all routes being active,0.69401455,751ca25 [fixed] Don't match empty routes for isActive,,0
3097,"make HashHistory work, needs more work",0.6632472,178efc3 [fixed]  when using HashHistory,,0
3098,fix broken tests,0.6624799,🐛 Bug fixes,,0
3099,Move Native examples to CodeSandbox,0.5745456,"Using a tool called jscodeshift, we have made available some codemods for upgrading your code to the new APIs automatically: link",,0
3100,docs(location): fix switch link (#5299),0.62049556,- Bugfix: Cancel pending enter/change hooks on location change (#4063),,0
3101,Tweak warning messages,0.6917769,:warning: IMPORTANT :warning:,,0
3102,[changed] use Object.assign instead of copyProperties,0.8773774,940a0d0 [changed] use Object.assign instead of copyProperties,,1
3103,Remove extraneous code,0.7807474,Remove an extraneous  sometimes added by ,Make params available to getChildRoutes providers,1
3104,Remove unused watch script and unused deps,0.54374635,"- Breaking: Remove all deprecated functionality as of v2.3.0 (#3340, #3435)",,0
3105,Add notFoundRoute to reserved props,0.576718,Add wrappedComponentRef prop to the component returned by withRouter,,0
3106,[fixed] tearing down location listeners,0.91946197,6417285 [fixed] tearing down location listeners,,1
3107,small fix (#9592),0.6533903,🐛 Bug fixes,,0
3108,docs: fix sample code in v6 document (#7180),0.63373065,f5d4f36 [fixed] Docs Update,"moved pathIsActive back into Link since its not   shared anywhere removed MultiRender removed root Match from Router sorted index exports … I have no idea why, I’m   sorry.",0
3109,Merge pull request #2526 from taion/update-isRequired-note,0.51884276,ed0cf62 [removed] Awkward updateActiveState callback from ActiveState mixin,,0
3110,Use History,0.7218606,Separate history to its own context (#7103 by @illuminist),,1
3111,Remove watch script,0.50974,- Removed,,0
3112,add name to contributors.yml,0.59472936,🤝 New Contributors,,0
3113,Merge pull request #493 from xtian/master,0.46102345,react-router-dom-v5-compat - Fix SSR useLayoutEffect console.error when using CompatRouter (#9820),,0
3114,Rename createRouteElement => Route.render,0.7898396,  let routes = createRoutesFromElements(,,1
3115,fixed createURL() for Firefox (#9464),0.88721657,Fix createURL in local file execution in Firefox (#9464),,1
3116,docs: wip overview,0.608719,Examples and Docs Site,,0
3117,Remove unused export,0.6425675,Breaking: Removed default top-level  export (#2906),,0
3118,Make scripts runnable on Windows,0.6137358,Fix build scripts on windows (@alisd23 in #4088),,0
3119,Move method definitions,0.4431296,    location: React.PropTypes.object,,0
3120,migrated Route Components doc,0.7308714,"Routes and useRoutes now allow you to override the location, which may be useful when building some modal interfaces and route transition animations. We are working hard to update our docs to include examples for advanced patterns where this might be useful, but in the mean time this also brings Routes closer to feature parity with v5's Switch via the location prop. (#7117)",,1
3121,wordsmithing,0.44074348,      } />,,0
3122,Added on to the support comment. (#6788),0.6947206,React 16.6 support (#6806 by @arthur791004),,0
3123,Fix failing ActiveStore specs,0.6521981,58e7b98 [changed] activeRoute -> activeRouteHandler,,0
3124,Fix ServerRouter import statement on website (#3818),0.64922446,69a9240 [fixed] Added missing IndexLink to exports,,0
3125,Setup spy to observe changes,0.49671045,  components can know when the location changes,js {shouldBlock && },0
3126,Merge pull request #2492 from taion/housekeeping,0.3831994,fix: properly handle  submissions (#8984),,0
3127,[added] Test for IndexLink to deeply nested IndexRoute,0.93779635,d905382 [added] Test for IndexLink to deeply nested IndexRoute,,1
3128,upgrade react for dev,0.63782096,3b590e0 [changed] Upgrade to React 0.11.0,"don’t worry about rendering out of context send bool for match since all its values are   already in the props, only use-case is for   branching anyway",0
3129,single run npm test,0.5804299,"If you'd like to test it out, install from npm:","needed a way to always render, whether there was a match or not. now children will always render, render and component only render when there’s match. happy to bikeshed, we could do it all with children but then things get less convenient for inline rendering. module I’ll personally use render a lot and would like to keep the convenience, but we need the power of children always rendering for stuff like animations, bootstrap  tags, etc.",0
3130,feat: Parse params in TypeScript (#8030),0.6267133,    this.props.params // contains params,,0
3131,chore(ci): trigger update for example md files (#8301),0.52656156,Fix requests sent to revalidating loaders so they reflect a GET request (#9660),,0
3132,Merge pull request #1191 from ntdb/patch-1,0.5360755,b8f1abe [changed] Removed (un)registerRouteHook,,0
3133,[fixed] React 0.13 compatibility,0.85252696,f3a44f1 [fixed] React 0.13 compatibility,,1
3134,rm extraneous console.log,0.48343447,Log loader/action errors caught by the default error boundary to the console in dev for easier stack trace evaluation (#10286),,0
3135,convert several tests to TS,0.58429587,Use use a _resetModuleScope singleton for our tests,,0
3136,Tweak variable name,0.510342,    var name = this.getActiveParams().name;,,0
3137,Add link to props reference for TouchableHighlight (#8361),0.643849,Add sensitive prop on NavLink (#7251 by @caseywebdev),,0
3138,add SSR Example (#8094),0.7129222,ed0cf62 [changed]  =>  will be useful for SSR,,1
3139,remove the lies,0.5686904,- Removed,,0
3140,chore: Update version for release (pre) (#9229),0.6077009,Released! No code changes from 4.0.0-beta.8,,0
3141,Build all packages together before publish,0.6250037,Package now includes pre-minified files,,0
3142,Rename script,0.5250386,fix: rename resetScroll -> preventScrollReset (#9199),,0
3143,Upgrade more deps and prep for 4.3.0,0.66340786,Read the Full Upgrade Guide,,0
3144,v4.0.0-beta.5,0.7648051,Released! No code changes from 4.0.0-beta.8,,1
3145,s/Element/Handler/,0.59491426,Nested s,,0
3146,Fix another regression,0.60847807,Fix basename regression #2822,,0
3147,Add npm-debug.log to gitignore,0.4572479,e42a4ad [changed] Stop using npm prepublish script,,0
3148,Avoid using non-existent  element,0.6249819,"  element: ,",,0
3149,chore(ci): refresh staging docs (#8320),0.63213015,Several docs improvements - #6410 (thanks @justsml),Browserify production build is not optimized by default,0
3150,Edit doc comments,0.6265178,Docs,Define presentational components as stateless functional components Define presentational components as stateless functional components Define presentational components as stateless functional components Define presentational components as stateless functional components Define presentational components as stateless functional components Define presentational components as stateless functional components,0
3151,Fix animations example,0.7135348,b8018b1 [added] animation example,needs more style but it’s awesome :D,1
3152,"quit wrapping history, make it the official API",0.6877739,Removed APIs,"Router, History, Match, and Miss all take three props for rendering (since they render a MultiRender): children: normal nodes js    render: function   nice for small apps and I think is the critical   piece allowing folks to optimize with sCU when   needed js    (     {JSON.stringify(props, null, 2)}   )}/> component: component class/func   the way we’ve done it with Route before, makes   for a nice, clean Match js    We were doing a trick before where we’d take a function or a component class and use it like this js const { children:Child } = this.props return  While clever, but it’s problematic to the React reconciler when children is an inlined function like this: js  }/> When used w/ that children:Child hack above (that is to say, invoked by React.createElement instead of just being called directly) React sees a different constructor and proceeds to unmount and then mount a new component, rather than just sending it props. Since there’s no way to distinguish if they want the function to be used with createElement v. being called directly, we need two different props to identify developer intent, and prevent React from unmounting the nodes.",0
3153,Remove unused argument,0.646093,- Removed,,0
3154,Add in latest PR,0.57560915,Updates,,0
3155,add experimental  and ,0.6316372,"What does ""experimental"" mean?",,0
3156,Regenerate package-lock.json,0.7347312,Re-add module entry to package.json,,1
3157,v6,0.6809659,0.6.x ,,0
3158,Add back history dep for now,0.6745597,042cffc [changed] Removed histories/added history dep,,0
3159,Grammar fix :wrench:,0.575613,1b2293b [fixed] use context in examples,"it’s not exposed from history though, had to monkey patch it in node_modules history.canGo = canGo",0
3160,Merge pull request #1170 from coryhouse/patch-1,0.5179165,Missing generatePath in react-router-dom package.,,0
3161,fix: params explanation should say action (#9218),0.6673696,Fix generatePath when optional params are present (#9764),,0
3162,remove version that doesn't exist yet,0.63319194,"These were removed, there is no upgrade path in 0.9.0 but we will have",,0
3163,Merge pull request #2923 from taion/loopAsync-unwind-recursion,0.53330314,The hooks are now useAsyncValue/useAsyncError,,0
3164,VisuallyHidden isn't the default export of @reach/visually-hidden (#10153),0.5706233,Access Link's underlying node via innerRef (#5294 by @danielberndt),,0
3165,Pass props directly to ,0.58938116,In 0.10.x you could add props to your route that would make their way,,0
3166,Pathless  inherits parent match (#4643),0.7156056,Fix pathless route's match when parent is null (#5964 by @pshrmn),"In the same manner as facebook/react, define the loose-envify transform in package.json (link).",1
3167,chore: add frontmatter to examples for website (#8218),0.5413602,- Chore: Add module entry point for webpack 2 (#3672),,0
3168,"[SQUASH] Actually, it's a lot easier than that to match index route",0.6051916,"If you were using  to indicate an index route, you can now use the new  prop to accomplish the same thing. The index prop makes it easy to scan a route config to find the index route. It also provides a guarantee that nobody will ever add children to that route.",,0
3169,README,0.5431593,Read the blog post,allow url to update with controlled Router/History,0
3170,Remove propTypes in production,0.629604,Bugfix: Remove extraneous propTypes check when creating a route object from a React element (#3591),,0
3171,Merge pull request #3708 from reactjs/syntax-highlight,0.5316103,0a7298c [removed] browserify.transforms from package.json,"you can now control History (or Router) by providing a location, just like a controlled input also moved the code around to be in order of consumer interest, public API modules on top, implementation junk on bottom",0
3172,Automatically decode URL-encoded params,0.61879635,URL decode all parameters (@tyrsius in #3991),,0
3173,Improve isActive query comparison,0.61512303,bdab3d8 [fixed] Compare query by string value,,0
3174,fix: Await should fallback on route params navigations (#9181),0.6326529,91d4380 [fixed] Abort pending transition on user navigation,cache regexes to speed things up dramatically exact match Link and MatchLocation prop accept all types of children to History use context when no prop available auth example,0
3175,Fix test warnings,0.68486184,Fix warnings caused by React Dev Tools #2803,,0
3176,Safer use of private _location var,0.51232946,d57f830 [changed] Public interface for Location objects,,0
3177,Picky fix on ES6 syntax,0.63428795,Minor: Move ES module build back to es6/ to avoid breaking people who were incorrectly importing from react-router/es6 (#3334),Add setRouteLeaveHook to API documentation Fix setRouteLeaveHook reference in Glossary Update listenBeforeLeavingRoute doc to match API docs,0
3178,Fix the way we call the route handler,0.8059447,var RouteHandler = Router.RouteHandler;,import ES6 module in more proper way,1
3179,Remove the last of the  warnings,0.5790684,Remove an extraneous  sometimes added by ,,0
3180,Version 4.4.0-beta.1,0.7859436,This release fixes a few issues with the build in v4.4.0-beta.0 where the 4.4.0-beta.0 version was not specified correctly in the dependencies of react-router-dom.,,1
3181,Fix some tests,0.6414406,Unit tests are a pain because you need to find a way to reset the singleton in-between tests,,0
3182,Forgot a date.,0.41130006,something soon. These weren't intended to be used.,,0
3183,[changed] location of public modules,0.8439744,154afba [changed] location of public modules,,1
3184,Update server startup console message,0.54156077,A few error message improvements (#8202),,0
3185,Version 0.12.1,0.7727963,You must upgrade to 0.12.x before you can use version 0.11.x of the,,1
3186,fix typo in bower.json,0.51489484,Fix initialEntries type in createMemoryRouter (#9498),,0
3187,[fixed] Preserve original query with HashLocation,0.93417585,4e96256 [fixed] Preserve original query with HashLocation,Don't crash on invalid uri query parameters Add try/catch at matchPattern function in matchRoutes.js and testing. Fix test 'handles error that are not valid URI character',1
3188,docs: remove md extension from relative links,0.53858644,Made docs easier to find in individual packages directories,Fix typos,0
3189,Move Issue template. Update test case link.,0.56404924,Fix Link component prop type check (#7276 by @ypyakymiv),Missing word in upgrade guide,0
3190,Expand isActive API docs,0.6263538,Modified APIs,"Haven't tested this but noticed it while copying and pasting code, presume this change needs to be made. Thanks for posting this example by the way!",0
3191,Add URLStore spec,0.63509935,2a3582e [changed] make URLStore.push idempotent,,0
3192,Merge pull request #3650 from jblock/fix-doc-links,0.5507897,"<Link to=""link    {/ Document request /}",Add link to withRouter HoC in ConfirmingNavigation docs,0
3193,Fix missing semicolon in nginx configuration snippet,0.4692697,Fix issue with deeply nested optional segments (#9727),,0
3194,router -> history,0.8209077,"Router.run(routes, Router.BrowserHistory, (Handler) => {",Fix html structure for examples index.html,1
3195,note about semver,0.4537288,ed0cf62 [changed]  =>  will be useful for SSR,,0
3196,updated CHANGES.md,0.76472014,Updates,fix 0.13.x docs link,1
3197,Notify listeners of changed URL,0.6083938,"Fetchers should no longer revalidate on search params changes or routing to the same URL, and will only revalidate on action submissions or router.revalidate calls (#10344)",,0
3198,[changed] Renamed Routes#dispatch => Routes#transitionTo,0.6812581,    Router.transitionTo('something');,,0
3199,Add back CHANGES.md,0.6726717,Full Changes,Update router state properties directly. Reuse assignRouterState in creating the router. Add a bonus props.routes to withRouter,0
3200,Update changelogs,0.84983003,Full Changelog,Pass params and location as props in withRouter(),1
3201,Update testing.md,0.6427287,Updates,,0
3202,Add missing import,0.73675466,Importing,Make withRouter() update inside static containers,1
3203,Update eslint,0.64270556,Minor: Move ES module build from es6/ to es/ (#3295),,0
3204,Merge pull request #1878 from rackt/history-mixin,0.5020467,Remove react-history dep (@ryanflorence in d041434),,0
3205,Fix the docs for match,0.58999306,Bugfix: Do not ignore extraneous slashes in matching (#3285),,0
3206,fix location variable (#4403),0.7236978,Fix NavLink location variable (#4403 by @inuscript),,1
3207,Update ISSUE_TEMPLATE.md,0.7515776,Updates,,1
3208,routeName or routeNameOrPath ?,0.7559049,var RouteHandler = Router.RouteHandler;,"Create a withRouter HoC. withRouter passes this.props.router Update docs, examples, and upgrade guide. Also add an export of withRouter Doc tweaks. Remove displayNames.",1
3209,Small code change in matchPath.md (#6761),0.5983753,Fix regression passing empty string to matchPath (#6941),Attach current location and params to context.router,0
3210,Restrict react-router deps. Upgrade rrd history.,0.72390735,react-router@6.4.0-pre.10,,1
3211,fix: grammatical error in documentation (#10462),0.6093966,187eb0e [fixed] Added missing require statement,,0
3212,release v0.9.1,0.7110222,// v0.13.x,,1
3213,put the “no match” warning back in listen,0.5149897,"// Be careful, this won't work anymore!",,0
3214,holy smokes new website,0.45811552,Updated website,Implement ContextUtils as mixins,0
3215,rm stale bot,0.5238095,      } />,,0
3216,More precise tests,0.5755745,NavLink exact & strict tests (#4454 by @pshrmn),Use separate context object Use correct subscribe method,0
3217,docs: fix link,0.6195407,link,,0
3218,tighten-up accepting strings or location descriptors,0.6000711,- Deprecated context.location,Make  work with static containers (take two),0
