Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Class
1471,"Added cache for rating trinkets, using symbolic stars",0.35122886,pantheon-photos 0.2.3 is out!,,0
1472,1513: Fixes moving photo from one event to another segfaulting.,0.51861334,Photos taken on the same day show under the same event,,0
1473,Corrects a problem where the previous commit broke spawning a context menu when right-clicking in an empty area.,0.5848299,Show saved state correctly in the context-menu,,0
1474,Grab focus and refactoring,0.41781378,Redesign a large number of dialogs,Currently translated at 100.0% (856 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/es/,0
1475,Added launch context when launching file manager to highlight the selected file,0.5293973,Show saved state correctly in the context-menu,,0
1476,Merged in new & changed translations from trunk; updated Makefile to add new translations to SUPPORTED_LANGUAGES list; updated THANKS file to acknowledge translators.,0.68309945,* Updated translations,,0
1477,Updated Ukrainian and Chinese (Taiwan) translations.,0.6567714,* Updated translations,,0
1478,Updated Help->Contents URL.,0.44252965,Fix pasting in comment box,,0
1479,Move slideshow settings dialog to own class file (#211),0.5694846,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1480,fix compiling,0.40534726,* Fix building against latest gexiv2,,0
1481,Fixed Direct view not being initialized.,0.49465406,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
1482,lint views,0.36353254,Redesigned Photo Viewer icon,,0
1483,Adds the ability to use the Shotwell title of a photo as its Piwigo description instead of its Piwigo title. Closes #5999.,0.47837967,Show image titles in preview mode,Currently translated at 99.2% (849 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/ja/,0
1484,Fixes strftime strings that generated bogus dates in the Catalan translation. Closes #3943.,0.43004113,Translation updates,,0
1485,Stores auxilliary Shotwell files in their XDG recommended locations; closes #421.,0.3958898,The list of issues closed by this release can be found here., SlideshowPage.vala: Code style cleanups Add elementary LLC. to copyright header,0
1486,"Stripped trailing whitespaces, did not modify code. Pushing this to test daily build fix.",0.40609455,* Fix building against latest gexiv2,,0
1487,Closes #3412.,0.52673024,The list of issues closed by this release can be found here.,,0
1488,Merge branch 'master' into 3513,0.24467868,Redesign a large number of dialogs,,0
1489,"Simplifies and refines the new publishing API; at this point, the API is ""stable"" but not yet ""frozen"".",0.32817584,Translation updates,,0
1490,restructured queryable interfaces to return static types,0.34298742,Redesign a large number of dialogs,,0
1491,1194: Now greying out the crop (and red-eye) tool when images are too small for them.,0.5092373,photos 2.6.5 is out! ,,0
1492,LibraryWindow: Move sidebar and photo info toggles to menubutton (#660),0.8407084,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,1
1493,org.yorba.shotwell.sharing.default-service not in gsettings schema: #4073,0.42220098,* Use Gtk.FileChooserNative throughout,,0
1494,Port last_xxxx settings to native GSettings (#216),0.42315644,* Use Gtk.FileChooserNative throughout,,0
1495,Add missing languages to LINGUAS files (#457),0.52881855,* Updated translations,,0
1496,"Removed periods after ""cm"" abbreviation in crop tool aspect ratio popup box. This change resolves ticket #941.",0.36689514,Redesigned Photo Viewer icon,,0
1497,Added Lucas to AUTHORS file.,0.35324168,* Use Gtk.FileChooserNative throughout,,0
1498,"This fixes #3321 by altering the way we set the initial value of the radio action group, as well as making sure that the events directory page gets constructed with the proper sort setting (by making it read from the config).",0.3284068,Redesign a large number of dialogs,Currently translated at 100.0% (856 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/es/,0
1499,2997 crash when video wasn't readable,0.5449436,Avoid a crash when importing videos,,0
1500,add Videos Page and RAW Photos Page to the sidebar and remove it from searchbar together with flag,0.56884986,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1501,3096: Unitize the alien database/F-Spot import code.  Courtesy Bruno Girin.,0.42175463,* Updated translations,,0
1502,1886: Set as Desktop Background no longer abends with RAW photos.,0.5549488,Add checkerboard behind semi-transparent photos in grid view,,0
1503,proper conf install,0.26199502,* Use Gtk.FileChooserNative throughout,,0
1504,"This prevents readahead in the direct edit case, which only slows it down (due to importing on the fly).  Will ",0.43117315,Avoid a crash when importing videos,,0
1505,Restored French translation again.,0.55387825,* Updated translations,,0
1506,"generalized EventProxyPage code to StubPage, which is used to create stubs for Event pages and EventDirectory pages.",0.37583482,* Use Granite.MessageDialog throughout,,0
1507,"1291: Got tired of mucking around with directories to make sure I wasn't putting my personal library at risk as I developed new code.  This is a basic command-line implementation, but it suffices.",0.36203372,* Use Gtk.FileChooserNative throughout,,0
1508,replace margin.left and .right with .start and .end,0.37527645,Draw selection rectangle when dragging to select,,0
1509,Importing to library with limited rights fails: Closes #7550,0.41617978,Avoid a crash when importing videos,,0
1510,3319 view event for photo disappeared,0.52725524,Redesigned Photo Viewer icon,,0
1511,Added partial Swedish translation.,0.6504251,* Updated translations,,0
1512,remove unused constants,0.2688415,Redesign a large number of dialogs,,0
1513,Updated NEWS and debian/changelog,0.450482,Translation updates,,0
1514,Closes #4272 by applying the same style we applied to the info box to the scrollable part of the sidebar.,0.5962771,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1515,Updated Czech translation.,0.70069724,* Updated translations,,1
1516,Updated Bulgarian translation.,0.6611182,* Updated translations,,0
1517,Improves toolbar layout (#1045) by removing new event and adding in a separator.,0.46678817,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1518,Draws sprocket holes as a differentiating visual indicator on video thumbnails. Closes #2575.,0.5080533,Redesigned Photo Viewer icon,,0
1519,"Basic crop UI functionality, although some UI spottiness and crop is not persisted.",0.4520669,Add checkerboard behind semi-transparent photos in grid view,,0
1520,"Remove second, unnecessary initiation of thin panned widget",0.42256114,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1521,2427: grouped zoom slider and icons together so they disappear at the same time,0.58932304,Redesigned Photo Viewer icon,,0
1522,2536: Yandex.Fotki Web service support.  Courtesy Evgeniy Polyakov.,0.34995198,Photos 0.2.5 is out!,,0
1523,2283: < and > keys now increase and decrease ratings,0.35631946,Fix keyboard activation in tool windows,,0
1524,Regression in the refactoring for direct-edit mode; thumbnails were being re-oriented twice when the user ,0.44860202,Redesign a large number of dialogs,,0
1525,Fixed a bug in photo removal.,0.6312822,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1526,Closes #5774; corrects an error where the library window would incorrectly assume all pages it was handling were checkerboard pages.,0.44336948,The list of issues closed by this release can be found here.,,0
1527,"Revert ""LibraryWindow: don't mess with focus (#343)""",0.36694378,The list of issues closed by this release can be found here.,,0
1528,"2666: Mark photo as dirty whenever the appropriate metadata is updated, even if autocommit-metadata is disabled.  This persists the dirty flag at all times, meaning if it is enabled MetadataWriter will commit all changes to the backing files.",0.39037335,New actions to copy image or metadata to clipboard,,0
1529,Closes #4245 and #4252 - missing details about external editing and incorrect UI instructions in the yelp files.,0.42077383,The list of issues closed by this release can be found here.,,0
1530,57: Import photos from camera.  Tons of refactoring to share layout and functionality between multiple pages.,0.55552924,"Replace all instances of ""Shotwell"" with ""Photos""",Also stylize the toolbar.,0
1531,Use GtkSearchEntry: Closes #6093,0.56000274,* Use Gtk.FileChooserNative throughout,,0
1532,updates man page per #1376,0.333021,Translation updates,  Use overlay for fullscreen toolbar instead of separate window   Simplify mouse position detection ,0
1533,fix style,0.4611526,Redesigned Photo Viewer icon,,0
1534,Added Catalan translation.,0.61908627,Translation updates,,0
1535,Fixes up some 'old' style widgets in the Piwigo publishing options pane to something,0.5605699,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1536,Fixes plugin linkage problems on some platforms. Closes #3757.,0.44070834,The list of issues closed by this release can be found here.,,0
1537,"531: Importing now takes place completely in background threads.  Thumbnails are generated in background, but",0.42160046,Avoid a crash when importing videos,,0
1538,Added '+trunk' to version number.,0.49549574,* Updated translations,,0
1539,Adds all of the user's photo albums to the album selector list in the publishing options pane of the Facebook Connector regardless of the value of the Facebook can_upload flag for that album. This change may need to be undone later as Facebook policies change.,0.43283892,Add Open In menu to the photo viewer,,0
1540,... to …,0.21837167,pantheon-photos 0.2.3 is out!,,0
1541,Added Camilo Polymeris to the THANKS file.,0.38089287,* Updated translations,,0
1542,"Don't classify constants with ""static"" which is misleading and not supported",0.16493556,* Use Granite.MessageDialog throughout,,0
1543,Photos were not being added to database in direct-edit mode.,0.44649887,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1544,Closes #3155 by preventing the external editor and external raw editor menu choices from being out of range.,0.44121072,Make sure we show the right apps in the Open In menu,,0
1545,Rebrand .desktop files,0.44012225,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1546,"With libgphoto 2.4.6, EXIF data is garbage from the camera, so cannot accurately count how many preview bytes ",0.41634813,Photos 0.2.5 is out!,,0
1547,"Found a problem similar to one Eric encountered in LibraryPhotoSourceCollection, which is that it's possible for duplicate files (with same MD5) to be tombstoned, causing problems with an internal lookup map.",0.39467442,* Use Gtk.FileChooserNative throughout,,0
1548,Updated Dutch and Italian translations.,0.7163793,* Updated translations,,1
1549,Updated Portuguese translation.,0.7034937,* Updated translations,,1
1550,"1682: Makefile now does checking of libraw, even if not available in packaged form.",0.3180479,Translation updates,  Port editing settings to native GSettings   Get rid of the prefs altogether ,0
1551,Fix for multiple trinkets from Martin Robinson.,0.3541717,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1552,Properly marks several strings in the preferences dialog for translation. Closes #3497.,0.5763284,Translation updates,,0
1553,3364: Desktop file didn't have the trailing semi on the mime-type list.  Courtesy Michel Alexandre Salim.,0.35459432,photos 2.6.5 is out! ,,0
1554,Branch for preparing the Shotwell 0.7 release image.,0.512805,Photos 0.2.5 is out!,,0
1555,"Fixes bogus mnemonics in the Picasa Web Albums credentials capture pane. Closes #2134. As a bonus, changes the sizes of action buttons in the Picasa Web Albums credentials capture pane to accomodate long internationalized text.",0.42515898,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1556,Plugins: Fix deprecations (#672),0.3818997,Fix pasting in comment box,,0
1557,"Changes saved search and search filter logic such that it ignores diacritical marks (this is to say, the character 'é' is equivalent to 'e'). Closes #6670.",0.337892,* Updated translations,,0
1558,3057: Fixes problem reading video metadata from certain MP4/Quicktime files.,0.5597242,Avoid a crash when importing videos,,0
1559,"229: Basic export via drag-and-drop.  More work can be done on the generated JPEG (if it's not simply a copy of the file stored in the library, i.e. it's been modified).  #293: Darker background, although not configurable at this time.",0.44651252,New actions to copy image or metadata to clipboard,,0
1560,remove dead code from resources,0.27887088,Avoid a crash when importing videos,,0
1561,Added NEWS and changelog entries for 0.12.90; closes #5763.,0.48255032,The list of issues closed by this release can be found here.,,0
1562,Fixes a crasher I found when the sort value in GConf is monkeyed with.,0.40077454,Fix a possible crash with invalid date and time info,,0
1563,"Updated Asturian, Chinese (Mainland PRC), Chinese (Taiwan), German, Serbian, Slovenian, and Ukrainian translations.",0.57988226,* Updated translations,,0
1564,2487: Modified photos no longer imported as separate photos.,0.6067103,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1565,Enables the user to zoom the sizes of thumbnails up or down in any CollectionPage-derived view by using the mouse wheel in conjunction with the Ctrl key. Closes #1919.,0.5636506,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1566,1517: Fixes Modify Tags command segfaulting if the photo has no tags.,0.49128994,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1567,"Corrected translations for any, all, and none.",0.74313176,* Updated translations,,1
1568,Added check to PhotoRenameDialog for a null string return from execute that was causing a soft assert.,0.36552995,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1569,changed creating a button to just a pure string to fix empty button,0.40128422,Fix keyboard activation in tool windows,,0
1570,"Using colored stars, changed the stars size to 16px in thumbnails and 24px in photopage. Changed the MIN_SCALE in thumbnail from 72 to 92px",0.5182524,Redesigned Photo Viewer icon,,0
1571,Corrects a problem in which pushing the left arrow key mapped to a rightward transition to the previous photo in the slideshow view. Closes #6258.,0.6621772,Focus photos on startup when previewing to fix navigating with left and right arrow keys,Currently translated at 100.0% (856 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/ko/ 뒤의 마침표는 영어 inches 의 줄임말 in.  의 경우에 해당하므로 한국어에는 없는 것이 맞는 표현임,0
1572,Photo full-window view available by double-clicking on photo.  libgphoto.vapi.,0.6317095,Add Open In menu to the photo viewer,Currently translated at 100.0% (17 of 17 strings) Translation: Photos/extra Translate-URL: https://weblate.elementary.io/projects/photos/extra/ko/,0
1573,Update translations,0.95676035,Translation updates,,1
1574,This fixes #3466 by adding a handler for keypress events on KP_Enter and connecting to it.,0.49222302,Fix keyboard activation in tool windows,,0
1575,Fixed bug 1020 (imported photos have date January 1900).,0.4570262,Fix a possible crash with invalid date and time info,,0
1576,Changed menubutton to comboboxtext.,0.64924014,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1577,fixes recommended by lucas,0.45227617,* Fix building against latest gexiv2,,0
1578,Corrects a problem where certain Youtube publishing error messages would display incorrectly; closes #5041.,0.5165209,Avoid a crash when importing videos,,0
1579,2654: Use Shift+Delete for Remove From Library.  Courtest mcbenn.,0.35840064,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1580,2463: added context menu to missing photo page,0.61689883,Add Open In menu to the photo viewer,,0
1581,Changes 'Library' to 'All Photos' for back button and adds all events back button,0.61815435,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1582,change paranthens to yorba style,0.39956114,* Updated translations,,0
1583,"These changes make it so Shotwell starts with only the most recent event branch open, opens the tree containing an event when the event is selected, scrolls appropriately to a newly selected event in the sidebar, and maintains the expanded/collapsed state of the sidebar tree when resorting events.",0.43672672,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1584,2817: Directory monitor assertion failure with library over SSH.  The problem only occurred when the library directory was set to an SSH directory.,0.23176554,* Fix building against latest gexiv2,,0
1585,non-working changes,0.35654834,* Updated translations,,0
1586,3233: Fixes crasher caused by marking a photo Rejected and then back to Unrated while in full-window mode.  This cleans up some of the bookkeeping in ViewCollection with how hidden items are dealt with when they're selected as well.,0.43799418,Redesigned Photo Viewer icon,,0
1587,3288 fixes for direct mode with large folders,0.36274534,* Use Gtk.FileChooserNative throughout,,0
1588,EditingTools: One public class per file (#604),0.42245656,* Use Gtk.FileChooserNative throughout,,0
1589,1548: Exported files are now copied with default target permissions.,0.40688425,New actions to copy image or metadata to clipboard,,0
1590,Closes #3953 by adding the ability to create a new tag from an empty area of the sidebar.,0.39867014,Show image titles in preview mode,,0
1591,2693: Context menu for Videos page.,0.5554203,Show image titles in preview mode,,0
1592,"Add a po/shotwell.pot file, so new translatable strings are picked up by Launchpad for translation. Also update POTFILES.in.",0.50138974,Translation updates,,0
1593,Port slideshow settings to native GSettings (#212),0.4698112,* Use Gtk.FileChooserNative throughout,,0
1594,ExtendedProperties.vala: Remove superfluous properties,0.28683814,* Updated translations,,0
1595,3679 fixed crash when two or more cameras have the same name,0.41502836,Photos taken on the same day show under the same event,,0
1596,"This commits the ""chilled"" version of the Publishing Plugins API that will be used to develop the first reference plugin.",0.29229045,Show image titles in preview mode,,0
1597,AppWindow: Remove unused set_common_action_important (#306),0.41843313,Make sure we show the right apps in the Open In menu,,0
1598,Fix several application warnings caused by programming errors,0.3845497,Fix a possible crash with invalid date and time info,,0
1599,177: Fullscreen F11 with floating control bar.  #71: Let use select key photo for each event.  Added gphoto macros to prevent worrisome compiler warnings.,0.5768075,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
1600,Corrects an issue where certain pretty-printed date ranges could display incorrectly in en_gb; closes #4976.,0.3775007,Fix a possible crash with invalid date and time info,,0
1601,replace remaining yorba,0.39631233,* Fix building against latest gexiv2,,0
1602,"1100: get_start_time()/get_end_time() fixed and now using all photos, including hidden, when calculating.",0.48922497,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1603,Translated using Weblate (Čeština),0.60285753,Translation updates,,0
1604,"3547 - don't call export_fullsized_backing for non-lossy images, since they don't need it.",0.55084866,Avoid a crash when importing videos,,0
1605,"Updates copyrights to 2013 across all source files, translations, and custom vapis. Closes #6194.",0.46708494,The list of issues closed by this release can be found here.,,0
1606,Added user-submitted German translation; fixed POEdit metadata in French and Italian translation files; fixed POEdit metadata in POT strings template file.,0.54471374,* Updated translations,added libwebp to list of required dependencies in README.md so that it matches what is actually required in CMakeLists.txt.,0
1607,fixes tickets #1848 (multiline title messes up Basic Information pane) and #1867 (use [ and ] for rotating left/right).,0.37452525,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
1608,Added new merge icon.,0.6894072,Redesigned app icon,,0
1609,"2476: At startup (discovery) Shotwell will now notice if a photo's been modified externally and update state, including regen'ing thumbnails, importing new metadata, and discarding transformations.  There's also work done to speed up marking files online/offline.",0.58588743,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1610,"Nautilus now highlights the backing file itself (as opposed to merely showing the enclosing directory) when the ""Show in File Manager"" option is chosen from the ""File"" menu. Adds Timo Witte, the author of this changeset, to the THANKS file.",0.54371774,* Use Gtk.FileChooserNative throughout,,0
1611,took out the extra linebreaks,0.36606526,Photos 0.2.5 is out!,,0
1612,"774: In full-window/fullscreen mode, images now shown in actual size.  In slideshow, images shown fullscreen.",0.54408985,Add checkerboard behind semi-transparent photos in grid view,,0
1613,change button.with_label to button.with_mnemonic,0.44754106,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1614,Fix segmentation fault in RawsPage.vala (triggered by clicking Raw Photos in the sidebar) and CollectionPage.vala,0.35111648,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1615,Removes wildcards from the definition of the DIST_FILES variable. This prevents temporary files from being included in Shotwell distribution packages. Closes #2044.,0.4231848,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1616,Closes #4483 by making rotate_arb respect the original's aspect ratio and removes some stray spaces git kept whining about.,0.3540362,The list of issues closed by this release can be found here.,,0
1617,Port display properties to native GSettings (#207),0.44935843,* Use Gtk.FileChooserNative throughout,,0
1618,Showing the name of the current page when there is no selected item or are more than just one.,0.4931926,Show image titles in preview mode,Currently translated at 64.7% (11 of 17 strings) Translation: Photos/extra Translate-URL: https://weblate.elementary.io/projects/photos/extra/fi/,0
1619,"2020: opens on external editor on super double click and ctrl-enter, opens raw editor on ctrl-shift-enter",0.40202203,Make sure we show the right apps in the Open In menu,  Replace warning with info   Remove code referencing missing action   Ignore more photos with invalid GPS tags ,0
1620,Sets the name of the required libgexiv2 package to what Precise needs; closes #5289.,0.4683931,* Fix building against latest gexiv2,,0
1621,Fixes an issue where we were supplying an invalid argument to the configure script; closes #6016.,0.35022694,The list of issues closed by this release can be found here.,,0
1622,Changes the Facebook service welcome message in the publishing dialog such that the user is informed that he/she must grant Shotwell Connect certain permissions in order for it to function properly. Closes #1982.,0.35695794,Redesign a large number of dialogs,,0
1623,3000 allow invalid photo lib folder,0.4776361,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1624,Fix indentation,0.483551,Fix pasting in comment box,,0
1625,Add missing trailing semicolon to .desktop Categories so it passes desktop-file-validate,0.42687356,* Use Gtk.FileChooserNative throughout,,0
1626,2952: Now displaying Korean text properly.  Using composed Unicode within Shotwell for user text now.,0.4676714,Translation updates,Currently translated at 98.9% (847 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/en_GB/,0
1627,2112: removed ability to save RAW photo in direct edit mode.,0.52075315,"Replace all instances of ""Shotwell"" with ""Photos""",Currently translated at 100.0% (17 of 17 strings) Translation: Photos/extra Translate-URL: https://weblate.elementary.io/projects/photos/extra/en_GB/,0
1628,Fix assertion crash on importing photos while running (#196),0.60418856,Avoid a crash when importing videos,Currently translated at 88.2% (17 of 17 strings) Translation: Photos/extra Translate-URL: https://weblate.elementary.io/projects/photos/extra/en_GB/,0
1629,"3562 ""New saved search"" option in context menu of empty sidebar area",0.5659642,Show saved state correctly in the context-menu,Currently translated at 100.0% (856 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1630,"Updated Basque, Chinese (Mainland PRC), Dutch, French, Galician, Hebrew, Italian, Kazakh, Korean, Portuguese (Brazil), Russian, Serbian, Slovenian, Spanish, and Ukrainian translations.",0.59535444,* Updated translations,Currently translated at 99.9% (855 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1631,fixes #1819 drag and drop export is broken,0.44324178,Avoid a crash when importing videos,Currently translated at 99.9% (855 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1632,"205: Sort events by date, reflected in sidebar and in the events directory page.",0.42478114,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 99.8% (854 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1633,Updated Kazakh and Ukrainian translations.,0.6581298,Translation updates,Currently translated at 99.8% (854 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1634,Made trivial changes to the ColorTransformation.vala module such that it compiles with vala 0.9.2. Closes #2164.,0.37783495,The list of issues closed by this release can be found here.,Currently translated at 98.5% (843 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1635,"move print menu from menubar to contextmenu in CollectionPage, PhotoPage and DirectPage",0.7528546,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 98.5% (843 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,1
1636,Updated Italian translation.,0.68850076,* Updated translations,Currently translated at 98.4% (842 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1637,"Closes #4009, corrects some outdated URLs in Resources.vala.",0.49833533,The list of issues closed by this release can be found here.,Currently translated at 98.1% (840 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1638,1369: Rename tag followed by delete tag yielded an assert.  Map of names -> Tags was kept but did not monitor,0.28452596,* Use Granite.MessageDialog throughout,Currently translated at 98.0% (839 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1639,3466 - react to Enter as well as KP_Enter here.,0.3480969,The list of issues closed by this release can be found here.,Currently translated at 97.9% (838 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1640,1345: Local GTK bindings no longer necessary (fixed in 0.7.10).,0.5349946,* Use Gtk.FileChooserNative throughout,Currently translated at 97.8% (837 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1641,1504/#1505: Fixed drag-and-drop in full-window mode.,0.47669047,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 97.8% (837 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1642,"Tarballs delivered to QA have passed, releasing them and incrementing version number.",0.4058314,The list of issues closed by this release can be found here.,Currently translated at 99.9% (855 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/es/,0
1643,Fix Vala 0.39 crash (#241),0.49144596,Fix a possible crash with invalid date and time info,Currently translated at 99.9% (855 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/ms/,0
1644,"Discovered a bug where if the user resizes the window while in full-window mode then returns to the Photos page, ",0.5858036,Add Open In menu to the photo viewer,Currently translated at 94.1% (16 of 17 strings) Translation: Photos/extra Translate-URL: https://weblate.elementary.io/projects/photos/extra/ms/,0
1645,fixes #1501 debug build crashes on startup,0.42636782,Fix a possible crash with invalid date and time info,Currently translated at 100.0% (17 of 17 strings) Translation: Photos/extra Translate-URL: https://weblate.elementary.io/projects/photos/extra/ms/,0
1646,Correctly adds external contributor of previous commit to THANKS file.,0.38432723,* Use Gtk.FileChooserNative throughout,Currently translated at 100.0% (856 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/de/,0
1647,"345: Home/End/PgUp/PgDn now available to move the viewport around.  Sidebar does not maintain focus to make this happen.  This may be revisited later, esp. for accessibility review.",0.6094684,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 99.2% (849 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/ja/,0
1648,Corrects an issue where the makefile blithely assumed that all computers would already have desktop-file-utils installed; ref #6691.,0.33112267,The list of issues closed by this release can be found here.,Currently translated at 94.2% (806 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/el/,0
1649,Added Allison to THANKS file.,0.4043315,* Updated translations,Currently translated at 100.0% (856 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/id/,0
1650,Replace FileInfo.get_modification_time () in preparation for 2038 (#644),0.4021212,* Use Gtk.FileChooserNative throughout,,0
1651,More optimizations for #1118.,0.36977854,Redesign a large number of dialogs,,0
1652,Dialogs: multiple_object_error_dialog as Granite.MessageDialog (#503),0.7308506,* Use Granite.MessageDialog throughout,Currently translated at 99.4% (851 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/id/,1
1653,"CropTool: Cleanups, use Revealer, GObject-style (#454)",0.42802602,Add checkerboard behind semi-transparent photos in grid view,,0
1654,2537: Checking for null refs before calling is_page_selected().,0.2958452,Show image titles in preview mode,Currently translated at 98.9% (847 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/en_GB/,0
1655,"Instead of rotating the pixels and dimensions on export, if we're being asked to write a JPEG, we write the pixels normally and let the orientation field do the rotation for us, fixes #1938.",0.4521156,Add checkerboard behind semi-transparent photos in grid view,,0
1656,reduce sidebar minimal width from 224 to 100,0.4654097,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 88.2% (15 of 17 strings) Translation: Photos/extra Translate-URL: https://weblate.elementary.io/projects/photos/extra/en_GB/,0
1657,3931 Tags in sidebar has context menu to create a new top-level tag,0.50732565,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 98.8% (846 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/en_GB/,0
1658,Fixes an appearance regression in which the red-eye rectangle was not drawn correctly. Closes #3434.,0.45138294,Draw selection rectangle when dragging to select,Currently translated at 95.9% (821 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/cs/,0
1659,"2404: Date displayed when event name is deleted, even after restart.",0.53304315,Fix a possible crash with invalid date and time info,,0
1660,Added Swedish translation; updated THANKS file to acknowledge translator (Daniel Nylander).,0.7099893,* Updated translations,,1
1661,Closes #3757.,0.45175824,The list of issues closed by this release can be found here.,,0
1662,Adjustment palette now includes histogram slider controls (#615) that are automatically set by auto-enhance (#681).,0.5431488,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
1663,Disallows dragging a parent tag onto one of its children; closes #4045.,0.30600223,The list of issues closed by this release can be found here.,,0
1664,Forces arguments to Dimensions constructor to sensible default if we get here and they're negative; closes #5527.,0.33889452,The list of issues closed by this release can be found here.,,0
1665,BasicProperties.vala: Add camera make and model as a single line above other camera-related info,0.41438848,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1666,Shotwell no longer runs the gsettings-data-convert tool on startup. Closes #6369 and #6252.,0.44553232,"Replace all instances of ""Shotwell"" with ""Photos""",,0
