Index,Message,Description
13359,Fix the fix,
13360,removed extended auditing policy configuration from sql mssql firewall test file,
13361,Update azurerm/internal/services/appconfiguration/app_configuration_resource.go,Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com
13362,replacing os_disk_image_size with os_disk_image_size_gb as per Hashicorp's suggestion...,Defaulting osDiskImageSize to 0
13363,added validation to SQL firewall start and end IP address,
13364,Merge pull request #8908 from notchairmk/acr_policy_docs,fix container_registry retention policy docs
13365,Merge pull request #8928 from jrauschenbusch/missing-reference-to-eventgrid-system-topic-docs,Fix: Add docs reference for azurerm_eventgrid_system_topic
13366,Merge remote-tracking branch 'origin/master' into enable-key-rotation-for-des,
13367,Adds docs ref for azurerm_eventgrid_system_topic,
13368,Update changelog for #8838,
13369,New Resource: azurerm_service_fabric_mesh_local_network (#8838),
13370,Fix the fixes. Eeturn empty identity block?,
13371,Update azurerm/internal/services/appconfiguration/app_configuration_resource.go,Co-authored-by: Arcturus ufo54153@gmail.com
13372,Update azurerm/internal/services/appconfiguration/app_configuration_resource.go,Co-authored-by: Arcturus ufo54153@gmail.com
13373,Update azurerm/internal/services/appconfiguration/app_configuration_resource.go,Co-authored-by: Arcturus ufo54153@gmail.com
13374,Update azurerm/internal/services/appconfiguration/app_configuration_resource.go,Co-authored-by: Arcturus ufo54153@gmail.com
13375,Update azurerm/internal/services/appconfiguration/app_configuration_resource.go,Co-authored-by: Arcturus ufo54153@gmail.com
13376,fix container_registry policy docs,
13377,Update changelog for #8907,
13378,azurerm_search_service - add support for identity #8907,
13379,update CHANGELOG.md for #8899,
13380,azurerm_mssql_database - do not set longterm and shortterm retention policies when using the DW SKUs (#8899),Fixes #8898
13381,Example: azurerm_virtual_desktop_* (#8844),
13382,Fixing the formatting with make fmt now,
13383,Fixing the formatting...,
13384,Adding support for os_disk_image_size to get the disk size of the image,
13385,v2.32.0,
13386,Update CHANGELOG.md for #8735,
13387,New Resource: azurerm_eventgrid_system_topic (#8735),
13388,Actually check for identity present,
13389,Add more tests,
13390,fmt,
13391,update,
13392,fmt,
13393,update,
13394,finish,
13395,Merge pull request #8888 from Miouge1/patch-2,I tried the example provided in the docs and got an error that: infrastructure_encryption_enabled is not supported for sku Tier Basic Geo-Redundant Backup is not supported Therefore I propose to disable it in the example.
13396,Merge pull request #8845 from yupwei68/wyp-sql-fg-doc,Fix #8778
13397,update CHANGELOG.md for #8698,
13398,Merge pull request #8698 from notchairmk/acr_policy,Adds policies block to azurerm_container_registry for setting trust_policy and retention_policy. Azure doesn't support upgrading to Premium SKU and setting attributes specific to Premium SKUs simultaneously. This PR breaks the client update calls into two separate areas. Closes #8485
13399,update CHANGELOG.md for #8774,
13400,Merge pull request #8774 from beandrad/8317-sc-contact,"This allows to create a new security center contact. The current issue is that the Azure Rest API may return a 201 upon resource creation, however, the API specs don't include this status code as successful, which causes the corresponding method from the Azure Go SDK to return an error. Fixes #8317"
13401,Fix azurerm_mysql_server example,infrastructure_encryption_enabled is not supported for sku Tier Basic and Geo-Redundant Backup is not supported and basic tier supports only public access
13402,update,
13403,update,
13404,azurerm_firewall: supports dns_setting,azurerm_firewall supports dns_setting and azurerm_firewall_network_rule_collection supports destination_fqdns.
13405,Update changelog for #8787,
13406,New data source: azurerm_mysql_server (#8787),"  data source, website markdown, blank test file   add tests, run linters, check build   read accessKey before invoking flatten   ran make fmt, fix test name   make linter happy   Update azurerm/internal/services/mysql/mysql_server_data_source.go   Co-authored-by: Tom Bamford tom@bamford.io  Update azurerm/internal/services/mysql/mysql_server_data_source.go  Co-authored-by: Tom Bamford tom@bamford.io  Update azurerm/internal/services/mysql/mysql_server_data_source.go  Co-authored-by: Tom Bamford tom@bamford.io  Update azurerm/internal/services/mysql/mysql_server_data_source.go  Co-authored-by: Tom Bamford tom@bamford.io  Update azurerm/internal/services/mysql/mysql_server_data_source.go  Co-authored-by: Tom Bamford tom@bamford.io  Update azurerm/internal/services/mysql/mysql_server_data_source.go  Co-authored-by: Tom Bamford tom@bamford.io  Update azurerm/internal/services/mysql/tests/mysql_server_data_source_test.go  Co-authored-by: Tom Bamford tom@bamford.io  Update website/docs/d/mysql_server.html.markdown  Co-authored-by: Tom Bamford tom@bamford.io  Update website/docs/d/mysql_server.html.markdown  Co-authored-by: Tom Bamford tom@bamford.io  Update website/docs/d/mysql_server.html.markdown  Co-authored-by: Tom Bamford tom@bamford.io   update other tests   Apply suggestions from code review   Co-authored-by: Tom Bamford tom@bamford.io  data.mysql_server: fix tests  Co-authored-by: Tom Bamford tom@bamford.io"
13407,Switch identity test to standard sku,
13408,,add support for identity
13409,Update changelog for #8783,
13410,New resource: azurerm_security_center_setting (#8783),So that we can disable and/or enabled the access of Microsoft App Security (MCAS) and Windows Defender ATP (WDATP) to the subscription data.
13411,Fix error when creating security center contact,"This allows to create a new security center contact. The issue is that the Azure Rest API may return a 201 upon resource creation, however the API specs don't include this status code as successful, which causes the corresponding method from the Azure Go SDK to return an error. Fixes #8317"
13412,Update CHANGELOG.md for #8826,
13413,Update stamp_id of azurerm_dedicated_hardware_security_module as optional property (#8826),
13414,update,
13415,Update changelog for #8859,
13416,azurerm_search_service - sku now supports storage_optimized_l1 and storage_optimized_l2 (#8859),
13417,Update changelog for #8860,
13418,azurerm_cognitive_account - kind now supports Personalizer #8860,
13419,Update changelog for #8811,
13420,azurerm_storage_share - set metadata to Computed and set acl start and expiry to Optional (#8811),
13421,Merge pull request #8855 from terraform-providers/t/serialise-hsm-tests,azurerm_dedicated_hardware_security_module fix tests failing due to quota restrictions
13422,typo in comment,
13423,fix tests failing due to quota restrictions,
13424,update,
13425,update,
13426,"azurerm_kubernetes_cluster, azurerm_kubernetes_cluster_node_pool - make ""availability_zones"" force new",
13427,Update changelog for #8807,
13428,Merge pull request #8808 from terraform-providers/kt/la-ds-problems,
13429,v2.31.1,
13430,Update changelog for #8807,
13431,azurerm_storage_account- add Computed to large_file_share_enabled #8807,
13432,spelling,
13433,log analytics data sources: should not have been merged comment,
13434,Cleanup after v2.31.0 release,
13435,v2.31.0,
13436,misc cleanup of CHANGELOG.md,
13437,Merge pull request #8803 from terraform-providers/p-lfs-error,azurerm_storage_account- Update error message around large_file_share_enabled
13438,Merge pull request #8804 from terraform-providers/b/windows-vmss-docs,r/windows_virtual_machine_scale_set: documenting the plan block
13439,Merge pull request #8743 from ross-bohr/patch-1,"The example is specifying the RG name in Azure as ""example"" but in the shell command example given the RG name is ""group1"" thus this change is correcting the HCL script to match the name ""group1""."
13440,address pr comments,
13441,Merge remote-tracking branch 'origin/master' into patch-1-8743,
13442,updating the changelog,
13443,r/windows_virtual_machine_scale_set: documenting the plan block,
13444,Merge pull request #8788 from brasskazoo/brasskazoo-linux-scale-set-plan,Add plan block argument to scale set
13445,Update error message,
13446,Update changelog for #8666,
13447,azurerm_storage_share allow large quotas to be specified.  (#8666),
13448,Update changelog for #8789,
13449,azurerm_storage_account - add support for large_file_share_enabled (#8789),
13450,Update CHANGELOG.md for #8795,
13451,Validate policy mode value (#8795),"Policy creation succeeds even if the policy mode in the request is not capitalized, however, when fetching the policy mode value from Azure, the correct capitalized version is returned, which causes the Terraform state and configuration to be different. Ideally, there should be an enum with a set of allowed values, but this is not the case in the latest version of the Azure Rest API specs. However, the supported mode values are returned in the error response when an invalid mode is requested. Fixes #8748"
13452,Update CHANGELOG.md for #8668,
13453,Update azurerm_policy_set_definition - Fix #8663 (#8668),Co-authored-by: jackofallops ste@hashicorp.com
13454,Add plan block argument to scale set,"When using a marketplace image, Azure requires plan details provided, which may be similar to the source_image_reference information. I based the information off of the documentation for azurerm_virtual_machine_scale_set"
13455,update CHANGELOG>md for #8605,
13456,New Service (Multiple Resources): DesktopVirtualization (Virtual Desktops) (#8605),"New Service: DesktopVirtualization (Virtual Desktops) The following has been added following issue request: https://github.com/terraform-providers/terraform-provider-azurerm/issues/3507 The following has been added: * New folder for the new service DesktopVirtualization * Added the following resources for initial commit:   * azurerm_virtual_desktop_workspace   * azurerm_virtual_desktop_host_pool   * azurerm_virtual_desktop_application_group   * azurerm_virtual_desktop_workspace_application_group_association * Added basic tests for the resources above. NOTE This may not be complete with every feature DesktopVirtualization has, but would provide a solid base for us to add more resources in following releases."
13457,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_workspace_application_group_association_resource_test.go,
13458,Update website/docs/r/virtual_desktop_workspace_application_group_association.html.markdown,
13459,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_workspace_resource_test.go,
13460,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_workspace_resource_test.go,
13461,Update data_factory_dataset_http.html.markdown (#8784),Fix azurerm_data_factory_dataset_http example resource name and required field key
13462,Update CHANGELOG.md for #8765,
13463,azurerm_mssql_database - add support for long_term_retention_policy and short_term_retention_policy (#8765),Co-authored-by: Ramunas Leknickas ramunas.leknickas@cbinfrastructure.com Co-authored-by: Ramunas ralekn@gmail.com Co-authored-by: kt kt@katbyte.me
13464,azurerm_mssql_server - update doc and test for sql server min tls (#8769),
13465,Merge pull request #8771 from sdib/fix/private-endpoint-doc-typo,fix: Change serivce to service in private_endpoint.html.markdown
13466,Merge pull request #8772 from erikerikson/patch-2,add s to be consistent with file name and title
13467,add s tk,
13468,fix: Change serivce to service in private_endpoint.html.markdown,
13469,fix failing tests for wvd resources,
13470,Merge branch 'master' of github.com:terraform-providers/terraform-provider-azurerm,
13471,Update application_gateway.html.markdown (#8759),Add information about Multi site listener type.
13472,Update CHANGELOG.md for #8549,
13473,Update azurerm_security_center_subscription_pricing (#8549),
13474,Update changelog for #8300,
13475,"azurerm_kubernetes_cluster_node_pool - node_count, min_node, and max_node can now be set to 0 (#8300)",
13476,some misc code cleanup and organization (#8750),
13477,recommit standard sku,
13478,ACR formatting,
13479,Merge remote-tracking branch 'upstream/master' into acr_policy,
13480,remove policies block,
13481,sku block has been deprecated (#8747),sku block has been deprecated - updated example code
13482,Removed azuread dependency wherever applicable for AAD Diagnostic settings (#8580),"Co-authored-by: Priyanka Ranganath pranganath@salesforce.com …ting feature This PR is for removing azuread dependency from azurerm wherever applicable. I have implemented azure AD diagnostic settings feature in azuread provider. But I am unable to test them due to cyclic dependency between azurerm and azuread providers. To avoid that, this PR has removed azuread dependencies wherever applicable and provided equivalent functions for the same."
13483,Corrected the example given,"The example is specifying the RG name in Azure as ""example"" but in the shell command example given the RG name is ""group1"" thus this change is correcting the HCL script to match the name ""group1""."
13484,update CHANGELOG.md for #8308,
13485,azurerm_mssql_database support 0 for  min_capacity (#8308),Co-authored-by: kt kt@katbyte.me Fix #8226
13486,update CHANGELOG.md for #8682,
13487,[azurerm_function_app] App Settings should be Computed (#8682),"Function Apps should have computed App Settings just like App Services do, since they are effectively two different offshoots of the same resource type behind the scenes. Also required as discussed in this thread"
13488,update CHANGELOG.md for #7898,
13489,Update CHANGELOG-v2.md,
13490,Update azurerm_backup_policy_vm -  check for <7 daily backups (#7898),"Fixes #7792 (If there's a better way to do this, please let me know.)"
13491,CI fixes,
13492,update/move function to utils. Change name of application_group_reference_id to application_group_id,
13493,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_host_pool_resource.go,Co-authored-by: kt kt@katbyte.me
13494,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_application_group_resource.go,Co-authored-by: kt kt@katbyte.me
13495,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_host_pool_resource_test.go,Co-authored-by: kt kt@katbyte.me
13496,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_application_group_resource_test.go,Co-authored-by: kt kt@katbyte.me
13497,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_workspace_resource_test.go,Co-authored-by: kt kt@katbyte.me
13498,Update azurerm/internal/services/desktopvirtualization/virtual_desktop_workspace_resource_test.go,Co-authored-by: kt kt@katbyte.me
13499,Update website/docs/r/virtual_desktop_workspace.html.markdown,Co-authored-by: kt kt@katbyte.me
13500,Update vendor modules,Signed-off-by: flo_02_mu f.l.o.mueller@web.de
13501,Add documentation for user assigned identity,Signed-off-by: flo_02_mu f.l.o.mueller@web.de
13502,Add support for user assigned identities,Signed-off-by: flo_02_mu f.l.o.mueller@web.de
13503,Example of AKS cluster with virtual nodes (Azure Container Instances) (#8722),This example is used to demonstrate how to provision an python functions app. It also contains sample python app that can be deployed.
13504,Example for deploying a Python based Azure Functions App. (#8724),This example is used to demonstrate how to provision an python functions app. It also contains sample python app that can be deployed.
13505,Documentation updates (#8734),"Spent some time going through all of the documentation and tried to find as many spelling errors as I could. I think this should be most, if not all."
13506,switch to secondary location for tests,
13507,Merge remote-tracking branch 'origin/master' into master-8605,
13508,Update changelog for #8623,
13509,UPDATE azurerm_subnet documentation example (#8729),"Hi, just a small PR but if anyone will read the documentation and the examples, they will always use the deprecated property. All examples should be changed to the new property address_prefix to adress_prefixed Br Tobi"
13510,azurerm_mssql_virtual_machine - Add support for storage_configuration_settings (#8623),
13511,Update changelog for #8699,
13512,azurerm_appplication_insights - Add support for connection_string #8699,
13513,Update changelog for #8361,
13514,mssql_server: add minimal_tls_version property (#8361), mssql_server: add minimal_tls_version attribute  Co-authored-by: kt kt@katbyte.me
13515,Update changelog for #6761,
13516,New Resource: azurerm_service_fabric_mesh_application (#6761),
13517,Update changelog for #8586,
13518,azurerm_iothub - Support for public_network_access_enabled (#8586),
13519,update CHANGELOG.md for #8599,
13520,azurerm_app_service  - allow v6 IPs for the webapp ip_restriction property (#8599),Co-authored-by: kt kt@katbyte.me Should resolve #6423
13521,[template_deployment] Documentation typo fix (#8732),
13522,make terrafmt,
13523,"hotfix documentation should be ""Pooled"" for host pool",
13524,"hotfix documentation should be ""Pooled"" for host pool",
13525,cleanup + move to latest sdk api version + website build,
13526,Merge pull request #8720 from borkod/network-policy-calico-fix,Network policy calico fix
13527,moving 2.30 - 2.21 into this file,
13528,splitting the changelog,
13529,updating to include #8642,
13530,Merge pull request #8642 from yupwei68/wyp-sdk-46.4.0,"Go-SDK upgrade to ""46.4.0"""
13531,Merge pull request #8723 from borkod/example-vm-role-assignment,Example: Azure VM role assignment
13532,Merge pull request #8715 from hfurubotten/fix/adf-d-docs,Scaffold azurerm_data_factory data documentation
13533,Update changelog for #8718,
13534,azurerm_dedicated_host - add support for DSv4-Type1 sku_name #8718,
13535,Updated README.,
13536,Updated README.,
13537,Fixed variables file.,
13538,Fixed example to actually use Calico Network policy.,
13539,scaffold azurerm_data_factory data documentation,
13540,Update changelog for #8687,
13541,azurerm_key_vault_certificate_issuer - org_id is now optional #8687,
13542,Cleanup after v2.30.0 release,
13543,v2.30.0,
13544,update CHANGELOG.md for #8667,
13545,Add waiting logic for azurerm_monitor_metric_alert (#8667),fixes #8636
13546,Doc Fix: azurerm_postresql_virtual_network_rule  replace Basic with GeneralPurpose for sku_name #8713,
13547,updating to include #8672,
13548,Merge pull request #8672 from terraform-providers/f/template-deployment-resources,New Resources: azurerm_(resource_group|subscription)_template_deployment
13549,Update CHANGELOG.md for #8670,
13550,azurerm_key_vault - add support for enable_rbac_authorization (#8670),
13551,updating to include #8707,
13552,Merge pull request #8707 from sirlatrom/sirlatrom/azurerm-analysis-services-8705,Add two new SKUs to azurerm_analysis_services_server
13553,Merge pull request #8706 from hfurubotten/fix/ase-d-docs,Scaffold azurerm_app_service_environment data docs
13554,Update website/docs/r/resource_group_template_deployment.html.markdown,Co-authored-by: Steve 11830746+jackofallops@users.noreply.github.com
13555,Add two new SKUs to azurerm_analysis_services_server,Fixes terraform-providers/terraform-provider-azurerm#8705 Signed-off-by: sirlatrom sune.keller+github@gmail.com
13556,scaffold azurerm_app_service_environment data docs,
13557,fmt container registry tests,
13558,add support for container registry policies,
13559,container registry update sku and sku-dependent attributes at the same time,
13560,update changelog for #8556,
13561,terrafmt,
13562,updating to include #8688,
13563,Merge pull request #8688 from r0bnet/bump-iothub-api-version,Use IoT Hub API version 2020-03-01 instead 2019-03-22-preview
13564,go mod tidy,
13565,tests for the features block,
13566,gosimple,
13567,features: documenting the new template_deployment features block,
13568,r/template_deployment: documenting that this resource has been superseded,
13569,website: adding to the sidebar,
13570,New Resource: azurerm_subscription_template_deployment,
13571,New Resource:,
13572,r/template_deployment: adding a common file containing common logic,
13573,r/template_deployment: adding validation for the template deployment name,
13574,r/template_deployment: adding ID Parsers/Formatters for Resource Group/Subscription ID's,
13575,features: adding a toggle for purging nested items during deletion,
13576,features: adding a feature toggle (and deprecation wrapper) for 3.0,"There's no plans to do 3.0 anytime soon, but this allows us to start laying the groundwork for it - so that we don't have to circle back and deprecate a ton of things conditionally later."
13577,resources: updating to use API version 2020-06-01,
13578,use API version 2020-03-01 instead 2019-03-22-preview,
13579,Update changelog for #8627,
13580,Update azurerm_linux|windows_virtual_machine_scale_set - Fix #8422 (#8627),
13581,update CHANGELOG.md for #8659,
13582,storage_management_policy - support appendBlob for blob_types (#8659),Append Blob now supports Blob Lifecycle Management and will be added to the validation. azure.microsoft.com/en-us/updates/azure-blob-storage-lifecycle-management-now-supports-append-blobs Docs: docs.microsoft.com/en-us/azure/storage/blobs/storage-lifecycle-management-concepts?tabs=azure-portal#rule-filters
13583,update CHANGELOG.md for #8646,
13584,azurerm_servicebus_subscription_rule - support correlation_filter.properties (#8646),Co-authored-by: kt kt@katbyte.me Fix #8350
13585,Update CHANGELOG.md,
13586,Inclusive language updates (#8638),
13587,Added vm role assignment example,
13588,azurerm_container_group: change nameservers type to list to keep order (#8651),"The DNS name server order is honored by Azure, and should be kept from UI. Since some users might define the name servers order explicitly."
13589,Typo fix (#8664),
13590,Merge branch 'master' of github.com:terraform-providers/terraform-provider-azurerm,
13591,cleanup,
13592,update CHANGELOG.md for #8078,
13593,azurerm_hpc_cache: update API version to 2020-03-01 and support mtu and root_squash_enabled properties (#8078),"Update API version of storagecache from 2019-11-01 to 2020-03-01, which supports network/security settings for hpc cache. Meanwhile, the model of hpc cache target (nfs/cls) are changed into using discriminator. Hence those files are also modified to compile. There should be no breaking change introduced by this PR. (fixes #8021)"
13594,Merge branch 'master' of github.com:DanielMabbett/terraform-provider-azurerm,
13595,Update azurerm/internal/services/desktopvirtualization/tests/virtual_desktop_workspace_resource_test.go,Co-authored-by: kt kt@katbyte.me
13596,Update azurerm/internal/services/desktopvirtualization/tests/virtual_desktop_host_pool_resource_test.go,Co-authored-by: kt kt@katbyte.me
13597,Update azurerm/internal/services/desktopvirtualization/tests/virtual_desktop_application_group_resource_test.go,Co-authored-by: kt kt@katbyte.me
13598,Update website/docs/r/virtual_desktop_application_group.html.markdown,Co-authored-by: kt kt@katbyte.me
13599,move test files and remove multiline comment,
13600,Merge pull request #8652 from shibayan/fix-cosmos-typo,Fix typo in cosmosdb_account.html.markdown
13601,Fix typo in cosmosdb_account.html.markdown,
13602,Update address_space attribute description (#8641),The output of the address_space attribute is a list of strings as documented in its corresponding data block: terraform.io/docs/providers/azurerm/d/virtual_network.html#address_space.
13603,azurerm_subnet_network_security_group_association error message update (#8644),Fix #8620
13604,update CHANGELOG.md for #8648,
13605,Validate Service Bus Topic and Queue max_size_in_megabytes (#8648),Adds validation for max_size_in_megabytes for Azure Service Bus Topics and Queues Acceptance test status for affected resources as of 2f87399
13606,fist => first typo correction (#8650),
13607,update CHANGELOG.md for #7912,update CHANGELOG.md for #7912
13608,azurerm_container_group - Support of dns_config (#7912),Closes #6360  This PR attempts to add in the DNS config functionality for ACI. Please let me know if I missed something for the AzureRM provider. I think? I hit all the required terraform bits. Reference to the JSON schema for ACI below that I implemented. https://github.com/Azure/azure-rest-api-specs/blob/21f0dcbb89544101d79be7fc889a86ce0911901b/specification/containerinstance/resource-manager/Microsoft.ContainerInstance/stable/2018-10-01/examples/ContainerGroupsCreateOrUpdate.json#L73
13609,update,
13610,upgrade sdk,
13611,update CHANGELOG.md for #8639,
13612,Add support for sku S for azurerm_cognitive_account (#8639),fixes #8613
13613,cosmosdb - move tests to cosmos_test package (#8637),
13614,update CHANGELOG.md for #6189,
13615,New Resource azurerm_cosmosdb_sql_storedprocedure (#6189),Co-authored-by: Jack Batzner jbatznj@jci.com Co-authored-by: kt kt@katbyte.me Add new resource azurerm_cosmosdb_sql_storedprocedure to cover part of #5979 === RUN TestAccAzureRMCosmosDbSqlStoredProcedure_basic === PAUSE TestAccAzureRMCosmosDbSqlStoredProcedure_basic === CONT TestAccAzureRMCosmosDbSqlStoredProcedure_basic --- PASS: TestAccAzureRMCosmosDbSqlStoredProcedure_basic (1347.06s) === RUN TestAccAzureRMCosmosDbSqlStoredProcedure_update === PAUSE TestAccAzureRMCosmosDbSqlStoredProcedure_update === CONT TestAccAzureRMCosmosDbSqlStoredProcedure_update --- PASS: TestAccAzureRMCosmosDbSqlStoredProcedure_update (1704.64s)
13616,update CHANGELOG.md for #8295,
13617,Update azurerm_cosmosdb_account - support zone redundancy (#8295),Fixes #8010
13618,Azurerm role assignment doc (#8621),The principal_id is supposed to be the object_id of the azurerm_client_config rather than the client_id.
13619,update CHANGELOG.md for #8504,
13620,azurerm_logic_app_workflow - support for integration_service_environment_id (#8504),"Separate work done by @jackofallops on #8315 to unblock workflow ISE property, while integration account is waiting on upstream fix."
13621,Location was not described (#8635),
13622,Refactor IotHub RP (#8622),
13623,update CHANGELOG.md for #8602,
13624,azurerm_cosmosdb_mongo_collection order of  compound keys in index matters (#8602),Fix #8572. Confirmed from service team: Azure/azure-rest-api-specs#10909
13625,update CHANGELOG.md for #8601,
13626,Update validation for scope of azurerm_lighthouse_assignment (#8601),fixes #8573
13627,doc: Add querystring caching behaviour precision (#8612),
13628,update CHANGELOG.md for #8556,
13629,New resource: azurerm_ip_groups (#8556),azurerm_firewall_network_rule_collection: support destination_ip_groups and source_ip_groups for rules azurerm_firewall_nat_rule_collection: support source_ip_groups for rules azurerm_firewall_application_rule_collection: support source_ip_groups for rules azurerm_ip_groups new resource and data source Closes: #7047
13630,azurerm_app_service_virtual_network_swift_connection - prevent a panic (#8616),Signed-off-by: Sune Keller absukl@almbrand.dk
13631,Cleanup after v2.29.0 release,
13632,v2.29.0,
13633,updating to include #8568,
13634,Merge pull request #8568 from njuCZ/spring_cloud_vnet_integration,azurerm_spring_cloud_service - support virtual network integration
13635,updating to include #7601,
13636,Merge pull request #7601 from magodo/upgrade_remaining_network_resources_to_2020-05-01,upgrade network to 2020-05-01 for vhub(conn) & vwan
13637,Fixed linting issues and documentation terraform code formatting. Still need to fix vendor issues,
13638,fix documentation association,
13639,Revert test package back to original,
13640,Merge branch 'master' of github.com:terraform-providers/terraform-provider-azurerm,
13641,updating to include #8592,
13642,Merge pull request #8592 from terraform-providers/deps/azure-sdk-v46.3,updating to v46.3.0 of github.com/Azure/azure-sdk-for-go
13643,"Revert ""Update check-test-package.sh""",This reverts commit d398b20c207d498e619d8777b1c8909f44552fb0.
13644,Merge branch 'master' of github.com:DanielMabbett/terraform-provider-azurerm,
13645,Update check-test-package.sh,
13646,Update network_interface_application_security_group_association_resource_test.go,
13647,F/wvd (#1),  init   add client.go. fix check test package sh   init add client + go mod addition   working client   initial work for virtual desktop workspace   init host pool resource   add host pool resource   add app group   add workspace application group association resource   update association tests   update app association and host pool   added documentation desktopvirtualization   Update virtual desktop resources   simpler error step for testing association 
13648,Merge branch 'master' of github.com:terraform-providers/terraform-provider-azurerm,
13649,update,
13650,go mod tidy,
13651,Merge pull request #8590 from njuCZ/issue_8501,update doc - azurerm_kubernetes_cluster
13652,Update changelog for #8290,
13653,Merge pull request #8290 from jake-scott/iss6642-vnet-in-additional-locs,API Manager: Support for virtual network mode with additional locations
13654,vendoring the updated azure sdk,
13655,dependencies: updating to v46.3.0 of github.com/Azure/azure-sdk-for-go,
13656,update doc - azurerm_kubernetes_cluster,
13657,Merge pull request #8588 from njuCZ/issue_8547,update doc - azurerm_role_definition and azurerm_role_assignment
13658,update,
13659,update doc - azurerm_role_definition and azurerm_role_assignment,
13660,API Manager: Support for virtual network mode with additional locations,"Fixes: #6642 Adds support for virtual_network_configuration blocks within an additional_location block, to support multipl locations in Internal or External vnet mode. Addionally adds private_ip_addresses to the API Management data source and updates the documentation."
13661,Merge pull request #8569 from terraform-providers/b/storage-clients,r/storage: fixing the clients to be pointers
13662,support virtual network integration - azurerm_spring_cloud_service,
13663,r/storage: fixing the clients to be pointers,
13664,Update changelog for #8557,
13665,azurerm_search_service - Add support for allowed_ips (#8557),
13666,go fmt,
13667,Merge remote-tracking branch 'upstream/master' into upgrade_remaining_network_resources_to_2020-05-01,
13668,Merge remote-tracking branch 'upstream/master' into upgrade_remaining_network_resources_to_2020-05-01,
13669,update CHANGELOG.md for #8270,
13670,Update azurerm_policy_set_definition - Support to use non-string typed parameter values in policy_definition_reference block (#8270),Fixes #8159
13671,update CHANGELOG.md for #7390,
13672,new resource: azurerm_firewall_policy (#7390),Co-authored-by: kt kt@katbyte.me fixes #7319 fixes #7368 fixes #8363
13673,update CHANGELOG.md for #8477,
13674,dependencies: update ACR client to 2019-05-01 (#8477),continuing merge from #8063 breaking change for ACR storage account: update forces new resource to be created. to open path for creating/setting Policies on ACR
13675,explicitly set the deprecated proerpties to false,
13676,update CHANGELOg.md for #8125,
13677,New resource azurerm_mysql_server_key - Add CMK support (#8125),Adding customer managed key support for mySQL server
13678,update CHANGELOG.md for #8461,
13679,azurerm_cosmosdb_sql_container - support for indexing_policy (#8461),Allows for the setting of indexing policies on Cosmos DB SQL Containers. Completes the work from #5546. Test status as of e06ca00
13680,update CHANGELOG.md for #8126,
13681,New resource azurerm_postgresql_server_key - Add CMK support (#8126),Adding customer managed key support for postgreSQL Server Fixes #7811
13682,Merge remote-tracking branch 'origin/master' into upgrade_remaining_network_resources_to_2020-05-01,
13683,update CHANGLOG.md for #8533,
13684,azurerm_cosmosdb_account - support the Serverless value for the capabilities property (#8533),
13685,update CHANGELOG.md for #7917,
13686,New data source azurerm_mssql_server and new block restorable_dropped_databases in azuerrm_mssql_server (#7917),"Fix #6502 7594 === RUN TestAccAzureRMMsSqlDatabase_createRestoreMode === PAUSE TestAccAzureRMMsSqlDatabase_createRestoreMode === CONT TestAccAzureRMMsSqlDatabase_createRestoreMode --- PASS: TestAccAzureRMMsSqlDatabase_createRestoreMode (2016.02s) Sql server listing recoverableDatabases Api has problems, thus it's excluded in the PR: Azure/azure-rest-api-specs#10162"
13687,updating to include #8541,
13688,Merge pull request #8541 from terraform-providers/b/signalr-delta-updates,r/signalr: support for delta updates
13689,fixing the tests,
13690,updating to include #8411,
13691,Merge pull request #8411 from ArcturusZhang/update-v46.1.0-sdk,Update azure-sdk-for-go to v46.1.0
13692,updating to include #8542,
13693,Merge pull request #8542 from NilsBusche/feature/license_type-update,windows_virtual_machine: Allow updating license_type without recreation.
13694,updating to include #8531,
13695,Merge pull request #8531 from terraform-providers/b/app-service-ado-bug,azurerm_app_service && azurerm_function_app - don't try to manage source_control when scm_type is VSTSRM
13696,r/windows_virtual_machine: adding a dif suppressfunc when 'licenceType' is set to 'none',
13697,updating to include #8503,
13698,Merge pull request #8503 from njuCZ/issue_8493,find system node pool as a fallback - azurerm_kubernetes_cluster
13699,r/signalr_service: adding missing features,The API adds features in the backgorund which can't be removed - this adds them in.
13700,windows_virtual_machine: Add test for updating license_type.,
13701,r/signalr: support for delta updates,
13702,r/api_management: sending an identity type of none on updates if unspecified,
13703,windows_virtual_machine: Allow updating license_type without recreation.,
13704,update CHANGEOG.md to include #8502,
13705,New data source: azurerm_databricks_workspace (#8502),Fixes #8475
13706,update CHANGELOG.md for #8464,
