Index,Message,Description,Message Abstract,Description Abstract
259,Update CircleCI example (#8829),Merge pull request 8829,Update CircleCI example (#8829),Merge pull request 8829
260,Release :gem: 4.2.1,,Release :gem: 4.2.1,
261,Update history to reflect merge of #8818 [ci skip],,Update history to reflect merge of #8818 [ci skip],
262,Release post for v4.2.1 (#8818),Merge pull request 8818,Release post for v4.2.1 (#8818),Merge pull request 8818
263,Update history to reflect merge of #8821 [ci skip],,Update history to reflect merge of #8821 [ci skip],
264,Remove the warning about auto-regeneration on Windows (#8821),Merge pull request 8821,Remove the warning about auto-regeneration on Windows (#8821),Merge pull request 8821
265,Update history to reflect merge of #8813 [ci skip],,Update history to reflect merge of #8813 [ci skip],
266,Move Frank to Emeritus Core Team Members (#8813),Merge pull request 8813,Move Frank to Emeritus Core Team Members (#8813),Merge pull request 8813
267,Update history to reflect merge of #8812 [ci skip],,Update history to reflect merge of #8812 [ci skip],
268,Remove AWS Amplify from the showcase (#8812),Merge pull request 8812,Remove AWS Amplify from the showcase (#8812),Merge pull request 8812
269,Update history to reflect merge of #8798 [ci skip],,Update history to reflect merge of #8798 [ci skip],
270,Always hide cache-dir contents from Git (#8798),Merge pull request 8798,Always hide cache-dir contents from Git (#8798),Merge pull request 8798
271,Update history to reflect merge of #8797 [ci skip],,Update history to reflect merge of #8797 [ci skip],
272,Update feature_request.md (#8797),Merge pull request 8797,Update feature_request.md (#8797),Merge pull request 8797
273,Update history to reflect merge of #8811 [ci skip],,Update history to reflect merge of #8811 [ci skip],
274,Prefer Libera. Remove Freenode (#8811),Merge pull request 8811,Prefer Libera. Remove Freenode (#8811),Merge pull request 8811
275,Update history to reflect merge of #8803 [ci skip],,Update history to reflect merge of #8803 [ci skip],
276,Update index.html (#8803),Merge pull request 8803,Update index.html (#8803),Merge pull request 8803
277,Update history to reflect merge of #8620 [ci skip],,Update history to reflect merge of #8620 [ci skip],
278,"Revert #7253: ""Don't reset site.url to localhost:4000 by default"" (#8620)",Merge pull request 8620,"Revert #7253: ""Don't reset site.url to localhost:4000 by default"" (#8620)",Merge pull request 8620
279,Update history to reflect merge of #8807 [ci skip],,Update history to reflect merge of #8807 [ci skip],
280,Goodbye Frank. We'll miss you. 💔 (#8807),Merge pull request 8807,Goodbye Frank. We'll miss you. 💔 (#8807),Merge pull request 8807
281,Utilize previously allocated local variable,Follow-up to aa9a416,Utilize previously allocated local variable,Follow-up to aa9a416
282,Update history to reflect merge of #8777 [ci skip],,Update history to reflect merge of #8777 [ci skip],
283,Update troubleshooting.md (#8777),Merge pull request 8777,Update troubleshooting.md (#8777),Merge pull request 8777
284,Update history to reflect merge of #8786 [ci skip],,Update history to reflect merge of #8786 [ci skip],
285,Fix regression in Convertible module from v4.2.0  (#8786),Merge pull request 8786,Fix regression in Convertible module from v4.2.0  (#8786),Merge pull request 8786
286,Remove trailing whitespace in _config.yml template (#8774),,Remove trailing whitespace in _config.yml template (#8774),
287,Fix RuboCop offenses in tests,,Fix RuboCop offenses in tests,
288,Update history to reflect merge of #8623 [ci skip],,Update history to reflect merge of #8623 [ci skip],
289,Tags:Highlight: Decomposed HTMLLegacy formatter (#8623),Merge pull request 8623,Tags:Highlight: Decomposed HTMLLegacy formatter (#8623),Merge pull request 8623
290,Update history to reflect merge of #8756 [ci skip],,Update history to reflect merge of #8756 [ci skip],
291,Respect collections_dir config within include tag (#8756),Merge pull request 8756,Respect collections_dir config within include tag (#8756),Merge pull request 8756
292,Update history to reflect merge of #8693 [ci skip],,Update history to reflect merge of #8693 [ci skip],
293,Fixing URL in MacOS install for rbenv-doctor (#8693),Merge pull request 8693,Fixing URL in MacOS install for rbenv-doctor (#8693),Merge pull request 8693
294,Update history to reflect merge of #8293 [ci skip],,Update history to reflect merge of #8293 [ci skip],
295,"Enable Rubocop accessor grouping, fix existing offenses (#8293)",Merge pull request 8293,"Enable Rubocop accessor grouping, fix existing offenses (#8293)",Merge pull request 8293
296,Update history to reflect merge of #8718 [ci skip],,Update history to reflect merge of #8718 [ci skip],
297,use location.protocol to inject the livereload script instead of forcing http (#8718),Merge pull request 8718,use location.protocol to inject the livereload script instead of forcing http (#8718),Merge pull request 8718
298,Update history to reflect merge of #8741 [ci skip],,Update history to reflect merge of #8741 [ci skip],
299,Update rubocop from 1.12 to 1.18 and min ruby from 2.4 to 2.5 (#8741),Merge pull request 8741,Update rubocop from 1.12 to 1.18 and min ruby from 2.4 to 2.5 (#8741),Merge pull request 8741
300,Update history to reflect merge of #8684 [ci skip],,Update history to reflect merge of #8684 [ci skip],
301,Improve GitHub Flavored Markdown Docs (#8684),Merge pull request 8684,Improve GitHub Flavored Markdown Docs (#8684),Merge pull request 8684
302,Update history to reflect merge of #8740 [ci skip],,Update history to reflect merge of #8740 [ci skip],
303,Bump check-spelling/check-spelling from 0.0.18 to 0.0.19 (#8740),Merge pull request 8740,Bump check-spelling/check-spelling from 0.0.18 to 0.0.19 (#8740),Merge pull request 8740
304,Update history to reflect merge of #8706 [ci skip],,Update history to reflect merge of #8706 [ci skip],
305,"IRC networks - Libera, Freenode (#8706)",Merge pull request 8706,"IRC networks - Libera, Freenode (#8706)",Merge pull request 8706
306,Update history to reflect merge of #8701 [ci skip],,Update history to reflect merge of #8701 [ci skip],
307,Update windows.md (#8701),Merge pull request 8701,Update windows.md (#8701),Merge pull request 8701
308,Update history to reflect merge of #8727 [ci skip],,Update history to reflect merge of #8727 [ci skip],
309,"Add 'webrick' warning note to ""Quickstart"" Docs (#8727)",Merge pull request 8727,"Add 'webrick' warning note to ""Quickstart"" Docs (#8727)",Merge pull request 8727
310,Update history to reflect merge of #8425 [ci skip],,Update history to reflect merge of #8425 [ci skip],
311,Optimize Jekyll::Utils.parse_date (#8425),Merge pull request 8425,Optimize Jekyll::Utils.parse_date (#8425),Merge pull request 8425
312,Update history to reflect merge of #8681 [ci skip],,Update history to reflect merge of #8681 [ci skip],
313,"Improve the ""Markdown Options"" Docs (#8681)",Merge pull request 8681,"Improve the ""Markdown Options"" Docs (#8681)",Merge pull request 8681
314,Update history to reflect merge of #8680 [ci skip],,Update history to reflect merge of #8680 [ci skip],
315,fix(security):  CVE-2021-28834 (#8680),Merge pull request 8680,fix(security):  CVE-2021-28834 (#8680),Merge pull request 8680
316,Update expect.txt,,Update expect.txt,
317,Update expect.txt,,Update expect.txt,
318,Update History.markdown,,Update History.markdown,
319,Update history to reflect merge of #8478 [ci skip],,Update history to reflect merge of #8478 [ci skip],
320,Add step to set SDKROOT (#8478),Merge pull request 8478,Add step to set SDKROOT (#8478),Merge pull request 8478
321,Update history to reflect merge of #8471 [ci skip],,Update history to reflect merge of #8471 [ci skip],
322,Add formcarry to forms section (#8471),Merge pull request 8471,Add formcarry to forms section (#8471),Merge pull request 8471
323,Update history to reflect merge of #8585 [ci skip],,Update history to reflect merge of #8585 [ci skip],
324,Load Jekyll plugins from BUNDLE_GEMFILE location (#8585),Merge pull request 8585,Load Jekyll plugins from BUNDLE_GEMFILE location (#8585),Merge pull request 8585
325,Update history to reflect merge of #8676 [ci skip],,Update history to reflect merge of #8676 [ci skip],
326,"Revert ""style: run rubocop -a"" (#8676)",Merge pull request 8676,"Revert ""style: run rubocop -a"" (#8676)",Merge pull request 8676
327,Update history to reflect merge of #8677 [ci skip],,Update history to reflect merge of #8677 [ci skip],
328,Update expect to cover docs/_posts (#8677),Merge pull request 8677,Update expect to cover docs/_posts (#8677),Merge pull request 8677
329,Update history to reflect merge of #8675 [ci skip],,Update history to reflect merge of #8675 [ci skip],
330,Spell check action for markdown documentation (#8675),Merge pull request 8675,Spell check action for markdown documentation (#8675),Merge pull request 8675
331,Update history to reflect merge of #7834 [ci skip],,Update history to reflect merge of #7834 [ci skip],
332,Improvements to CSS (#7834),Merge pull request 7834,Improvements to CSS (#7834),Merge pull request 7834
333,Update history to reflect merge of #8614 [ci skip],,Update history to reflect merge of #8614 [ci skip],
334,Use official Ruby setup GH action (#8614),Merge pull request 8614,Use official Ruby setup GH action (#8614),Merge pull request 8614
335,Correct a typo for word (#8674),,Correct a typo for word (#8674),
336,Update history to reflect merge of #8587 [ci skip],,Update history to reflect merge of #8587 [ci skip],
337,Add documentation for Sass configuration options (#8587),Merge pull request 8587,Add documentation for Sass configuration options (#8587),Merge pull request 8587
338,Update history to reflect merge of #8652 [ci skip],,Update history to reflect merge of #8652 [ci skip],
339,Update third-party.md (#8652),Merge pull request 8652,Update third-party.md (#8652),Merge pull request 8652
340,Update history to reflect merge of #8624 [ci skip],,Update history to reflect merge of #8624 [ci skip],
341,Specify default port and host for serve commands (#8624),Merge pull request 8624,Specify default port and host for serve commands (#8624),Merge pull request 8624
342,Update history to reflect merge of #8656 [ci skip],,Update history to reflect merge of #8656 [ci skip],
343,razorops cicd added (#8656),Merge pull request 8656,razorops cicd added (#8656),Merge pull request 8656
344,Update history to reflect merge of #8654 [ci skip],,Update history to reflect merge of #8654 [ci skip],
345,style: run rubocop -a (#8654),Merge pull request 8654,style: run rubocop -a (#8654),Merge pull request 8654
346,chore(styles): align hash,,chore(styles): align hash,
347,Update history to reflect merge of #8646 [ci skip],,Update history to reflect merge of #8646 [ci skip],
348,docs: clarify where .jekyll-metadata comes from (#8646),Merge pull request 8646,docs: clarify where .jekyll-metadata comes from (#8646),Merge pull request 8646
349,"Action configuration to use ""main"" as default repo (#8578)","Updates the action configuration to use ""main"" as default repository name The default GitHub branch when creating a repository is now ""main"" and no longer ""master"", but included a comment for those with older repositories. https://github.com/github/renaming https://www.zdnet.com/article/github-to-replace-master-with-main-starting-next-month/ Co-authored-by: Frank Taillandier frank.taillandier@gmail.com","Action configuration to use ""main"" as default repo (#8578)","Updates the action configuration to use ""main"" as default repository name The default GitHub branch when creating a repository is now ""main"" and no longer ""master"", but included a comment for those with older repositories. link link/ Co-authored-by: Frank Taillandier frank.taillandier@gmail.com"
350,Update history to reflect merge of #8648 [ci skip],,Update history to reflect merge of #8648 [ci skip],
