Index,Message,Description,Message Abstract,Description Abstract
3472,Port objectFit module to plugin,,Port objectFit module to plugin,
3473,"Port objectPosition module to plugin, conditionally load plugins based on modules config",,"Port objectPosition module to plugin, conditionally load plugins based on modules config",
3474,Port opacity module to plugin,,Port opacity module to plugin,
3475,Port outline module to plugin,,Port outline module to plugin,
3476,Port overflow module to plugin,,Port overflow module to plugin,
3477,Port padding module to plugin,,Port padding module to plugin,
3478,Port pointerEvents module to plugin,,Port pointerEvents module to plugin,
3479,Port position module to plugin,,Port position module to plugin,
3480,Port resize module to plugin,,Port resize module to plugin,
3481,Port shadows module to plugin,,Port shadows module to plugin,
3482,Port svgFill module to plugin,,Port svgFill module to plugin,
3483,Port svgStroke module to plugin,,Port svgStroke module to plugin,
3484,Port tableLayout module to plugin,,Port tableLayout module to plugin,
3485,Port textAlign module to plugin,,Port textAlign module to plugin,
3486,Port textColors module to plugin,,Port textColors module to plugin,
3487,Port text sizes and text style modules to plugins,,Port text sizes and text style modules to plugins,
3488,Port tracking module to plugin,,Port tracking module to plugin,
3489,Port verticalAlign module to plugin,,Port verticalAlign module to plugin,
3490,Port visibility module to plugin,,Port visibility module to plugin,
3491,Port width and whitespace modules to plugins,,Port width and whitespace modules to plugins,
3492,Port zIndex module to default plugin,,Port zIndex module to default plugin,
3493,Accept plugins as separate processPlugins arg,,Accept plugins as separate processPlugins arg,
3494,Merge pull request #621 from tailwindcss/delete-unused-variant-modules,Delete unused variant modules,Merge pull request #621 from tailwindcss/delete-unused-variant-modules,Delete unused variant modules
3495,Delete unused variant modules,,Delete unused variant modules,
3496,Merge pull request #618 from tailwindcss/update-postcss-dependencies,Update PostCSS dependencies,Merge pull request #618 from tailwindcss/update-postcss-dependencies,Update PostCSS dependencies
3497,Update prefixSelector for latest selector parser,,Update prefixSelector for latest selector parser,
3498,Get tests passing with updated dependencies,"Latest postcss-selector-parser tries to be more intelligent about handling escape sequences for you. This is awesome! But our original code was handling escaping ourselves, so this change gets the tests passing for now, with the intent to stop doing escaping ourselves in the near future and instead rely on postcss-selector-parser to handle it for us, since I'm positive their implementation is significantly more robust.",Get tests passing with updated dependencies,"Latest postcss-selector-parser tries to be more intelligent about handling escape sequences for you. This is awesome! But our original code was handling escaping ourselves, so this change gets the tests passing for now, with the intent to stop doing escaping ourselves in the near future and instead rely on postcss-selector-parser to handle it for us, since I'm positive their implementation is significantly more robust."
3499,Update PostCSS dependencies,,Update PostCSS dependencies,
3500,Merge pull request #619 from tailwindcss/prove-613-issue,Add failing tests for #613,Merge pull request #619 from tailwindcss/prove-613-issue,Add failing tests for #613
3501,Add test for creating responsive variants of classes with non-standard characters,,Add test for creating responsive variants of classes with non-standard characters,
3502,Add test for prefixing classes with non-standard characters,,Add test for prefixing classes with non-standard characters,
3503,Fix URL,,Fix URL,
3504,Add ability to configure background position utilities,,Add ability to configure background position utilities,
3505,0.7.3,,0.7.3,
3506,Remove nsp since it's dead,,Remove nsp since it's dead,
3507,Update tests for tailwind-output.css,,Update tests for tailwind-output.css,
3508,Update normalize.css to v8.0.1 ,Normalize 8.0.0 regressed behavior in IE incorrectly rendering main tags. Applying normalize.css 8.0.1 rules to preflight.css,Update normalize.css to v8.0.1 ,Normalize 8.0.0 regressed behavior in IE incorrectly rendering main tags. Applying normalize.css 8.0.1 rules to preflight.css
3509,Add CSS property comments,,Add CSS property comments,
3510,0.7.2,,0.7.2,
3511,Update fucking doc blocks,,Update fucking doc blocks,
3512,Add option to disable autoprefixer in CLI,,Add option to disable autoprefixer in CLI,
3513,0.7.1,,0.7.1,
3514,Update autoprefixer,,Update autoprefixer,
3515,Add object-position utilities,,Add object-position utilities,
3516,Add object-fit utilities,,Add object-fit utilities,
3517,Merge pull request #581 from tailwindcss/custom-modules-all,Allow modules: [...variants] syntax to bulk apply variants,Merge pull request #581 from tailwindcss/custom-modules-all,Allow modules: [...variants] syntax to bulk apply variants
3518,Allow modules: [...variants] syntax to bulk apply variants,,Allow modules: [...variants] syntax to bulk apply variants,
3519,Update jest,,Update jest,
3520,Apply all first-class variants using modules: all,,Apply all first-class variants using modules: all,
3521,0.7.0,,0.7.0,
3522,Promote pluginVariants from experiment to feature,,Promote pluginVariants from experiment to feature,
3523,Update lockfile,,Update lockfile,
3524,Merge pull request #579 from Ambyjkl/master,Undo CSS override for Chrome 62,Merge pull request #579 from Ambyjkl/master,Undo CSS override for Chrome 62
3525,Undo CSS override for Chrome 62,,Undo CSS override for Chrome 62,
3526,Merge pull request #576 from motleydev/master,Fix apostrophe in error,Merge pull request #576 from motleydev/master,Fix apostrophe in error
3527,Fix apostrophe in error,,Fix apostrophe in error,
3528,Merge pull request #573 from willemvb/patch-1,Update defaultConfig.stub.js,Merge pull request #573 from willemvb/patch-1,Update defaultConfig.stub.js
3529,Update defaultConfig.stub.js,Use trailing commas,Update defaultConfig.stub.js,Use trailing commas
3530,Update Slack invite link,,Update Slack invite link,
3531,Merge pull request #558 from MattStypa/init-no-comments,Adds --no-comments option to CLI init command,Merge pull request #558 from MattStypa/init-no-comments,Adds --no-comments option to CLI init command
3532,Added tests for CLI utils,,Added tests for CLI utils,
3533,Added ability to protect comments when --no-comments options is use for CLI init command,,Added ability to protect comments when --no-comments options is use for CLI init command,
3534,Switched to use strip-comments instead of Babel for CLI init command,,Switched to use strip-comments instead of Babel for CLI init command,
3535,CLI. Added --no-comments option to init commend,,CLI. Added --no-comments option to init commend,
3536,Merge pull request #554 from MattStypa/cli,CLI Beautification,Merge pull request #554 from MattStypa/cli,CLI Beautification
3537,0.6.6,,0.6.6,
3538,Code style updates,,Code style updates,
3539,"When no output file is specified for the build command, the result will be piped to stdout",,"When no output file is specified for the build command, the result will be piped to stdout",
3540,Remove component example reference from contributing guide,,Remove component example reference from contributing guide,
3541,Remove instructions for building docs,,Remove instructions for building docs,
3542,Enable shadowLookup by default,,Enable shadowLookup by default,
3543,Merge branch 'spiltcoffee-variant-fix',,Merge branch 'spiltcoffee-variant-fix',
3544,Add test for generating variants for multi-selector rules,,Add test for generating variants for multi-selector rules,
3545,Test no prefix apply with function prefix,,Test no prefix apply with function prefix,
3546,Refactor findClass,,Refactor findClass,
3547,Use existing prefixSelector function,,Use existing prefixSelector function,
3548,"fix code, test and style",,"fix code, test and style",
3549,Fix test for optional prefix (missing dash),,Fix test for optional prefix (missing dash),
3550,Fix travis issue (missed an opening bracket),,Fix travis issue (missed an opening bracket),
3551,Add test for optional prefix,,Add test for optional prefix,
3552,Implement optional prefix substitution in @apply,,Implement optional prefix substitution in @apply,
3553,Test no prefix apply with function prefix,,Test no prefix apply with function prefix,
3554,Refactor findClass,,Refactor findClass,
3555,Fixed linting error,,Fixed linting error,
3556,Changed Variant Generation to apply per selector in a ruleset (fixes #530),,Changed Variant Generation to apply per selector in a ruleset (fixes #530),
3557,Use existing prefixSelector function,,Use existing prefixSelector function,
3558,Reverted changes to processTailwindFeatures that would impact Webpack watch ability. As a result all commands also became Promise based,,Reverted changes to processTailwindFeatures that would impact Webpack watch ability. As a result all commands also became Promise based,
3559,"fix code, test and style",,"fix code, test and style",
3560,Fix test for optional prefix (missing dash),,Fix test for optional prefix (missing dash),
3561,Code style fixes,,Code style fixes,
3562,Fix travis issue (missed an opening bracket),,Fix travis issue (missed an opening bracket),
3563,Add test for optional prefix,,Add test for optional prefix,
3564,Implement optional prefix substitution in @apply,,Implement optional prefix substitution in @apply,
3565,Config stub path was incorrect,,Config stub path was incorrect,
3566,CLI tool will now print the correct usage information,,CLI tool will now print the correct usage information,
3567,Node hashbang is required for npm bin files,,Node hashbang is required for npm bin files,
3568,CLI tool rewrite,,CLI tool rewrite,
3569,Merge pull request #463 from paulozoom/feature/focus-within,Add :focus-within variant,Merge pull request #463 from paulozoom/feature/focus-within,Add :focus-within variant
3570,Merge branch 'master' into feature/focus-within,,Merge branch 'master' into feature/focus-within,
3571,Merge pull request #537 from ky-is/update-normalize-css,Update normalize.css to v8.0.0,Merge pull request #537 from ky-is/update-normalize-css,Update normalize.css to v8.0.0
3572,Merge pull request #550 from scottbedard/patch-1,Improve IE support for flex-1 utility,Merge pull request #550 from scottbedard/patch-1,Improve IE support for flex-1 utility
3573,fix failing tests,,fix failing tests,
3574,fix remaining shorthand cases for flexbug #6,see https://github.com/philipwalton/flexbugs#flexbug-6,fix remaining shorthand cases for flexbug #6,see link
3575,Improve IE support for flex-1 utility,closes #549,Improve IE support for flex-1 utility,closes #549
3576,Fix formatting,@benface,Fix formatting,@benface
3577,Standardize formatting,,Standardize formatting,
3578,Remove obsoleted override rule,"normalize.css 8 applies ""font-family: inherit"" to the same elements",Remove obsoleted override rule,"normalize.css 8 applies ""font-family: inherit"" to the same elements"
3579,Update to normalize.css v8.0.0,"Drops IE9, Android 4.3, Safari 8, iOS 8",Update to normalize.css v8.0.0,"Drops IE9, Android 4.3, Safari 8, iOS 8"
3580,0.6.5,,0.6.5,
3581,Merge pull request #533 from tailwindcss/preserve-zero-units,Preserve units for zero value properties,Merge pull request #533 from tailwindcss/preserve-zero-units,Preserve units for zero value properties
3582,Preserve units for zero value properties,,Preserve units for zero value properties,
3583,0.6.4,,0.6.4,
3584,Merge pull request #520 from tailwindcss/process-tailwind-features-together,Process tailwind features together,Merge pull request #520 from tailwindcss/process-tailwind-features-together,Process tailwind features together
3585,Rename lazyConfig to getConfig,,Rename lazyConfig to getConfig,
3586,Be more defensive about fetching input source file,,Be more defensive about fetching input source file,
3587,Process all Tailwind features as one big plugin,,Process all Tailwind features as one big plugin,
3588,Extract duplication to function,,Extract duplication to function,
3589,Fix style,,Fix style,
3590,Pass generated utilities around as array instead of root,"When you do something like container.before(someRoot), PostCSS actually mutates someRoot, leaving it empty and moving its contents before the container. container.before(arrayOfNodes) on the other hand does no weird mutation. This PR makes sure generatedUtilities is an array of nodes instead of a PostCSS container to avoid this unexpected mutation. It makes it a bit more work to walk those nodes if they need to be transformed, but I think it's worth the trade-off. Can always write a helper function around that if the boilerplate starts to feel repetitive.",Pass generated utilities around as array instead of root,"When you do something like container.before(someRoot), PostCSS actually mutates someRoot, leaving it empty and moving its contents before the container. container.before(arrayOfNodes) on the other hand does no weird mutation. This PR makes sure generatedUtilities is an array of nodes instead of a PostCSS container to avoid this unexpected mutation. It makes it a bit more work to walk those nodes if they need to be transformed, but I think it's worth the trade-off. Can always write a helper function around that if the boilerplate starts to feel repetitive."
3591,0.6.3,,0.6.3,
3592,Clone generatedUtilities before inserting,,Clone generatedUtilities before inserting,
3593,0.6.2,,0.6.2,
3594,Merge pull request #516 from tailwindcss/shadow-table,[Experiment] Allow @apply-ing utility classes that aren't explicitly defined but would be generated,Merge pull request #516 from tailwindcss/shadow-table,[Experiment] Allow @apply-ing utility classes that aren't explicitly defined but would be generated
3595,Merge pull request #517 from tailwindcss/variant-plugin-flag,Move plugin variant features behind experiment,Merge pull request #517 from tailwindcss/variant-plugin-flag,Move plugin variant features behind experiment
3596,Move plugin variant features behind experiment,,Move plugin variant features behind experiment,
3597,Remove duplicate test,,Remove duplicate test,
3598,Only enable shadow lookup if shadowLookup experiment is enabled,,Only enable shadow lookup if shadowLookup experiment is enabled,
3599,Refactor duplication,,Refactor duplication,
3600,Fallback to shadow table,,Fallback to shadow table,
3601,Merge pull request #505 from tailwindcss/variant-plugins,Support creating new variants through plugins (WIP),Merge pull request #505 from tailwindcss/variant-plugins,Support creating new variants through plugins (WIP)
3602,Add support for writing variant plugins with raw PostCSS API,,Add support for writing variant plugins with raw PostCSS API,
3603,Only process plugins once,,Only process plugins once,
3604,Wrap Tailwind plugins in new plugin to only unwrap config once,,Wrap Tailwind plugins in new plugin to only unwrap config once,
3605,Refactor duplication to use generateVariantFunction,,Refactor duplication to use generateVariantFunction,
3606,Support for basic variant generator plugins,"Allows you to write a plugin that registers a new variant but only allows you to modify the selector (like what our built-in generators do.) Next steps are to support variants that wrap rules with at-rules (like @supports for example), variants that can modify properties (as opposed to just selectors), and to give variant plugin authors control over how responsive variants interact with their own variants.",Support for basic variant generator plugins,"Allows you to write a plugin that registers a new variant but only allows you to modify the selector (like what our built-in generators do.) Next steps are to support variants that wrap rules with at-rules (like @supports for example), variants that can modify properties (as opposed to just selectors), and to give variant plugin authors control over how responsive variants interact with their own variants."
3607,Refactor process plugins to return an object,,Refactor process plugins to return an object,
3608,Generate variants based on the order specified in the modules config,,Generate variants based on the order specified in the modules config,
3609,Fix style,,Fix style,
3610,Merge pull request #504 from tailwindcss/table-layout,Add table layout module,Merge pull request #504 from tailwindcss/table-layout,Add table layout module
3611,Test config can be passed as object instead of path,,Test config can be passed as object instead of path,
3612,accept config as a js object,,accept config as a js object,
3613,Add table layout module,,Add table layout module,
3614,0.6.1,,0.6.1,
3615,Merge pull request #503 from tailwindcss/fix-shadow-outline,Fix shadow outline,Merge pull request #503 from tailwindcss/fix-shadow-outline,Fix shadow outline
3616,Update tests,,Update tests,
3617,Fix shadow-outline syntax,,Fix shadow-outline syntax,
3618,0.6.0,,0.6.0,
3619,Merge pull request #499 from tailwindcss/more-spacing-sizes,Add more default spacing sizes,Merge pull request #499 from tailwindcss/more-spacing-sizes,Add more default spacing sizes
3620,Add more default spacing sizes,...and matching height/width where spacers had them but sizes didn't.,Add more default spacing sizes,...and matching height/width where spacers had them but sizes didn't.
3621,Merge pull request #498 from tailwindcss/add-more-default-variants,Enable more variants by default,Merge pull request #498 from tailwindcss/add-more-default-variants,Enable more variants by default
3622,Enable more variants by default,,Enable more variants by default,
3623,Merge pull request #491 from tailwindcss/no-outline,"Add ""outline-none"" and ""shadow-outline"" utilities",Merge pull request #491 from tailwindcss/no-outline,"Add ""outline-none"" and ""shadow-outline"" utilities"
3624,"Remove default tabindex=""-1"" outline style in Preflight",,"Remove default tabindex=""-1"" outline style in Preflight",
3625,Enable focus varients for outlines by default,,Enable focus varients for outlines by default,
3626,Enable focus varients for shadows by default,,Enable focus varients for shadows by default,
3627,"Rename ""no-outline"" to ""outline-none"" instead",,"Rename ""no-outline"" to ""outline-none"" instead",
3628,Merge pull request #426 from adevade/patch-1,Add height: auto; to img tag in preflight,Merge pull request #426 from adevade/patch-1,Add height: auto; to img tag in preflight
3629,Merge pull request #497 from tailwindcss/add-screen-prefix-to-last-class,"Add variant prefix to last class in a selector, not the first",Merge pull request #497 from tailwindcss/add-screen-prefix-to-last-class,"Add variant prefix to last class in a selector, not the first"
3630,"Add variant prefix to last class in a selector, not the first",,"Add variant prefix to last class in a selector, not the first",
3631,Clean up tabs in preflight,,Clean up tabs in preflight,
3632,"Change no-outline utility value form ""none"" to ""0""",,"Change no-outline utility value form ""none"" to ""0""",
3633,Merge pull request #489 from tailwindcss/border-collapse,Add border collapse default styles and utilities,Merge pull request #489 from tailwindcss/border-collapse,Add border collapse default styles and utilities
3634,Merge pull request #469 from niallobrien/patch-1,Adds a style field to point to the compiled css,Merge pull request #469 from niallobrien/patch-1,Adds a style field to point to the compiled css
3635,Merge pull request #445 from hacknug/feature/overflow,Add overflow hidden classes for each axis,Merge pull request #445 from hacknug/feature/overflow,Add overflow hidden classes for each axis
3636,Add default shadow outline utility,,Add default shadow outline utility,
3637,"Add ""no-outline"" utility",,"Add ""no-outline"" utility",
3638,"Add ""border-collapse"" and ""border-separate"" utilities",,"Add ""border-collapse"" and ""border-separate"" utilities",
3639,"Add ""border-collapse: collapse"" table style in Preflight",,"Add ""border-collapse: collapse"" table style in Preflight",
3640,Merge pull request #483 from tailwindcss/fix-480,Use more robust existing library for escaping class names instead of homegrown regex,Merge pull request #483 from tailwindcss/fix-480,Use more robust existing library for escaping class names instead of homegrown regex
3641,Switch to more robust existing CSS escaping library,,Switch to more robust existing CSS escaping library,
3642,Test that class names in apply directives are escaped,,Test that class names in apply directives are escaped,
3643,Merge pull request #477 from DanielRuf/chore/test-nodejs-8-10,"chore: tests Node.js 8 and 10, remove PHP in CI config",Merge pull request #477 from DanielRuf/chore/test-nodejs-8-10,"chore: tests Node.js 8 and 10, remove PHP in CI config"
3644,"chore: tests Node.js 8 and 10, remove PHP in CI config",,"chore: tests Node.js 8 and 10, remove PHP in CI config",
3645,Update dependencies,,Update dependencies,
3646,Updates package.json to add a style field,,Updates package.json to add a style field,
3647,0.5.3,,0.5.3,
3648,Add focus-within variant,,Add focus-within variant,
3649,Merge pull request #462 from davemo/fix/cli-output-logging,add test harness for cli.js and stdout bugfix,Merge pull request #462 from davemo/fix/cli-output-logging,add test harness for cli.js and stdout bugfix
3650,add test harness for cli.js and stdout bugfix,"  when used on the CLI, lib/cli.js was writing the output of log statements to STDOUT; this caused consumers of the CLI who wanted to pipe the processed output (css) to other unix utilities to end up with invalid CSS due to the log messages appearing at the start and end of the files   this commit fixes this by replacing console.log with console.warn and console.error, which both write output to STDERR ",add test harness for cli.js and stdout bugfix,"when used on the CLI, lib/cli.js was writing the output of log statements to STDOUT; this caused consumers of the CLI who wanted to pipe the processed output (css) to other unix utilities to end up with invalid CSS due to the log messages appearing at the start and end of the files this commit fixes this by replacing console.log with console.warn and console.error, which both write output to STDERR"
3651,Add classes to set overflow visible on independent axis,,Add classes to set overflow visible on independent axis,
3652,Add overflow hidden classes for each axis (plus tests),,Add overflow hidden classes for each axis (plus tests),
3653,Merge pull request #442 from tailwindcss/preflight-sourcemaps,Add sourcemaps for replaced preflight styles,Merge pull request #442 from tailwindcss/preflight-sourcemaps,Add sourcemaps for replaced preflight styles
3654,Add sourcemaps for replaced preflight styles,,Add sourcemaps for replaced preflight styles,
3655,0.5.2,,0.5.2,
3656,Merge pull request #440 from tailwindcss/remove-nodemon,"Remove nodemon, add nsp check to test command",Merge pull request #440 from tailwindcss/remove-nodemon,"Remove nodemon, add nsp check to test command"
3657,"Remove nodemon, add nsp check to test command",,"Remove nodemon, add nsp check to test command",
3658,Update test,,Update test,
3659,Add height: auto; to img tag in preflight,,Add height: auto; to img tag in preflight,
3660,0.5.1,,0.5.1,
3661,Revert not-italic to roman,,Revert not-italic to roman,
3662,0.5.0,,0.5.0,
3663,Fix style,,Fix style,
3664,Test that container screens can just be an array,,Test that container screens can just be an array,
3665,Merge pull request #423 from tailwindcss/container-options,Add center and padding options to container plugin,Merge pull request #423 from tailwindcss/container-options,Add center and padding options to container plugin
3666,Add center and padding options to container plugin,,Add center and padding options to container plugin,
3667,Tweak comment in config,,Tweak comment in config,
3668,Remove special scrollbar styling for IE/Edge,,Remove special scrollbar styling for IE/Edge,
3669,Move CSS files to root for easier imports,,Move CSS files to root for easier imports,
3670,Build separate components dist file,,Build separate components dist file,
3671,Merge branch 'fedeTibaldo-master' into 0.5,,Merge branch 'fedeTibaldo-master' into 0.5,
3672,"Fix conflics, refactor variant generator",,"Fix conflics, refactor variant generator",
3673,Merge branch 'ryanscherler-patch-1' into 0.5,,Merge branch 'ryanscherler-patch-1' into 0.5,
3674,Sort cursor utilities,,Sort cursor utilities,
3675,Merge branch 'patch-1' of https://github.com/ryanscherler/tailwindcss into ryanscherler-patch-1,,Merge branch 'patch-1' of link into ryanscherler-patch-1,
3676,Merge branch 'OFFLINE-GmbH-master' into 0.5,,Merge branch 'OFFLINE-GmbH-master' into 0.5,
3677,Fix conflicts,,Fix conflicts,
3678,Fix style,,Fix style,
3679,Update overflow.js,,Update overflow.js,
3680,Merge branch 'hacknug-feature/backgroundSizes' into 0.5,,Merge branch 'hacknug-feature/backgroundSizes' into 0.5,
3681,Fix conflicts,,Fix conflicts,
3682,Add comment about enabling container by default,,Add comment about enabling container by default,
3683,Remove old container generator,,Remove old container generator,
3684,Refactor container plugin to CSS-in-JS,,Refactor container plugin to CSS-in-JS,
3685,Move container component to a built-in plugin,,Move container component to a built-in plugin,
3686,"Generate container classes as components, not utilities",,"Generate container classes as components, not utilities",
3687,Generate focus variants last and group-hover variants first,,Generate focus variants last and group-hover variants first,
3688,Rename  to,,Rename  to,
3689,Merge branch 'sebastiandedeyne-add-position-sticky',,Merge branch 'sebastiandedeyne-add-position-sticky',
3690,Fix conflicts,,Fix conflicts,
3691,Fix style,,Fix style,
3692,Add test for nested rules,,Add test for nested rules,
3693,Add test to make sure we're not stupidly flattening styles too early,,Add test to make sure we're not stupidly flattening styles too early,
3694,Respect user prefix by default when creating component classes,,Respect user prefix by default when creating component classes,
3695,Style fixes,,Style fixes,
3696,Fix style + kill unused code,,Fix style + kill unused code,
3697,"Prefix all classes in a selector, don't assume single class",,"Prefix all classes in a selector, don't assume single class",
3698,Drop shitty rule/atRule syntax for pure object syntax,,Drop shitty rule/atRule syntax for pure object syntax,
3699,Get object style parsing working without the insanity,,Get object style parsing working without the insanity,
3700,"Add dependencies, fix warnings",,"Add dependencies, fix warnings",
3701,WIP,,WIP,
3702,0.4.3,,0.4.3,
3703,Fix style,,Fix style,
3704,Add plugin comment to default config,,Add plugin comment to default config,
3705,Add test to document checking the user's !important preference,,Add test to document checking the user's !important preference,
3706,Style fixes,,Style fixes,
3707,Inline plugin functions in tests,,Inline plugin functions in tests,
3708,Add utility helper for creating utility rules that are automatically escaped and respect prefix/important options,,Add utility helper for creating utility rules that are automatically escaped and respect prefix/important options,
3709,Add container classes as utilities not components,Just for now so that this feature can be introduced into the codebase without forcing a BC break. The container classes will eventually be moved to a built-in plugin that adds them as components.,Add container classes as utilities not components,Just for now so that this feature can be introduced into the codebase without forcing a BC break. The container classes will eventually be moved to a built-in plugin that adds them as components.
3710,Style fixes,,Style fixes,
3711,Provide a function for prefixing utilities in plugins,,Provide a function for prefixing utilities in plugins,
3712,Test plugins can add multiple sets of utilities and components,,Test plugins can add multiple sets of utilities and components,
3713,Test utilities can be added without specifying variants,,Test utilities can be added without specifying variants,
3714,"Test that ""@"" is optional in at-rule definitions",,"Test that ""@"" is optional in at-rule definitions",
3715,Expose config as a function to avoid mutation and make it easy to provide defaults,,Expose config as a function to avoid mutation and make it easy to provide defaults,
3716,Fix style,,Fix style,
3717,Add initial test suite for processPlugins,,Add initial test suite for processPlugins,
3718,Move processPlugins to separate module,,Move processPlugins to separate module,
3719,Add atRule helper for plugins,,Add atRule helper for plugins,
3720,Pass escape function to plugins,,Pass escape function to plugins,
3721,Pass config to plugins,,Pass config to plugins,
3722,Remove unnecessary array destructuring,,Remove unnecessary array destructuring,
3723,"Rename selector to rule, extract plugin processing",,"Rename selector to rule, extract plugin processing",
3724,Sort imports,,Sort imports,
3725,Implement basic plugin system,,Implement basic plugin system,
3726,Use global.Object.assign to allow Nuxt.js import,See https://twitter.com/adamwathan/status/968652732167995392 for full discussion,Use global.Object.assign to allow Nuxt.js import,See link for full discussion
3727,0.4.2,,0.4.2,
3728,Match apply rules against a lookup table instead of searching,,Match apply rules against a lookup table instead of searching,
3729,Remove docs from main repo,,Remove docs from main repo,
3730,Update priority order to (from the highest): active-hover-focus,,Update priority order to (from the highest): active-hover-focus,
3731,Change priority order to (from the highest): focus-active-hover,,Change priority order to (from the highest): focus-active-hover,
3732,Avoid long lists of features in the documentation,,Avoid long lists of features in the documentation,
3733,"Don't use Twitter /profile_image for profile photos, breaks on mobile",,"Don't use Twitter /profile_image for profile photos, breaks on mobile",
3734,Fix property reference syntax,,Fix property reference syntax,
3735,Revert output order from hover-active-focus to focus-active-hover,,Revert output order from hover-active-focus to focus-active-hover,
3736,Add tests for active state variant,,Add tests for active state variant,
3737,Update docs with active state variant,,Update docs with active state variant,
3738,Add support for active state variant,,Add support for active state variant,
3739,Add move,,Add move,
3740,Add font family examples and remove WIP banner,,Add font family examples and remove WIP banner,
3741,Merge branch 'customize-fonts',,Merge branch 'customize-fonts',
3742,Add more information about customizing font families,,Add more information about customizing font families,
3743,Update font docs to include note about wrapping fonts in quotes,,Update font docs to include note about wrapping fonts in quotes,
3744,Update font docs to include note about wrapping fonts in quotes,,Update font docs to include note about wrapping fonts in quotes,
3745,Update font docs to include note about wrapping fonts in quotes,,Update font docs to include note about wrapping fonts in quotes,
3746,Show both expanded and collapsed versions of responsive nav,,Show both expanded and collapsed versions of responsive nav,
3747,Add .pin-none to the docs,,Add .pin-none to the docs,
3748,Always use function for determining prefixes internally,,Always use function for determining prefixes internally,
3749,Update fixture with new preflight comments,,Update fixture with new preflight comments,
3750,Add support for passing a function as the prefix,,Add support for passing a function as the prefix,
3751,Merge pull request #363 from tailwindcss/fix-362,Undo border-style reset Normalize applies to images,Merge pull request #363 from tailwindcss/fix-362,Undo border-style reset Normalize applies to images
3752,Undo border-style reset Normalize applies to images,,Undo border-style reset Normalize applies to images,
3753,Rename backgroundSize to backgroundSizes,,Rename backgroundSize to backgroundSizes,
3754,Allow users to set their own backgroundSize,,Allow users to set their own backgroundSize,
3755,Update tests for bg-auto,,Update tests for bg-auto,
3756,Add bg-auto to the backgroundSize docs,,Add bg-auto to the backgroundSize docs,
3757,Add bg-auto to the backgroundSize generator,,Add bg-auto to the backgroundSize generator,
3758,0.4.1,,0.4.1,
3759,Tweak Perfectionist configuration,,Tweak Perfectionist configuration,
3760,Update test fixture tailwind-output.css to reflect perfectionist styles,,Update test fixture tailwind-output.css to reflect perfectionist styles,
3761,Update test for output when using no Tailwind features,,Update test for output when using no Tailwind features,
3762,Run perfectionist at end of PostCSS chain in place of stylefmt,,Run perfectionist at end of PostCSS chain in place of stylefmt,
3763,Replace stylefmt dev-dependency with perfectionist,,Replace stylefmt dev-dependency with perfectionist,
3764,Merge pull request #341 from stephtr/patch-1,docs: fix typo (hex code for green color),Merge pull request #341 from stephtr/patch-1,docs: fix typo (hex code for green color)
3765,Merge pull request #344 from m1guelpf-forks/patch-1,Avoid updating license every year,Merge pull request #344 from m1guelpf-forks/patch-1,Avoid updating license every year
3766,Merge pull request #353 from nternetinspired/master,Provide a safer and future-proofed system font stack,Merge pull request #353 from nternetinspired/master,Provide a safer and future-proofed system font stack
3767,Increase contrast for comments in code samples,,Increase contrast for comments in code samples,
3768,[Fixed] Provide a safer and future-proofed system font stack,,[Fixed] Provide a safer and future-proofed system font stack,
3769,Move mousetrap to dev dependencies,,Move mousetrap to dev dependencies,
3770,Merge pull request #339 from stefanoruth/patch-1,Doc Add group-hover to supported variants,Merge pull request #339 from stefanoruth/patch-1,Doc Add group-hover to supported variants
3771,Merge pull request #343 from MichaelDeBoey/twitter-avatars,Fix Twitter avatars,Merge pull request #343 from MichaelDeBoey/twitter-avatars,Fix Twitter avatars
3772,Avoid updating license every year,,Avoid updating license every year,
3773,Fix Twitter avatars,,Fix Twitter avatars,
3774,docs: fix typo (hex code for green color),,docs: fix typo (hex code for green color),
3775,Doc Add group-hover to supported variants,Add the group-hover option to supported variants in defaultConfig,Doc Add group-hover to supported variants,Add the group-hover option to supported variants in defaultConfig
3776,Documented .cursor-wait,,Documented .cursor-wait,
3777,Added .cursor-wait,,Added .cursor-wait,
3778,Merge pull request #326 from SkaterDad/patch-1,Fix typos in overflow-y-scroll docs,Merge pull request #326 from SkaterDad/patch-1,Fix typos in overflow-y-scroll docs
3779,Fix typos in overflow-y-scroll docs,,Fix typos in overflow-y-scroll docs,
3780,Merge pull request #320 from SjorsO/patch-1,fix bug in purgecss extractor,Merge pull request #320 from SjorsO/patch-1,fix bug in purgecss extractor
3781,fix bug in purgecss extractor,content.match will return null on files without any  matches (e.g. empty files). This causes purgecss to fail. Returning an empty array on falsey values fixes this,fix bug in purgecss extractor,content.match will return null on files without any  matches (e.g. empty files). This causes purgecss to fail. Returning an empty array on falsey values fixes this
3782,Add hover docs to font weight docs,,Add hover docs to font weight docs,
3783,Remove slate reference in docs default border color,,Remove slate reference in docs default border color,
3784,Clean up form grid example,,Clean up form grid example,
3785,Merge branch 'master' into 0.4,,Merge branch 'master' into 0.4,
3786,0.4.0,,0.4.0,
3787,Merge pull request #314 from tailwindcss/color-refresh,[0.4] Default color palette tweaks,Merge pull request #314 from tailwindcss/color-refresh,[0.4] Default color palette tweaks
