Index,Message,Description
1320,Merge pull request #861 from No telemetry for non-elevated upgrade,"When user runs gvfs upgrade --confirm from a non-elevated command prompt, VFS4Git displays error on Console and triggers a Telemetry error event. This PR removes the telemetry (no other change). Rather than generating pre-check telemetry errors generally at the higher UpgradeVerb level, InstallerPrerunChecker now decides whether to log Warning or Error events depending on specific pre-check failures. Updated events. 1. Unattended mode - Log error locally. No reporting to server. 2. Non-elevated upgrade - Log error locally. No reporting to server. 3. PrjFlt not inboxed & enabled - Report to server. 4. Service not running - Log warming. Report warning to server. 5. Installer blocked by running processes - Log error locally. Fixes #831"
1321,Shutdown cleanly, Prevent futher maintenance calls by thorwing an exception
1322,Merge pull request #751: [Mac] Rename reverse-DNS xattr & kext identifiers,Mac: Rename reverse-DNS xattr & kext identifiers
1323,Merge pull request #741 from pmj/mac-inode-path-query,"Mac PrjFS kext/lib: Use fsid/inode for messages to user space, not vn_getpath()"
1324,Merge pull request #817 Add retry and sleep while checking if file/folder exists for predelete cases,Add retry and sleep while checking if file/folder exists for predelete cases
1325,Remove upgrade on minimum verison test,
1326,Review comments,PrjFlt check failures are treated as warnings with live-site reporting.
1327,Add retry and sleep for checking if file/folder exists in predelete cases,"Because the predelete event means that the delete might not have happened yet, the code needs to check for existence and retry for a limited amount of time. In testing, the delete would be completed within 10 ms so the code sleeps for 1 ms up to 10 times before giving up and not trying to remove from the modified paths. Because removing from modified paths is purely an optimization and will only affect newly created files and folders, if the path is not removed, it will not cause correctness issues. There could be performance issues but only if it is not able to remove hundreds of thousands of paths and they get left in the modified paths."
1328,Mac kext: Poisons the debug-only path for offline roots to catch any dependency,Also adds an assertion that the root path must never be empty when it's required for generating a relative path.
1329,"Mac kext: When using a file's inode for messaging provider, use linkid, not fileid","On HFS+, the linkid is specific to a particular hard link, whereas the fileid is the same for all links to the same file. This increases the chances that generated paths (with vn_getpath in the kext and fsgetpath in user space) are for the hard link for which a kauth handler was called, not the path to any other hard link. No such distinction exists for APFS. For identifying virtualization roots, the identity of the directory and its contents is relevant, not a specific path to it, so we continue to use the fileid there."
1330,Mac kext: offline roots don't need to know their path.,
1331,Mac PrjFS kext/lib: Only send vnode path to provider when available,"On the user space side, if no path if received with a message from the kext, fsgetpath() is used to look it up from the FSID/inode pair. On the kext side, this allows us to entirely remove the vn_getpath() calls from the kauth vnode listener, so no workarounds are needed for when that call fails."
1332,Mac PrjFS kext/lib: Removes obsolete user-to-kernel message codes,"Starting a virtualisation instance is now handled by calling the provider user client external method for registering a root, while stopping is done implicitly when the provider closes its user client connection. The start & stop enum values are no longer used for anything useful and can be removed. As removing them changes the numerical values of the enum, and this enum is used in user/kernel communication, the kext API version is bumped as well."
1333,Merge pull request #819 from pmj/mac-root-find-race-fix,Mac kext: Fix for race conditions in virtualization root lookup & provider client cleanup
1334,Mac kext: Fixes potential race condition in provider client cleanup,"It is not 100% clear whether there could be a race condition between IOUserClient::stop() and IOUserClient::clientClose(), so this change causes cleanupProviderRegistration(), which is called from both, to acquire the mutex to be on the safe side."
1335,Mac kext: Fixes race condition in virtualization root lookup,"The function FindRootAtVnode_Locked() is called while holding a shared lock from FindOrDetectRootAtVnode(). However, very rarely, when a root's vnode is recycled and the new one is encountered, FindRootAtVnode_Locked() will refresh the registered vnode in the virtualization root. When only the shared lock is held, this could potentially cause a race between 2 or more threads. In theory, all threads involved should reach the same conclusion and update to the same vnode, so there should not be any actual data corruption. This change fixes the race by not refreshing the vnode in FindRootAtVnode_Locked() and instead performing the refresh in a new helper function, which is only called when the lock is held exclusively."
1336,Enable telemetry daemon tracing on Windows and macOS,Re-enable the telemetry daemon trace listener for Windows and enable it for macOS (using the byte-based transmission mode).
1337,Fold telemetry listener creation to non-platform specific code,"Now the telemetry daemon listener is not platform specific, and there is only one listener for telemetry, we can remove the API from GVFSPlatform and just construct the TelemetryDaemonEL in the JsonTracer."
1338,Remove in-proc ETW trace event listener,"Now that we're replacing the in-proc telemetry dispatch with the pipe & telemetry daemon solution, we can delete the ETW code."
1339,Enable telemetry daemon tracing on Windows and macOS,Re-enable the telemetry daemon trace listener for Windows and enable it for macOS (using the byte-based transmission mode). Make a minor change to pull the pipe name/path out to a configuration variable gvfs.telemetry-pipe.
1340,Merge pull request #870 from jamill/quick_fix,NuGetUpgrader: test actual gitbin variable
1341,Merge pull request #871 from jamill/upgrade_git_master,Update git to include midx verify performance fix
1342,Merge pull request #856 from pmj/mac-kext-iocount-fix,"Mac kext: Fix for vnode_put() panic bug, tighter invariant assertion & improved root search logic."
1343,Update git to include midx verify performance fix,
1344,Mac kext: Cleans up root finding code further.,"In the unlikely (impossible?) event that vnode_get fails in VirtualizationRoot_FindForVnode(), the function now returns instead of continuing without an iocount. Additionally, the root search now starts with the vnode's parent directory if the vnode is not itself a directory. This avoids pointlessly querying the vnode attributes on non-directories."
1345,Mac kext: Improves assert for catching incorrect inode/vnode pairings,"Although the vnode_put panic bug is now fixed, this tightens up the invariant checks when a vnode match is found for a virtualization root directory."
1346,Mac kext: Fixes incorrect inode handling in root search (fixes vnode_put panic),"The inode logic in VirtualizationRoot_FindForVnode() has been flawed: instead of looking up the inodes for the file's parent, grandparent, etc. directories in the virtualization root array, it has simply been searching for the inode of the file itself. In many cases, this only mattered once a virtualisation root's vnode had been recycled, but if the first event for a root was for a file in that root, and not the root itself, the root's entry in the array could become corrupted with the vnode on the next event for the original event's file. When this corruption happened while a provider was connected, disconnecting would cause vnode_put() to be called on the file, not the root directory vnode, leading to the panic. Obtaining the inode at every step of the parent directory walk fixes this."
1347,Incorporating review comments, Unattended mode - Log error locally. No telemetry. Non-elevated upgrade - Log error locally. No telemetry. PrjFlt not inboxed & enabled - Telemetry. Service not running - Log error locally. No telemetry. Installation blocked by running processes - Log error locally. No telemetry.  Also updated UT.
1348,NuGetUpgrader: test actual gitbin variable,
1349,Merge pull request #867: Upgrade: handle not finding git installation,Upgrade: handle not finding git installation
1350,Added Minimum Version Test,
1351,NuGetUpgrader: check for git install,
1352,Tracer: do not crash when unable to find git install,
1353,Merge pull request #866: Upgrade: run upgrader in system diretory,Upgrade: run upgrader in system diretory
1354,Upgrade: run upgrader in system diretory,"Run the upgrade tool from the system directory to avoid potential interactions with the local directory. This could happen if the installer attempts to run a batch script, which might pick environment from the local location (e.g. if it runs a git command, it might try and run the locally configured git hooks)."
1355,Merge pull request #855 from Background upgrade check fix,Service was not checking for upgrades in the background. UpgradeTimer.Start() was incorrectly placed after service.WaitOne(). Meaning the timer was getting scheduled just when the Service is about to stop. Fixed and manually tested and verified that timer is getting scheduled correctly on Service launch. Added FT to verify Upgrader get scheduled on Service start.
1356,Merge pull request #859: GitStatusCache: handle errors creating directory,
1357,Merge pull request #857: GitStatusCache: logging tweaks,
1358,incorporating review comments,
1359,GitStatusCache: handle errors creating directory,
1360,No telemetry for non-elevated upgrade,"When user runs gvfs upgrade --confirm from a non-elevated command prompt, VFS4Git displays error on Console and triggers a Telemetry error event. This PR removes the telemetry. Fixes #831"
1361,GitStatusCache: reduce tracing,
1362,incorporating review comments, Replaced single long wait of 15secs with a loop with 1sec wait per iteration. 2. Search whole service log file for upgrade timer messaging. 3. Read only the latest file.
1363,GitStatusCache: log when cache is not enabled,
1364,Merge pull request #851:  [cherry-pick to master] Enhance git command logging,[cherry-pick to master] Enhance git command logging
1365,Background upgrade check fix,UpgradeTimer.Start() was incorrectly placed after service.WaitOne(). Meaning the timer was getting scheduled just when the Service is about to stop. Fixed and manually tested and verified that timer is getting scheduled correctly on Service launch. Added FT to verify Upgrader get scheduled on Service start.
1366,Merge pull request #845 Tests: Check for the actual objects directory instead of just one folder,Tests: Check for the actual objects directory instead of just one folder
1367,Merge pull request #849: UpgradeVerb: tweak message logged after checking for update,UpgradeVerb: tweak message logged after checking for update
1368,Check for the actual objects directory instead of just one folder,
1369,Enhance git command logging, Limit error message output to 1000 chars Include name of GitCommand Remove Output logging from commands. This can be looked up in Trace2.
1370,UpgradeVerb: tweak message logged after checking for update,
1371,Merge pull request #802: Add tests for ShouldIgnoreVnodeType,Add tests for ShouldIgnoreVnodeType
1372,Merge pull request #843 [cherry-pick to master] Use a new log directory for upgrade logs to avoid ACL issues,[cherry-pick to master] Use a new log directory for upgrade logs to avoid ACL issues
1373,Use a new log directory for upgrade logs to ensure correct ACLs and,"ownership. In previous versions of VFS4G gvfs upgrade could create directories with regular users as owners, and this ownership setting left GVFS.Service unable to update the ACLs on the directory. Rather trying to take ownership of the old logs directory and update the ACLs, this commit updates VFS4G to using a new directory (UpgraderLogs) that is explicitly created with the correct ACLs. Old log files will not be migrated to the new folder."
1374,Merge pull request #813 from Cleanup gvfs log output,Cleanup gvfs log so that file paths are all aligned in the same column. Fixes #760
1375,Merge pull request #814 from Reconsider PhysicalFileSystem.DeleteDirectory,PhysicalFileSystem.DeleteDirectory is a single line wrapper around for PhysicalFileSystem.RecursiveDelete. Removing redundant DeleteDirectory. Fixes #758
1376,Merge pull request #815 from Perform Upgrade Check after PrjFlt is enabled,"On Windows server PCs, PrjFlt is not inboxed. In this scenario UpgradeCheck used to run in parallel with the Service code to enable PrjFlt. If UpgradeCheck wins, then installer pre-check detects PrjFlt is not enabled. Upgrade check would fail. In this PR, Upgrade check is scheduled to happen only after PrjFlt is enabled. Fixes #774"
1377,Cleanup gvfs log output,Cleanup gvfs log so that file paths are all aligned in the same column. Fixes #760
1378,Reconsider PhysicalFileSystem.DeleteDirectory,PhysicalFileSystem.DeleteDirectory is a single line wrapper around PhysicalFileSystem.RecursiveDelete. Removing DeleteDirectory. Fixes #758
1379,Perform Upgrade Check after PrjFlt is enabled,"On Windows server PCs, PrjFlt is not inboxed. In this scenario UpgradeCheck used to run in parallel with the Service code to enable PrjFlt. If UpgradeCheck wins, then installer pre-check detects PrjFlt is not enabled. Upgrade check would fail. In this PR, Upgrade check is scheduled to happen only after PrjFlt is enabled. When EnablePrjFlt failure should not prevent Service from starting. Added a comment to clarify. Also ""gvfs mount"" was logging incorrect error message when PrjFlt enable failed. Corrected the message. Fixes #774, #815"
1380,Merge pull request #827: Improve perf of prefetch when using large --files-list,
1381,Add tests for ShouldIgnoreVnodeType,
1382,Merge pull request #820 from pmj/mac-kextlog-levels,Mac: Matches up KextLog levels with os_log levels
1383,"Using OrdinalIgnoreCase string comparer in hashset, instead of doing ToLower, as per code review suggestion",
1384,Mac: Matches up KextLog levels with os_log levels,"The existing levels in the KextLog mechanism have repeatedly caused confusion with regard to their relative importance and whether or not they hit the on-disk system log.  The ""Note"" level has been replaced with ""Default"" to match its os_log counterpart. The corresponding macros have been renamed to KextLog() and KextLog_File(), so ""Default"" need not be spelled out explicitly. Comments have been added to the log level enum definition to explain the syslog policy."
1385,746 Call git-credential approve on successful credential usage,"After we have successfully used a generated credential we should inform Git that the credential is valid and should be stored, by calling git credential approve. We make an effort to not call approve (which calls gcm store) if we've already called it once before for the currently cached credential to prevent a store per successfully auth'd network request."
1386,"Switching to HashSet for the list of files to be prefetched to improve performance, when the list is long",
1387,Merge pull request #823: Consume new Git: Contains fixes to preserve system config during Git installation,
1388,New Git: preserve system config across upgrades,
1389,Merge pull request #805 from pmj/mac-root-vnode-invariants,Mac Kext: Extra virtualization root vnode assertions & logging
1390,Merge pull request #807: Update RunFunctionalTests to not load kext,Update RunFunctionalTests to not load kext when testing installed gvfs
1391,Mac kext: Adds verbose logging when inserting/updating roots/providers,
1392,Mac kext: Adds assertion for disconnecting user client matching expected,
1393,Move DiskLayoutVersion into IDiskLayoutUpgradeData,
1394,Mac kext: Adds a few more assertions for virtualisation root invariants,
1395,Make versioning platform specific,
1396,"Merge pull request #812: Provide a more actionable ""unsupported features"" message for Server 2016 users",
1397,Provide a more actionable error for Server 2016 users when NTFS reports features required by VFS for Git are not supported,
1398,Merge pull request #806: Set feed url based on upgrade ring during installer,
1399,Consistency and logging tweaks,
1400,Don't overwrite configuration if not necessary,
1401,Update RunFunctionalTests to not load kext when testing installed gvfs,"We've recently made the infrastructure change to call the RunFunctionalTests.sh script with '--test-gvfs-on-path' to ensure that we're testing the product as it is installed on customer machines. When we're testing in that scenario, we shouldn't call the developer convenience script as it will load the locally built kext rather than the installed kext."
1402,Remove isMountComplete check, Only start ProjFS once VFS4G is ready to service requests
1403,Improve the log searchability,
1404,Correct logging when setting feedpackagename,
1405,Set feed url based on upgrade ring during installer,
1406,Merge pull request #796 GetInsertionIndex should include the entry's name when it throws an InvalidOperationException,GetInsertionIndex should include the entry's name when it throws an InvalidOperationException
1407,GetInsertionIndex should include the entry's name when it throws an InvalidOperationException,
1408,Merge pull request #787 from Stop reading ring info from Nuget feedurl,Reverting commit c4af872. Service will only use ring info specified in upgrade.ring config setting. Service will not use ring info specified in nuget feed url (even if it contains one.) Also removed the associated UT cases.
1409,Call git-credential approve on successful credential usage,"After we have successfully used a generated credential we should inform Git that the credential is valid and should be stored, by calling git credential approve. Include the username and password when we make calls to reject to match Git's behaviour, and to give any credential helpers (GCM) a chance to double-check if the credential it's about to erase matches the value to caller expected to be stored there. Also rename the GitAuthentication methods to match the terminology used by git-credential (approve and reject). Update unit tests to check for expected number of approval and rejections of credentials."
1410,Stop reading ring info from Nuget feedurl,Reverting commit c4af8726f4ad02e0a7f414814f8051de7d8d023e. Service will only use ring info specified in upgrade.ring config setting. Service will not use ring info specified in nuget feed url. Also removed the associated UT cases.
1411,Merge pull request #773: Improve termination of background Git processes during upgrade,Better feedback and fixes for Upgrade Scenario
1412,Kill Background Process Trees,
1413,Mac: Moves reverse-DNS identifiers to org.vfsforgit prefix,This applies to:  Bundle identifiers IOKit subclass name prefixes Names for extended file attributes msleep calls in the kext
1414,Merge pull request #775: Improve upgrader logging,Improve upgrader logging
1415,"Merge pull request #777 [merge to master] Log GVFS.Service ACL exceptions, and fix upgrade log directory ACL issue","[merge to master] Log GVFS.Service ACL exceptions, and fix upgrade log directory ACL issue"
1416,Merge pull request #772 from Rephrase ProjFS error messaging,On Windows RS1/Server ProjFS is not inboxed. On those PCs the current gvfs upgrade pre-check error messaging is confusing. Updated the messaging. Issue #769
1417,Merge pull request #744: Installer updates for PrjFSKextLogDaemon,Configure installer to install PrjFSKextLogDaemon
1418,GitHubUpgrader: use common installation ID for log files,
1419,Upgrader: write out more informative error message when install fails,
1420,Upgrader: use a common installation ID for all log files,NuGetUpgrader: use common installation ID
1421,NuGetUpgrader: add details to error message,"When running an install action fails, it might or might not have error text. With this change, NuGetUpgrader adds extra context to the error message that is eventually consumed by a user."
1422,Rephrase ProjFS error messaging,On Windows RS1/Server ProjFS is not inboxed. On those PCs the current upgrade pre-check error messaging is confusing. Updated the messaging. Issue #769
1423,Remove stray character from comment,
1424,Mark DiagnoseTests as NonParallelizable to prevent conflicts with repos (un)registering for auto-mount,
1425,Merge pull request #749: update git to include trace2 V7,Update git to include trace2 V7
1426,Update git package to include consume commit 178619c,"Update git to: 178619c5d0 (""Merge pull request #117 from jeffhostetler/gvfs-trace2-next-fixup"", 2019-02-11) Includes trace2 V7 and associated fixes."
1427,Configure installer to install PrjFSKextLogDaemon,This commit installs the logging daemon as part of our installer. Update the plist with the install location and modify the xcodeproj to have the Daemon copied into the BuildOutput directory. Modify the Installer project to have the plist and daemon in the structure that becomes part of the installer. Add a preinstall/postinstall script to register the daemon with launchd. Update uninstaller to handle these new additions.
1428,"Migrate child directories of the log folder, reduce code duplication, improve comments",
1429,Migrate log files to fresh directory if updating ACLs fails,
1430,Delete any existing Tools directory before creating a new one,
1431,"Merge pull request #683: Use a single LibGit2Repo for multiple requests, dispose if left unused",
1432,Merge pull request #512: Load SSL certificate according to git config,Load SSL certificate according to git config
1433,Log exceptions that occur when GVFS.Service adjusts ACLs,
1434,List blocking processes with pid, Wait for backgorund processes to complete
1435,Merge pull request #764: Log ring when querying for upgrades on the background timer,
1436,Log ring when querying for upgrades on the background timer,
1437,Merge pull request #753 Bug Bash Fixes [into master],Bug Bash Fixes [into master]
1438,Merge pull request #734 from jeschu1/bug_for_missing_file,Add listener for OPEN event
1439,Merge pull request #737 from pmj/mac-syscall-tracing,Mac syscall tracing: Updates to dtruss to make it practical for tracing VFS4G issues
1440,Move UpgradeOrchastrator's tracer construction into Execute to avoid creating multiple log files,
1441,Fix highestVersionAvailable traching in TryQueryNewestVersion,
1442,Merge pull request #748 Merge upgrade_extensibility (NuGet upgrader) feature branch to master,Merge features/upgrade_extensibility to master
1443,GVFSUpgrade verb should delete upgrade marker,
1444,Remove UpgradeMarkerFile when upgrade is disabled,
1445,Update functional tests to create marker file in correct location,
1446,PR Feeback: Minor cleanup items before merging to master,
1447,Merge pull request #740 from mjcheetham/disable-daemon-listener,Disable the TelemetryDaemonEventListener on Windows
1448,Merge pull request #731 NuGetUpgrader: verify integrity of downloaded NuGet package,NuGetUpgrader: verify integrity of downloaded NuGet package
1449,Update unit tests to use mock download path,
1450,Merge pull request #742 Read upgrade ring config from feedurl,Read upgrade ring config from feedurl
1451,Add tests around package verification,
1452,NuGetUpgrader: verify integrity of downloaded NuGet package,Verify the integrity / signature of NuGet packages. The NuGet upgrader will rely on the services provided by the NuGet client library to verify downloaded NuGet packages. Relies on the high level command VerifyCommandRunner exposed by NuGet client library to actually perform NuGet package verification.
1453,Read upgrade ring from feedurl,"Upgrade feedurl contains upgrade ring specification as a substring. Github upgrader now attempts to parse feedurl and read the ring info specified. If the feedurl is set, but if it does not contain the ring info, then that would be interpreted as a None ring - meaning GVFS.Service would not be able to do upgrade checks in the background. But if feedurl is not set at all, then regular uprade.ring config would be used."
1454,Merge pull request #735 [features/upgrade_extensibility] Additional ACL changes for upgrading,[features/upgrade_extensibility] Additional ACL changes
1455,Trigger FileCreated on OPEN,We should listen for file creation on OPEN instead of CLOSE. If a file handle isn't correctly closed we could miss the event.
1456,Merge remote-tracking branch 'msft/features/upgrade_extensibility' into more_service_acl_changes,
1457,fixup bad merge,
1458,PR Feedback: Move create method to PhysicalFileSystem and add comments,
1459,Merge remote-tracking branch 'upstream/master' into features/upgrade_extensibility,
1460,Merge pull request #736 from jamill/upgrade_check,ProductUpgrader: only write newest version available
1461,Disable the TelemetryDaemonEventListener on Windows,Disable the new daemon-based telemetry event listener on Windows until we have the Mac version working and that we're happy with the stability of the listener.
1462,Fixing spelling and naming,
1463,Add ProductUpgraderInfoTests,
1464,Enable ProductUpgraderInfo to be testable,
1465,Split ProductUpgraderInfo into a shared and non-shared class,"This will facilitate adding tests for the logic that the hooks projects do not depend on, as those projects do not support the PhysicalFileSystem abstraction."
1466,ProductUpgrader: only write newest version available,"When an upgrade is available, GVFS will download the update in the background, and git commands will periodically check for the existence of the downloaded package in a well known directory to advertise that an update is available. However, this downloaded update is not used for the actual update. This changes the logic to write out a file in a well known location containing the version of the latest available update, and avoid downloading the actual update. While this change stands on its own, it will be even more applicable with the NuGet Upgrader, which will still use GitHub releases to check for available updates, but will download the actual update from another location."
1467,Merge pull request #712 Try to load the kext if not loaded,Try to load the kext if not loaded
1468,Rename NuGetUpgrader namespace and move NuGetUpgrader unit tests to NuGetUpgrade folder,
1469,Additional cleanup,
1470,Change log to informational when IsReady fails,
1471,Add more information to message when kext is loaded successfully,
1472,Moved TryLoad to IsReady method for each platform to perform,
1473,Add comment about where exit codes loading kext came from,
1474,Pass a TextWriter to TryLoad of the driver,"This is so that the code can write a message if needed to the output, like when a password prompt will be shown."
1475,Use full path for kextload,
1476,Allow the mount verb to message the user about loading the kext,
1477,Try to load the kext if not loaded,
1478,Merge pull request #686 from nickgra/DiagnoseKextLogs,Add PrjFSKext log collection to diagnose verb
1479,Fix PhysicalFileSystem plumbing in UpgradeVerb,
1480,PR Feedback: Move common ACL code to helpers in WindowsFileSystem,
1481,Merge branch 'features/upgrade_extensibility' into more_service_acl_changes,
1482,"PR Feedback: Cleanup comments, naming, and method signatures",
1483,PR Feedback: Make upgrader Create method parameters consistent,
1484,PR Feeback: Move download directory creation to TryDownloadNewestVersion,
1485,Merge pull request #726 from nickgra/libProcessName,Update ProjFSLib to log Process Name when in debug mode
1486,Merge pull request #738 from jamill/nuget_auth,Use package feed URL to query for credentials
1487,NuGetUpgrader: remove feedUrlForCredentials,The URL to query Git Credential Manager with for the credentials to access the packaging feed no longer needs to be explicity provided. The URL will be generated from the packaging feed URL.
1488,Add process name to lib debug logging,
1489,Add PrjFSKext log collection to diagnose verb,The new PrjFSKextLogDaemon writes kext log messages out to the os log. This change updates the diagnose verb to consume the os log via the log show commandline. This change does not install the daemon as part of the product. Note that this effectively exports the logs as text rather than the binary .logarchive format. This was chosen for ease of viewing on any machine (Console.app and log are only on MacOS).
1490,NuGetUpgrader: use transformed URL from feed URL for credentials,
1491,NuGetUpgrader: construct AzDev Org URL from AzDev packaging URL,We want to construct an AzDev URL of the format: https://azure.devops.com/{org} from a packaging URL. This is so we can query the Git Credential Helper for a corresponding PAT to access the feed with.
1492,Mac dtruss: Basic documentation,This adds some simple instructions on how to use our version of dtruss.
1493,Mac dtruss: Fixes for follow mode.,"Following child processes (-f) in dtruss has not worked reliably on Mac, at least not in recent OS versions. There are a few reasons for this:  Thread recycling behaviour means the self->child variable doesn't get wiped when a thread exits or a process dies, so random other processes end up with threads which suddenly start being traced. dtruss assumed new processes were always started with fork/execve or vfork/execve, entirely ignoring posix_spawn, which is much more common on macOS. The logging of newly detected threads in child processes was odd, implying each of them was caused by a fork() which of course is not the case. If traced parent processes died, newly created threads in child processes may fail to be traced.  This change fixes all of the above. The key changes:  The self->child thread-local variable identifying threads as being part of processes which are descendents of processes which match the original criteria now stores the PID, not simply a boolean. This lets us detect the case where threads are recycled. The self->start variable suffers from the same problem, causing the first syscall of a recycled thread to be traced, even if self->child has been cleaned up. There is special support for tracing through the various stages of posix_spawn in order to mark the newly spawned child process. The default buffer size for dynamic DTrace variables is hugely increased, as the script in its current state seems to consume a lot of memory."
1494,Mac dtruss: adds a command-line flag for filtering noisy syscalls,"Currently this just applies to one case: close() when it returns EBADF. It seems that some processes (clang?) will call close() on thousands of file descriptors that don't exist, which totally floods the trace. Specifying -F will now remove those calls from the trace; if -c (counts) are enabled, the filtered calls will still be counted in the overall statistic; additionally, the number of ignored close() calls for each process is tracked and output."
1495,Mac dtruss: Fix for non-command regressions & dangling subshell,"The command-launching changes caused dtrace to error out on other modes; this adds command line arguments to fix that. Additionally, if the dtrace command fails in the command case, we now terminate the launched subshell instead of leaving it forever suspended."
1496,Pass tracer to DeleteAllInstallerDownloads,
1497,Prevent unit tests from deleting the upgrader download directory,
1498,Additional Unit Test changes,
1499,Mac dtruss: Improve tracing of syscall with string/buffer parameters,"Tracing certain syscalls such as read/write would sometimes trigger dtrace errors for one of the following reasons:  NULL pointer passed by caller. This change adds safety checks for these. Buffer is very large, so copyin() runs out of scratch memory. This change limits the copied buffer contents to 1024 bytes."
1500,Mac dtruss: Adds proper formatting for tracing posix_spawn,"Dtruss so far has had no direct support for tracing posix_spawn, so just fell back to printing 3 integer arguments, which isn't terribly useful. The function has 6 arguments, so this change causes all of them to be saved until return and printed. The second argument (arg1) is the string of the executable file's path; this needs to be copied from usermem on syscall entry as copyinstr sometimes seems to fail in the return probe. The first argument (arg0) is a pointer to a memory location to which the created process's PID will be written, so we need to read the PID from usermem in order to print it."
1501,Mac dtruss: Fixes tracing of execve() syscall,"dtruss was written for Solaris and last updated for an ancient version of macOS. (then Mac OS X) Somewhere along the way, tracing for execve() got broken - the printed PID was wrong, and printing the executable's path did not work. The reason for the former is unclear, in the return probe the pid simply evaluates to 0. That just seems to be a kernel quirk. By saving the correct value in a thread-local variable on syscall entry, we can print that on return. The executable path can't be printed as the string resides in user space memory, and after execve() returns, the whole userspace process has been replaced. So again the solution is to save the syscall argument on :entry for :return to print it."
1502,Mac dtruss: Adds support for running commands as non-root,"The existing dtruss script suffered the significant flaw that commands/processes launched via the dtruss command line could only be run as root as dtruss itself could only be run as root. This change allows the dtruss script itself to be run as non-root when passing a command by explicitly invoking dtrace using sudo. Furthermore the command is launched via a subshell, not by dtrace, and thus runs in the context of the dtruss script, not sudo's. To ensure no syscalls are missed by dtrace, the subshell process is started in a suspended state and resumed by the dtrace:::BEGIN action. The main 2 regressions caused by this change are:  * dtruss will not exit when the traced command finishes.  * If launching dtrace fails, the suspended subshell sticks around. Both are fairly minor and will be fixed in a future change."
1503,"Mac: Adds dtruss script from macOS, plus license & 3rd party notice",dtruss script is from Apple's dtrace-285.200.15 source bundle at https://opensource.apple.com/source/dtrace/dtrace-284.200.15/DTTk/dtruss.auto.html
1504,Added CanDownloadNewestVersionFailsIfDirectoryIsMissing unit test,
1505,Fixed existing .NET Core unit tests,
1506,Merge pull request #733 from nickgra/FixVersionNumber,Mac: Support Version Number overrides
1507,Code cleanup,
1508,Adjust ACLs for Upgrader's Tools directory,
1509,Configure ACLs when creating upgrader download directory,
1510,Stop MetaPackage installer from walking entire /Volumes hierarchy,
1511,Update BuildGVFSForMac.sh to set GVFSVersion,"Currently, we don't have a solution for controlling the GVFSVersion on MacOS. Windows supports this by taking the version as an argument to the build script which gets passed to MSBuild. Our PreBuild infrastructure is different on MacOS, but we can use the same idea to have GenerateCommonAssemblyVersion.sh update the GVFS.props as well as generate the CommonAssemblyVersion.cs file."
1512,Allow non-elevated writes in the upgrader logs directory,
1513,Remove existing rules from GVFS ProgramData directory,
1514,Merge pull request #729 from jamill/nuget_upgrader_install_fix,Fixup NuGetUpgrader - install necessary NuGet dlls
1515,Fixup NuGetUpgrader - install necessary NuGet dlls,
1516,Merge pull request #728 [features/upgrade_extensibility] Restrict ACLs on VFS4G ProgramData and update verbs as needed,[features/upgrade_extensibility] Restrict ACLs on VFS4G ProgramData and update verbs as needed
1517,Switch from giving Everyone read access to Users,
1518,Restrict ACLs on VFS4G ProgramData and update verbs as needed,
1519,ProductUpgrader: add empty constructor for mocking,
1520,Introduce an upgrader based on NuGet packages,"Implement an upgrade mechanism that makes the upgrade logic more flexible to enable customized steps to be run during an upgrade. Organizations might have specific requirements and need custom steps to deploy VFSForGit upgrades. This introduces the NuGet upgrader, which allows for generalized upgrade packages. The upgrade package is distributed via NuGet feeds as a NuGet package. The package includes details on how to install itself, allowing organizations the ability to control the VFSForGit upgrade."
1521,Move DeleteAllInstallerDownloads into ProductUpgrader,
1522,Create common ProductUpgrader class,"Define a common base class for different Upgrader implementations. This is preparation to support multiple Upgrader implementations. This will define a common API for components to work against to run any Upgrader, while also putting common functionality into a shared base class."
1523,UpgradeOrchestrator: tweak tracing,
1524,Merge pull request #724 Fix removal from modified paths when path should not be removed,Fix removal from modified paths when path should not be removed
1525,Check modified paths for path before adding to newly created list,
1526,Add test for when modified paths gets deleted when it shouldn't,
1527,Merge pull request #714 from Create combined VFSForGit & Git installer,GVFS.Installer.Mac project will now build an additional Meta package installer. This installer will contain both VFSForGit Mac installer and Git installer in a single package. The existing VFSForGit installer will continue to be produced.
1528,Addressing various coding style code review comments,
1529,Ignoring GitSsl tests on non-dotnet core targets,
1530,Create combined VFSForGit & Git installer,GVFS.Installer.Mac project will now build an additional Meta package installer. This installer will contain both VFSForGit Mac installer and Git installer in a single package. The existing VFSForGit installer will continue to be produced.
1531,Adjusting code to work on netstandard20,
1532,Merge pull request #708 from jeschu1/kext_unit_test,First Kext Unit Tests as POC
1533,Cleanup Test Infrastructure,
1534,Merge pull request #682 from mjcheetham/outofproc-trace-listener,Add out-of-proc telemetry daemon event listener
1535,Merge branch 'master' into outofproc-trace-listener,
1536,Break a test,
1537,Add Test for new kext unit testing Framework,
1538,Prompt before performing sudo gem install,
