Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
464,":shirt: Fix ""'guestPortal' is assigned a value but never used""",0.49054813,Update guest workspaces when host renames a shared file (link),,0
465,Merge pull request #151 from atom/fix-join-link-hover-contrast,0.4254859,Invite coworkers or friends to collaborate by sending them your portal URL. Collaborators can follow that link to join your portal and start coding together with you in real time. 👩‍💻:atom:🔗:atom:👨‍💻,Fixes #190,0
466,Allow to check visibility of positions that haven't yet been rendered,0.39556882,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),Fix pusher warnings,0
467,Guard against opening remote editor URIs when not signed in,0.42062482,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (link),,0
468,Stop leakage of buffer and editor bindings in guest portals,0.5570028,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",Streamline tests related to fetching portal ID from clipboard,0
469,Add missing top-level checkbox to ISSUE_TEMPLATE.md,0.41695917,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
470,Optimize README for end users. Demphasize development setup.,0.4044422,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
471,Make pressing Enter more explicit,0.40400785,Improve UX of the sign-in form (#248),Trim whitespace from portal ID,0
472,Don't try to update the scroll position when the host has no cursor,0.5573592,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
473,Ensure Atom's window-focus workaround doesn't steal focus from dialog,0.40736037,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
474,"👕 Suppress ""'_' is assigned a value but never used""",0.26472223,Improve UX of the sign-in form (#248),,0
475,:memo: Remove nonessential TODO item,0.3529954,Properly dispose of portals when deactivating the package (#279),,0
476,Merge pull request #16 from atom/require-atom-1-19-or-higher,0.5371282,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
477,Fix remaining tests,0.4735505,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
478,rm ;,0.26995802,Improve UX of the sign-in form (#248),,0
479,Preserve follow state when updating tether,0.46274978,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
480,"Rename ""password manager"" to ""credential cache""",0.5053835,Update guest workspaces when host renames a shared file (link),Add support for getChangesSinceCheckpoint API,0
481,Fix link,0.5589458,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
482,Merge pull request #66 from atom/fix-joining-same-portal-more-than-once,0.50621367,Prevent unnecessary console error when sharing a portal (#311),,0
483,"👕 Whitelist a ""no-unused-vars"" violation",0.33494073,Improve UX of the sign-in form (#248),Download teletype-server and teletype-client from NPM registry,0
484,Place SitePositionComponents in workspace center,0.62072664,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
485,✅ Test toggling site position component visibility when switching tabs,0.46692535,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
486,:arrow_up: teletype-client,0.52595127,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",Use more specific CSS selector to work around the heavy-handed styling employed by the Nord Atom theme related to tooltips: link,0
487,Start on improved cursor following,0.5961834,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
488,:memo: Provide more info regarding impact of not implementing RFC,0.35672694,"Improve handling (hopefully 🤞) of potential race condition when joining a portal with poor network connectivity (#233, link)",Prepare README for launch 🚀,0
489,WIP: Add static content to popover for portal sharing instructions,0.4920556,Prevent unnecessary console error when sharing a portal (#311),,0
490,"If we don't have a position for a site, assume it's outside the viewport",0.35116398,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",,0
491,"🎨 Group the ""split pane"" tests into a suite",0.38661084,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
492,Group Teletype's dev settings together and collapse them by default,0.5574695,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",,0
493,Show sharing instructions when sharing via command palette,0.48599434,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",,0
494,Update test to compare visible decorated cursor ranges,0.4833967,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
495,Setup Postgres on Travis,0.38072762,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
496,Improve error messages when unable to join portal,0.6467779,Prevent unnecessary console error when sharing a portal (#311),Add description and keywords to package.json,0
497,Merge remote-tracking branch 'origin/master' into follow,0.33961537,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
498,:art: Extract method: findOrCreateEditorForEditorProxy,0.27469754,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
499,Ensure commands don't accidentally pass parameters,0.22742262,Prevent unnecessary console error when sharing a portal (#311),,0
500,Change status bar icon color to indicate presense of active portals,0.49321976,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
501,Merge branch 'portals',0.44880965,Prevent unnecessary console error when sharing a portal (#311),Fixes link,0
502,Show position of offscreen participants in upper/lower right corner,0.5196224,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),Fixes link,0
503,:art: Fix indentation,0.3756383,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),Move package outdated notice into popover,0
504,added atom beta to conditional assertion,0.34888947,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
505,Replace EditorBinding.isPositionVisible /w isScrollNeededToViewPosition,0.48513848,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
506,Remove problematic guard clause,0.4223304,Properly dispose of portals when deactivating the package (#279),Report errors when attempting to sign in,0
507,Add PortalBindingManager.getRemoteBuffers,0.57280254,Prevent unnecessary console error when sharing a portal (#311),,0
508,Use consistent approach for determining which commands to show to host,0.39597467,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",Add menu commands for sharing and joining a portal,0
509,✅ Test rendering of cursor colors for site position avatars,0.4726029,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
510,Prepare 0.12.2 release,0.56983757,Also in this release:,Rename package to teletype,0
511,Merge #299: Add RFC template,0.40313852,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
512,"Remove ""leave portal"" command",0.7124884,Properly dispose of portals when deactivating the package (#279),,1
513,Remove empty portal pane item,0.6292974,Properly dispose of portals when deactivating the package (#279),Fixes link by incorporating the updates introduced in link.,0
514,Clear tail of local markers if becoming empty after a text change,0.2927811,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
515,Allow users to sign out via Teletype: Sign out command,0.49136877,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",Refs: link Fixes link,0
516,Merge pull request #287 from atom/provide-reload-button-when-initialization-fails,0.6042109,Offer to reload the package when initialization fails due to network connectivity issues (#287),Use teletype.atom.io and api.teletype.atom.io,0
517,Show everyone's avatar all the time & provide icon to identify leader,0.5162071,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
518,Include package-lock.json,0.40237325,Properly dispose of portals when deactivating the package (#279),Show link icon next to the person you are explicitly following,0
519,Fixed editor.getTitle() monkeyPatch.,0.44352067,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)","...and not the person that you are implicitly following. For instance, if the local site follows B, and B follows C, we will show the link icon next to B. Signed-off-by: Jason Rudolph jasonrudolph@github.com",0
520,:art: Extract methods,0.23001371,Improve UX of the sign-in form (#248),Use an approximation to determine the visibility of a position,0
521,Ensure cycling through previously-opened editors/buffers works correctly,0.4138375,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",/cc: @jasonrudolph,0
522,Exit from script/cibuild when executing or piping a command fails,0.2570605,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",📝 Add standard files that we include in all @atom's package repos,0
523,Try Xenial on Travis,0.19883671,Also in this release:,/xref link,0
524,Show updates panel when there is a breaking protocol change,0.5342955,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),"Since this package won't be bundled with Atom (at least not initially), running Atom in Safe Mode will disable the package entirely. Therefore, Safe Mode isn't suitable for diagnosing issues related to this package.",0
525,Eliminate redundant onDidAddPaneItem events for guest editors,0.437698,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",/xref link,0
526,Style status-bar icon,0.36280274,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)","Improve tethering UI, Part 1",0
527,:memo: Tweak section headings,0.41703895,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
528,Toggle following when clicking on avatar,0.65225804,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
529,Only show vertical scrollbar in joined portal list when needed,0.44421977,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
530,Update header to h3,0.40914518,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
531,Merge pull request #126 from atom/progress-indicator-for-sharing-portal,0.54971,Prevent unnecessary console error when sharing a portal (#311),"When the user scrolls left or right, it's reasonable to assume that the user wants to navigate around on their own, so we should disconnect the tether at that point. However, when the user simply resizes the editor, that probably doesn't imply a desire to navigate on their own; instead, they're probably just trying to adjust their viewport to their liking. This change resolves the intermittent test failures described in link",0
532,Merge pull request #135 from atom/bump-real-time-client,0.49385792,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
533,:arrow_up: teletype-client@0.37.2,0.55464387,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
534,Moved sign-in unit tests to a different file.,0.4758547,Improve UX of the sign-in form (#248),,0
535,Merge pull request #323 from atom/fuzzy-finder-support,0.45072317,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
536,Merge pull request #319 from atom/close-remote-tabs-when-guest-leaves-portal,0.5521556,Prevent unnecessary console error when sharing a portal (#311),"This will allow us to avoid the cost of calling pixelPositionForScreenPosition on the editor element, which causes a re-render of the entire editor and can be pretty bad in terms of performance. The tradeoff here is that we could return wrong values when a non-monospace font is used, or when a line has many non-monospaced ligatures. We think this is the right choice, though, considering its performance benefits.",0
537,"Move ""creating portal"" spinner to top of popover",0.4766761,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
538,Use flexbox to layout site position components,0.52071995,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
539,"Relay exclusivity to tachyon, but don't apply it to the markers",0.34667912,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
540,Force stats to be disabled.,0.3637043,Properly dispose of portals when deactivating the package (#279),,0
541,:arrow_up: teletype-client & teletype-server,0.5581868,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",Position popover properly after sign-in,0
542,Prepare 0.11.0 release,0.5624783,Also in this release:,Improve error message shown when failing to join portal,0
543,":memo: Flesh out first draft of ""rationale and alternatives"" section",0.30871826,Also in this release:,"Use button element instead of span element for ""Copy"" button",0
544,Reduce coupling between integration test and pane item titles,0.41112778,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),Fix contrast of portal ID in Nord Atom UI theme,0
545,Offer to deactivate/reactivate package following initialization error,0.7063512,Offer to reload the package when initialization fails due to network connectivity issues (#287),"Fixes link With this change in place, the portal ID renders with a good contrast in the popular Nord Atom UI theme (link) and continues to render nicely in the other popular themes.",1
546,Remove unnecessary async from promptForSignIn,0.37270236,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",Fixes link,0
547,Show an error notification for client connection errors,0.47033972,Offer to reload the package when initialization fails due to network connectivity issues (#287),Refs: link,0
548,Replace SequentialTaskQueue with promise-based implementation,0.39857784,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),"Prior to this change, we would render the HostPortalComponent with a height that is determined by the height of the toggle switch, and then the host avatar img would get rendered, and that would increase the height of HostPortalComponent. By setting the height of the host avatar img in CSS, the img's height will remain constant when the img element is first rendered and after the avatar is fetched from the GitHub CDN and rendered inside the popover. 😅",0
549,Merge pull request #153 from atom/fix-status-bar-icon-in-native-theme,0.46588707,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),Improve experience of following another participant's cursor,0
550,Try to make position visibility tests more reliable,0.3873444,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
551,Same fonts for all,0.36860216,Improve UX of the sign-in form (#248),"Fix contrast of ""Join a portal"" link",0
552,Merge pull request #113 from atom/as-jr-implement-buffer-binding-serialize,0.4095802,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),Fix ability to use package with the popular Native UI theme,0
553,:arrow_up: teletype-client@0.38.4,0.5451369,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Fix poor rendering of portal sharing instructions in popular Material UI theme,0
554,Download teletype-server from NPM registry,0.5577107,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)","Fixes link Prior to this change, we were rendering the status bar icon as an empty anchor tag. That works fine in most UI themes, but it doesn't work in the popular Native UI theme (link). By adding a span as a child of the anchor tag, the Native UI theme successfully renders the status bar icon, and other themes continue to render the status bar icon just fine as well.",0
555,Update editor proxy correctly when selections are removed,0.3998767,Properly dispose of portals when deactivating the package (#279),"Fixes link Widen the popover, so that the portal sharing instructions fit on a single line with out wrapping.",0
556,Configure standard.js linter,0.31504032,Improve UX of the sign-in form (#248),,0
557,Add command to toggle following host cursor,0.50102067,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
558,Show notification with portal ID after sharing portal,0.61167,Prevent unnecessary console error when sharing a portal (#311),,0
559,removed conditional assertions,0.28009564,Properly dispose of portals when deactivating the package (#279),,0
560,Replace hardcoded avatar in HostPortalBindingComponent,0.523037,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
561,"Remove -s (""silent"") flag from curl in script/cibuild",0.29592526,Improve UX of the sign-in form (#248),,0
562,:art: Make isHost a private function,0.36793616,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",Show spinner when toggling sharing on,0
563,Merge pull request #85 from atom/prompt-to-upgrade,0.520931,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),/xref: link,0
564,:lipstick: Fix lint warnings,0.46381444,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
565,:arrow_up: teletype-client@0.38.0,0.5551034,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
566,Polish GithubAuthTokenProvider UX,0.37474924,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",Use new version of real-time-client to authenticate requests to Tachyon API,0
567,Reduce dependency on clipboard for sharing portal ID,0.5699139,Prevent unnecessary console error when sharing a portal (#311),,0
568,Prepare 0.1.1 release,0.5205883,Also in this release:,,0
569,Make PasswordManager interface more general,0.38321787,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (link),More popover polish,0
570,Rename CSS classes for consistency,0.2545827,Improve UX of the sign-in form (#248),This reverts commit 2ea7da2c7eae0f607c794839b578ebfb3bc4aad5.,0
571,Remove integration test that duplicates unit test,0.3673852,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
572,Add CHANGELOG.md with link to Teletype releases,0.6376716,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Depend on the keytar module bundled with Atom,0
573,Allow to use the keyboard to join a portal,0.51793516,Prevent unnecessary console error when sharing a portal (#311),"To avoid the issues that users often encounter (especially on Windows) when installing a package that contains native code, we're choosing to depend on the keytar module that's bundled with Atom. This is admittedly a bit of a hack, but it feels like the pragmatic choice for now given the effort that would be required to set up something like node-pre-gyp to distribute platform-specific builds of keytar. Closes link.",0
574,Merge pull request #463 from atom/fix-dev-build,0.42522553,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
575,Extract ParticipantsComponent,0.33322918,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
576,Put disableStats in the correct place,0.43515566,Properly dispose of portals when deactivating the package (#279),Exclude package-lock.json from repo,0
577,Make the button bigger,0.3512647,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
578,"Test following behavior with guest->host, host->guest and guest->guest",0.43941066,Update guest workspaces when host renames a shared file (link),,0
579,:arrow_up teletype-client@0.37.0,0.56026924,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
580,RFC-002: Add Tests 3 and 4 to buffer-binding,0.42688558,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟","Relying on getFirstVisibleScreenRow and getLastVisibleScreenRow to determine the visibility of a position can be problematic, because those methods may return stale values when the component hasn't yet rendered the queried position. When that happens, we could mistakenly show users as being offscreen even when their cursor is actually visible.",0
581,:shirt:,0.4070763,Also in this release:,,0
582,commented unused var,0.22643428,Improve UX of the sign-in form (#248),,0
583,:art: Provide default value for uri,0.4340779,Improve UX of the sign-in form (#248),"We use getCursorDecoratedRanges to get the cursors that a portal participant sees in their editor. We then compare the cursors that one participant sees to the cursors that another participant sees to ensure that the participants are seeing the same thing. With the introduction of tethering, if intentionally hide the cursor for any participant that is following another participant. The hidden cursors are present in marker's decorations, but the hidden cursors have an opacity of 0. To make sure we're only comparing visible cursor ranges, we need to teach getCursorDecoratedRanges to exclude ranges that have a hidden cursor.",0
584,👕 Whitelist ResizeObserver as a global,0.34781653,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",The margin for the container doubles with the left padding of the parent div. Removing the left margin fixes this issue.,0
585,Merge pull request #262 from atom/multi-buffer-sharing,0.4642892,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
586,Add Atom's standard issue and pull request templates,0.45318702,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
587,Update active positions on scroll change after editor component renders,0.48736036,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
588,:art: Remove stray whitespace,0.366947,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),Improve avatar scaling,0
589,Teach getGuestPortalBindings to exclude portals that could not be joined,0.61491334,Prevent unnecessary console error when sharing a portal (#311),"By fetching images that are 2x the size that we'll render on screen, the images require no scaling on HiDPI displays, and can be scaled cleanly on non-HiDPI displays.",0
590,Provide reload button when displaying initialization error,0.59126383,Offer to reload the package when initialization fails due to network connectivity issues (#287),"By moving participant positions at least 2 lines offscreen (as opposed to just 1 line offscreen), we can reduce the flakiness of this test.",0
591,Certainly would help if specs could run on my laptop,0.3530562,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (link),,0
592,"Position cursor at 0,0 when guest first joins an editor",0.5847926,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
593,Prompt user to upgrade the package on breaking changes to the protocol,0.67854893,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
594,Refactor 'guest leaving portal' tests for clarity,0.4914994,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",,0
595,WIP: Fix failing test,0.4742224,Offer to reload the package when initialization fails due to network connectivity issues (#287),This will prevent exceptions when attempting to read the state of the component (e.g. calling pixelPositionForScreenPosition) inside the onDidChangeScrollTop and onDidChangeScrollLeft event handlers. Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
596,Allow to create guest portal bindings again if failing the first time,0.5994436,Prevent unnecessary console error when sharing a portal (#311),"If EditorProxy called updateActivePositions before the editor was attached, we would not store the active positions by site id. Because of this, even once the editor was finally attached, we failed to show the avatars for participants with offscreen positions. Signed-off-by: Jason Rudolph jasonrudolph@github.com",0
597,Add styles for interacting with portals you've joined,0.56965697,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
598,Leave editors open after host switches away from them,0.5842775,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
599,Merge pull request #344 from atom/add-rfc-for-streamlining-collaboration-setup,0.49027032,Invite coworkers or friends to collaborate by sending them your portal URL. Collaborators can follow that link to join your portal and start coding together with you in real time. 👩‍💻:atom:🔗:atom:👨‍💻,Closes #104 Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
600,"Document ""change permission"" alternative",0.3969385,Update guest workspaces when host renames a shared file (link),,0
601,Fix octicon alignment and spacing,0.4563756,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
602,Remove unnecessary TODO,0.5208756,Properly dispose of portals when deactivating the package (#279),,0
603,💬✨ Improve copy (hopefully),0.44259307,Improve UX of the sign-in form (#248),,0
604,Remove duplication between getRemoteEditors and monkeyPatchEditorMethods,0.36712682,Properly dispose of portals when deactivating the package (#279),I accidentally added this file to the repo a couple weeks back. 😬,0
605,Update RFC-001 to link to tracking issue to track status,0.49386224,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Reduce empty vertical space in popover,0
606,Remove left margin for first avatar in list,0.59504634,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
607,":shirt: Fix ""'hostEditor1' is assigned a value but never used""",0.5529341,Update guest workspaces when host renames a shared file (link),,0
608,Use an approximation to determine the visibility of a position,0.35663366,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),/xref link,0
609,Merge remote-tracking branch 'origin/master' into site-specific-undo,0.3834886,Update guest workspaces when host renames a shared file (link),"Prior to this change, after you clicked the ""copy"" button to copy a Portal ID, each time you toggled sharing off and back on again, the browser would trigger the onClick event and attempt to copy the portal ID.",0
610,Rename commands to commandRegistry,0.29813206,Update guest workspaces when host renames a shared file (link),,0
611,Show site active positions for guest portals,0.5639554,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",,0
612,Remove obsolete scroll/resize logic,0.39917913,Properly dispose of portals when deactivating the package (#279),,0
613,Update requires to use packages under the atom org on NPM,0.60285556,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Use status bar icon color to indicate presence of active portals,0
614,":shirt: Fix ""'isTransmitting' is not defined""",0.32568002,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),Eliminate redundant onDidAddPaneItem events for guest editors,0
615,Merge pull request #21 from atom/prevent-simultaneous-hosting-and-guesting,0.50910115,Prevent unnecessary console error when sharing a portal (#311),,0
616,Change indicator style based on which portal the active tab belongs to,0.50588495,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
617,Use git submodules for private npm modules,0.44768664,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (link),,0
618,Add Atom's standard CONTRIBUTING.md,0.5443006,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
619,Resolve deprecation warning re: undo: 'skip' option,0.5083814,Properly dispose of portals when deactivating the package (#279),,0
620,Fixes link,0.5582477,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
621,Merge branch 'master' into add-rfc-for-streamlining-collaboration-setup,0.4578592,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",,0
622,Prepare 0.13.0 release,0.54600227,Also in this release:,,0
623,:memo: Fix typos,0.39880115,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
624,Sync guest's scroll position based on host's last cursor range,0.48171806,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
625,👕 Apply standard --fix to lib/real-time-package.js,0.47334224,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Enhance EmptyPortalPaneItem to show host's username,0
626,Merge pull request #285 from atom/rfc-001-less-is-more,0.5115781,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
627,Remove Commented out code and un-used require,0.40143692,Properly dispose of portals when deactivating the package (#279),Improve guest's ability to identify host,0
628,Clarify that we'll implement GuestPortalBinding.addEditorProxy later,0.5770825,Update guest workspaces when host renames a shared file (link),,0
629,Merge pull request #64 from atom/forbid-serialize-or-copy-on-empty-portal-pane-item,0.4566406,Prevent unnecessary console error when sharing a portal (#311),,0
630,Fix following the host cursor,0.65632635,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
631,Add elements to JoinViaExternalAppDialog,0.42692363,Invite coworkers or friends to collaborate by sending them your portal URL. Collaborators can follow that link to join your portal and start coding together with you in real time. 👩‍💻:atom:🔗:atom:👨‍💻,,0
632,":shirt: Fix ""'etch' is assigned a value but never used""",0.3559975,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
633,Fix uncaught error,0.38663906,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
634,Merge pull request #161 from atom/improve-tethering-ui,0.5119784,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),/xref link,0
635,Fix contrast of portal ID in Nord Atom UI theme,0.5060019,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.","The behavior covered by this test is sufficiently tested in test/editor-binding.test.js: link By removing this integration test, we have one fewer place that we need to touch when making the changes described in link.",0
