Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
667,Remove idx package and clean up code,0.51396763,Remove docz ready for release by @baseten in link,,0
668,Add hook useTick,0.7892314,Enable the useTick hook with a second argument:,,1
669,add pixi.js in install command in README.md,0.69984335,npm install pixi.js-legacy,Support refs in definition file,0
670,Merge pull request #84 from EloB/feature/optimize-isFunction,0.5825365,"Performance fixes, thanks to @EloB ",,0
671,Update modules include pixi.js@6.0.0,0.6954833,Note: If you are restricted to pixi.js v4 you'll need an older release of @inlet/react-pixi,,0
672,1.2.1,0.6688278,v2.0.0 🎉,Create new output formats,0
673,Merge pull request #46 from inlet/update-types,0.4628278,Full Changelog: link,Update type definition,0
674,Use the static fiber directly in Stage,0.5964134,Inject fiber into devtools,,0
675,Clarify renderOnComponentChange documentation.,0.7033437,Improved rendering stage when renderOnComponentChange is set to true,,1
676,0.0.13,0.6186949,v2.0.0 🎉,,0
677,1.1.12,0.7586894,},,1
678,Export to react-spring,0.7246032,Make  component compliant with react-spring,,1
679,0.5.2,0.70603853,v2.0.0 🎉,,1
680,"Revert ""v7.0.0-alpha.1""",0.61447966,v2.0.0 🎉,,0
681,Update badge on README,0.63422894,Update README and docs,,0
682,0.5.9,0.61286956,v2.0.0 🎉,,0
683,1.2.18,0.7205063,},,1
684,:bug: fix docz example that was in errors,0.585246,fix doc deployment by @Zyie in link,Upgrade node modules,0
685,0.4.3,0.75204694,v2.0.0 🎉,,1
686,Apply default props when applyProps is not defined,0.68517035,Expose applyDefaultProps  for Custom Components.,,0
687,Fix syntax error in index.d.ts,0.5431367,Fix Container TS types bug by @baseten in link,Note graphics clear,0
688,add geometry prop to Graphics,0.8061308,Graphics draw prop. ,,1
689,Merge pull request #57 from inlet/update-to-react-16.6,0.5613761,Update to React 16.7. Now with hooks!,,0
690,0.0.4,0.7180902,v2.0.0 🎉,,1
691,Merge branch 'feature/improved-tick' of link into EloB-feature/improved-tick,0.46163106,"Performance fixes, thanks to @EloB ",,0
692,0.1.5,0.7711885,v2.0.0 🎉,Make Stage raf dynamic,1
693,"Redundant npmignore, files for npm are listed in package.json",0.58621347,Add postinstall.js to npm files and move replace-in-file to deps,,0
694,Create LICENSE,0.38909957,idx dependency,,0
695,fix discord link,0.616797,Fix borked versions by @baseten in link,,0
696,Use AppProvider in Stage,0.6931981,Use AppProvider and AppConsumer in custom render(),,0
697,Cleanup TS definitions,0.3978397,Removed,Fix cursor prop,0
698,0.0.10,0.6555178,v2.0.0 🎉,,0
699,1.0.3,0.7277186,v2.0.0 🎉,,1
700,Update react,0.7670905,Update to React v16.6.,,1
701,Update yarn lockfile,0.48073012,Update configs,,0
702,1.1.0,0.68382365,v2.0.0 🎉,,0
703,0.0.7,0.6801795,v2.0.0 🎉,,0
704,Merge pull request #75 from juwoni/master,0.43556237,Forcing a newer jsdom,Update modules,0
705,Bump handlebars from 4.1.2 to 4.5.3,0.47396332,The useTicker hook now correctly unmounts,,0
706,Generate docs to docs/,0.6513686,Docs,,0
707,Add donate button 🙏,0.5449778,Add contribution files,,0
708,Merge pull request #340 from wisebits-tech/per-container-render,0.51059556,Support for Parcel bundler,,0
709,Update README.mdx,0.7878845,Update README and docs,,1
710,Fix resizeTo prop validation. Fixes #250,0.594252,"Change the applyDefaultProps behaviour, fixes #235 ",,0
711,Merge pull request #106 from inlet/dependabot/npm_and_yarn/handlebars-4.1.2,0.49312848,New updated withFilters HOC. see link,,0
712,Merge pull request #21 from inlet/implement-docz,0.47951138,"import { Stage, AppConsumer } from '@inlet/react-pixi'",,0
713,Merge pull request #258 from inlet/unmount-subcomponents,0.57290155,Stage now uses the unmountComponentAtNode on componentWillUnmount,fix typings in render(),0
714,Update Graphics.mdx,0.63994825,Update Docz,"now you can function as param: render( str => , app.stage)",0
715,Update docs link,0.90782803,Update docs,sync from inlet/react-pixi confirm,1
716,Update yarn.lock via yarn import,0.51755965,"Update imports, works in Parcel now",Update Typescript Definition,0
717,Cleanup the interaction manager,0.6395828,"Instead of resetting the interaction manager, simply update the resolution of the interaction manager. Libraries like pixi-viewport depends on the interaction manager, this patch will fix any related issues.",little patch for the typings of render(),0
718,Merge pull request #232 from inlet/compat-with-pixi-5.3,0.5763891,"import { Stage, AppConsumer } from '@inlet/react-pixi'",confirm merge,0
719,6.0.1,0.6715455,v2.0.0 🎉,,0
720,Updated documenation,0.8144182,Update docs,,1
721,Import all components and return type,0.62581575,Export internal types (InteractionEvents),,0
722,Test applyDefaultProps,0.71447635,Tests,,1
723,Add new reconciler methods,0.7300304,Uses latest react-reconciler,,1
724,5.1.5,0.636695,},Implement docz,0
725,Add npm modules,0.8242339,Update npm modules,,1
726,6.8.0,0.6403797,v2.0.0 🎉,,0
727,v7.0.0-alpha.2,0.73331857,v2.0.0 🎉,,1
728,update docs version and fix baseUrl (#388),0.8485936,Update docs version and fix baseUrl by @baseten in link,,1
729,1.0.2,0.79477537,v2.0.0 🎉,,1
730,Merge branch 'master' into patch-1,0.44648957,"Instead of resetting the interaction manager, simply update the resolution of the interaction manager. Libraries like pixi-viewport depends on the interaction manager, this patch will fix any related issues.",,0
731,0.4.2,0.8083892,v2.0.0 🎉,,1
732,Merge pull request #292 from adsko/skipped-return,0.4268523,Move sideEffects false to each package by @baseten in link,,0
733,Unmount component,0.7490311,Stage now uses the unmountComponentAtNode on componentWillUnmount,,1
734,Update play state,0.6016053,Updated,,0
735,Add components to docz,0.7565606,Add additional components,,1
736,Fix createRoot typings (#404),0.69682807,Fix createRoot typings by @Ledzz in link,,0
737,Add pixi helper parsePoint,0.69988906,Add PixiFiber,,0
738,Merge pull request #193 from Doesntmeananything/patch-1,0.4958443,Move sideEffects false to each package by @baseten in link,,0
739,Merge pull request #171 from ascorbic/patch-1,0.4728074,Move sideEffects false to each package by @baseten in link,,0
740,5.0.0,0.7385042,v2.0.0 🎉,,1
741,"Add package-lock.json, fixes #86",0.45428297,"Update imports, works in Parcel now",,0
742,0.4.0,0.7456392,v2.0.0 🎉,,1
743,Add teardown of application in stage component,0.7150972,Teardown  components,,1
744,Add utils,0.6741384,Add additional components,,0
745,Explicitly tell jest to test the ./test folder,0.54893845,Tests,,0
746,Only test and build on prepack,0.902515,Only auto test and build on prepack,,1
747,Update About.mdx to match README announcement message,0.6371771,Update README.md by @GoodBoyDigital in link,Update the Context API and Reconciler,0
748,Remove UNSAFE_componentWillMount to avoid warnings when react-pixi is run under StrictMode,0.5847672,Support for updating the PIXI stage on React component change 🙌 ,,0
749,0.1.7,0.77035165,v2.0.0 🎉,,1
750,Bump eslint-utils from 1.4.0 to 1.4.2,0.4948258,v2.0.0 🎉,,0
751,Upgrade modules and use alpha reconciler,0.82706165,Upgrade modules (including new React Reconciler),,1
752,Merge pull request #176 from inlet/dependabot/npm_and_yarn/handlebars-4.5.3,0.47618192,The useTicker hook now correctly unmounts,,0
753,5.0.2,0.7933318,v2.0.0 🎉,,1
754,6.2.0,0.75127065,v2.0.0 🎉,,1
755,Merge pull request #107 from inlet/dependabot/npm_and_yarn/js-yaml-3.13.1,0.4669433,Forcing a newer jsdom,,0
756,"Apply props for built in PIXI components, see #9",0.7247591,Add higher order component for providing the PIXI.Application:,,1
757,0.1.3,0.70248294,v2.0.0 🎉,,1
758,Implement reconciler prepareUpdate,0.7871976,Implement the prepareUpdate hook of the reconciler hostconfig.,,1
759,Add tests for passing down the PIXI.Application in render(),0.6637768,"ReactPixi API (SimpleRope, props, etc)",windows compilation + better types,0
760,6.0.9,0.6146414,v2.0.0 🎉,,0
761,Update new yarn lock,0.46211037,Update configs,,0
762,Update ticker hook,0.6625308,"useTick now uses the ticker instance as this, example:",,0
763,Add context bridge to docs,0.628772,Add AppProvider usage description in hooks docs by @AndreasWintherMoen in link,,0
764,Get rid of idx in hostconfig,0.5470989,idx dependency,update to master,0
765,Expose hooks,0.62630814,Update to React 16.7. Now with hooks!,"Apply props for built in PIXI components, see #9",0
766,Added disable and performance boost to useTick,0.5955554,useTick and useApp,,0
767,Update repository field in package.json,0.55607647,Update repo structure by @baseten in link,Fixed typings for TS 2.8,0
768,"Remove ""preventRedraw"" prop from index.d.ts",0.5988257,Graphics preventDefault prop.,,0
769,Merge pull request #85 from EloB/feature/optimze-applyDefaultProps,0.5558179,"Performance fixes, thanks to @EloB ",Add teardown of application in stage component,0
770,Update log message for postinstall script,0.61461043,postinstall script for react-spring,,0
771,Add repo information for docz,0.68747723,Update Docz,,0
772,Fix Container TS types bug (#401),0.78426456,Fix Container TS types bug by @baseten in link,,1
773,Build to format based on environment var FORMAT,0.48573244,Expose applyDefaultProps  for Custom Components.,,0
774,Export pixi legacy bundles,0.65641004,Replace pixi-react PIXI package import with scoped packages by @baseten in link,,0
775,Bump js-yaml from 3.12.0 to 3.13.1,0.56928444,Forcing a newer jsdom,,0
776,Changed name to AppContext,0.7358883,Fix: rename Provider to AppConsumer.,Expose PixiFiber reconciler,1
777,Rename react-pixi-fiber to react-pixi,0.7854683,React-Pixi:,,1
778,5.1.2,0.6339439,v2.0.0 🎉,,0
779,Create CNAME,0.48395187,cjs (node),,0
