Index,Message,Description
605,Merge pull request #499 from mminns/issue/498-add-code-coverage,Add basic support for generating code coverage reports
606,docs: fix a typo in multi-users doc,
607,docs: fix FAQs markdown table syntax,Fix a MD table that was not rendering correctly.
608,Merge pull request #547 from GitCredentialManager/vtbassmatt-fixes,Batch of documentation fixes
609,Merge GitHub-side fixes into vtbassmatt-fixes,
610,feedback,
611,Update docs/multiple-users.md,Co-authored-by: Matthew John Cheetham link
612,Update docs/multiple-users.md,Co-authored-by: Matthew John Cheetham link
613,Update docs/multiple-users.md,Co-authored-by: Matthew John Cheetham link
614,Basic support for generating code coverage reports,"TODO include in GitHub actions etc setup, e.g. https://josh-ops.com/posts/github-code-coverage/, once https://github.com/microsoft/vstest/issues/1811 is fixed"
615,draft multi-user doc,fixes #189
616,breadcrumbs to wsl doc,fixes #394
617,document TLS 1.2 on Win7,fixes #412
618,uninstall instructions on linux,fixes #413
619,FAQ about probing,fixes #424
620,Merge pull request #541 from ldennington/remove-core-from-docs,Remove 'core' from docs
621,Merge pull request #544 from GitCredentialManager/add-codeql,workflows: add CodeQL
622,workflows: add CodeQL,Re-adding CodeQL to ensure all checks work as expected in new org/repo.
623,Merge pull request #543 from ldennington/remove-codeql,workflows: remove CodeQL
624,workflows: remove CodeQL,The CodeQL Results task has been hanging in Pull Requests in our new repo. Planning to remove and re-add via the GitHub UI in the hopes that will make the task work as expected.
625,docs: remove gcmcore from test data,Update gcm-test@example.com to gcm@example.com.
626,Merge pull request #539 from mjcheetham/deb-fix,Fix Debian package build script copy command
627,Merge pull request #542 from mjcheetham/asset-update,"Drop ""Core"" from the social banner image"
628,"assets: drop ""Core"" from the social banner image",
629,docs: update aka.ms links,Update references to aka.ms/gcmcore- to aka.ms/gcm/.
630,docs: update org and repo name,Replacing references to microsoft/Git-Credential-Manager-Core with references to GitCredentialManager/git-credential-manager.
631,Merge pull request #538 from mjcheetham/github-tty,Show GitHub terminal prompts when no GUI session
632,docs: replace references to GCM Core/GCM-Core with GCM,"With the ongoing work to migrate GCM to its new org, we're taking the opportunity to update our references to GCM Core/GCM-Core in documentation to GCM. Note that this change is limited to documentation only - executables and assemblies will be updated at a later time."
633,deb: remove unnecessary symlinks from deb package,Remove the symlinks to the GitHub and Bitbucket UI helpers in /usr/local/bin. These are not required to have the core GCM application locate the helpers and just create more noise in the user's $PATH.
634,deb: fix Debian package build script,"The Debian package build script incorrectly copies the containing directory to the destination tree rather than just the contents recursively. This means we end up with: usr └── local     ├── bin     │   ├── Atlassian.Bitbucket.UI -> ../share/gcm-core/Atlassian.Bitbucket.UI     │   ├── git-credential-manager-core -> ../share/gcm-core/git-credential-manager-core     │   └── GitHub.UI -> ../share/gcm-core/GitHub.UI     └── share         └── gcm-core  ** --->    └── Release                 ├── Atlassian.Bitbucket.UI                 ├── git-credential-manager-core                 ├── GitHub.UI                 ├── libHarfBuzzSharp.so                 ├── libSkiaSharp.so                 └── NOTICE ..rather than: usr └── local     ├── bin     │   ├── Atlassian.Bitbucket.UI -> ../share/gcm-core/Atlassian.Bitbucket.UI     │   ├── git-credential-manager-core -> ../share/gcm-core/git-credential-manager-core     │   └── GitHub.UI -> ../share/gcm-core/GitHub.UI     └── share         └── gcm-core             ├── Atlassian.Bitbucket.UI             ├── git-credential-manager-core             ├── GitHub.UI             ├── libHarfBuzzSharp.so             ├── libSkiaSharp.so             └── NOTICE Since the symlinks are wrong, the installation is broken."
635,github: show terminal prompts when no GUI,"Show the terminal/TTY based prompts when there is no desktop/GUI sessions present for GitHub. Currently the Bitbucket and Microsoft auth stacks correctly detect the lack of a desktop session and use terminal prompts - GitHub does not. Without this change, SSH-ing in to a machine we'd still try and show a UI prompt where there is no way to interact with it!"
636,Merge pull request #536 from microsoft/main,New release (episode 3: revenge of the release)
637,Merge pull request #535 from mjcheetham/dynamic-provider-setting-only,Only set module for dynamic matches
638,registry: only set credential.provider for dynamic matches,"Only set the credential.provider setting after auto-detection of the provider that used dynamic (network calls) matches. Currently we set the provider config setting after a successful auto-detection, even if we matched ""simply"" based on the host name (and didn't need a network call). The original idea of this ""set after detect"" was really to avoid having to do auto-detection that involved a network call, and not the cheap static matches. Change the logic in the host provider registry to only persist the provider setting if the network call was made."
639,Merge pull request #534 from microsoft/main,New release (attempt 2)
640,Merge pull request #529 from mjcheetham/wslview,Use wslview to launch browser in Windows from WSL
641,Merge pull request #531 from mjcheetham/cmdline,Update System.CommandLine to 2.0.0-beta1.21216.1
642,Merge pull request #533 from microsoft/release-fix,Fix release builds
643,build: authenticate to MicroBuild feeds,
644,build: use new Microbuild signing tasks,
645,build: use new Microbuild package,
646,build: use new Microbuild 1ES pool,Use the new Microbuild pool from 1ES.
647,Merge pull request #532 from ldennington/add-linux-packages-note-to-readme,README: add information on removal from  MSFT Ubuntu feeds
648,README: add information on removal from  MSFT Ubuntu feeds,"As part of the migration of GCM  out of the microsoft org, we removed packages from the Microsoft Hirsute/Bionic feeds. Adding a note to the README informing users that these packages are no longer available and that installing the debian package from the releases page is the preferred mode at this time."
649,Merge pull request #530 from microsoft/main,New release
650,cmdline: update System.CommandLine to 2.0.0-beta1.21216.1,Update the System.CommandLine package to 2.0.0-beta1.21216.1 to hopefully fix some problems with dotnet-suggest registration caused by Process::UseShellExecute differences between .NET Framework and .NET (Core). https://github.com/jonsequitur/command-line-api/commit/ad22b69ac8944fe29fd3433c4072828f3398d5af https://github.com/dotnet/command-line-api/issues/1254 https://github.com/microsoft/Git-Credential-Manager-Core/issues/505
651,wsl: use wslview to launch browser in Windows from WSL,"When installed inside of a Linux environment we typically look for a set of utilities to open the user's preferred browser (xdg-open, gnome-open, kfmclient). However, if we are actually in a WSL (Windows Subsystem for Linux) distribution, these utilties may not be/are not present. Instead we can try and use the module utility that will launch the user's browser on the Windows host. Appending module to the list of utilities to open the browser means no behaviour change for existing Linux users, but for WSL distros we now have a chance to still open the browser."
652,docs: update version cmd in issue template,
653,Merge pull request #520 from ldennington/remove-winget,Remove winget workflow
654,Remove winget workflow,"We have decided to remove GCM Core's winget publishing workflow for the following reasons:  We want to encourage Windows users to install the bundled GCM Core that comes with Git for Windows GCM Core has 2 installers with the same arch and type (user and machine), which wingetcreate doesn't support Removing this option will decrease the complexity of our GCM Core's release matrix If users need to install GCM Core separately from Git for Windows, they can download the appropriate installer from the releases page  Thus we are removing the workflow with this change. Note: We are unable to deprecate the packages we have already released due to lack of module support for this scenario. Tracking here: https://github.com/github/git-fundamentals/issues/756"
655,Merge pull request #517 from mjcheetham/discovery-setconfig,Set module after successful auto detection probe
656,docs: use new Git for Windows installer screenshot,
657,autodetect: set credential.provider after autodetect,"After we've detected the host provider from an auto-detection network probe, set the module setting so we can avoid the expensive operation in the future. If we fail to set this then warn the user and ask them to set the configuration manually."
658,Merge pull request #514 from mjcheetham/fix-deb,Include all shared libraries in Debian package
659,Merge pull request #516 from ldennington/remove-release-apt-get,Remove module workflow
660,Remove apt-get install instructions from README.md,"We are no longer deploying debian packages to Microsoft feeds. Further, all previous deployments have been removed from the applicable feeds. Removing the instructions for installation via apt-get in light of these changes."
661,Remove release-apt-get workflow,"With the move to the Git Credential Manager org (and the general direction we're heading in for our release processes) we no longer want to deploy debian packages to Microsoft feeds. We may re-visit a different feed in the future, but removing the workflow for now - users can install the debian package from the releases page or install from source."
662,deb: include all shared libraries in Debian package,"Include missing Avalonia native shared libraries in the Debian package. They are already being included in the tarball, but omited from the Debian package. Change the build script to do a recursive copy module so that as dependencies change over time, we don't miss any!"
663,Merge pull request #513 from microsoft/docs-g4w,Update readme to call out G4W bundling
664,Merge pull request #512 from mjcheetham/msal-4.37,Update to MSAL.NET 4.37
665,docs: update readme to call out G4W bundling,Call out that installing GCM as part of G4W is preferred.
666,Merge pull request #503 from mjcheetham/curl-envars,Match libcurl lowercase proxy environment variable behaviour
667,Merge pull request #508 from julescubtree/update-contributing-guide,Fix CONTRIBUTING.md link to LICENSE
668,settings: match curl lowercase proxy envar behaviour,"libcurl supports multiple different environment variables [1] to configure proxy behaviour: http_proxy, https_proxy, all_proxy, and no_proxy. Unlike most other environment variables these proxy envars are normally lowercase, not uppercase. This convention was set by libwww back in the early 1990s. When libcurl was first released however, it was not aware of this schism and only implemented checks for uppercase variants of these envars: HTTP_PROXY, HTTPS_PROXY, ALL_PROXY, and NO_PROXY. In time, libcurl learned to also read the lowercase variants, and gives them precedence over the uppercase forms (since the former are quasi- standards). However, to further complicate the matter, libcurl no longer reads the uppercase HTTP_PROXY variable specifically. This change was made to address a security concern with some CGI webservers [2]. The problem is that today GCM only reads the uppercase variants of the environment variables! This is inconsistent with libcurl, and therefore Git's behaviour (that we aim to be consistent/co-operative with). We change GCM's behaviour to match that of libcurl/Git in that the lowercase proxy envars are preferred to the uppercase ones, and the uppercase HTTP_PROXY variable is ignored. Dropping support for the HTTP_PROXY uppercase envar is technically a breaking change, but if the user had only set this uppercase envar then Git would not be proxying the actual remote calls, only GCM, which is most likely not what the user wanted. [1] https://everything.curl.dev/usingcurl/proxies#proxy-environment-variables [2] https://everything.curl.dev/usingcurl/proxies#http_proxy-in-lower-case-only"
669,Merge pull request #501 from mjcheetham/noproxy-globs,Match module formats to libcurl behaviour
670,Merge pull request #510 from ldennington/add-ui-testing-instructions,Clean up module and module
671,proxy: match NO_PROXY formats to libcurl behaviour,"We aim to be compatible with the behaviour of Git as much as possible when it comes to network settings. This enables users to setup Git proxy settings and get the same setup ""for free"" with GCM. Git uses libcurl to provide it's HTTP interactions. The NO_PROXY setting is used by libcurl to disable proxy settings for specific hosts. We previously attempted to plumb the value of NO_PROXY through to the .NET WebProxy class' list of ""bypassed addresses"" (the set of hosts that should not be proxied). However, the .NET class expects a set of regular expressions which is unlike libcurl! As a result, libcurl permitted values for NO_PROXY were throwing errors inside of GCM since they are not valid regexs. In this commit we perform a transformation of the NO_PROXY list and construct a set of regular expressions that match addresses in the same way as libcurl does. The transformation is as follows:  strip any leading periods '.' or wildcards '*.' escape the remaining input to match literally (e.g.: '.' becomes '.') prepend a group that matches either a period '.' or a URI scheme    delimiter '://' - this prevents partial domain matching append a end-of-string symbol '$' to ensure we only match to the    specified TLD and port  See the libcurl documentation on NO_PROXY behaviour: https://curl.se/libcurl/c/CURLOPT_NOPROXY.html"
672,msauth: update to MSAL.NET 4.37,Update our MSAL.NET dependency to 4.37 from 4.31. This should come with the following updates/fixes that we care about:  Can set embedded web view (legacy) window title to custom message Fixes some problems with WAM dialogs appearing behind parent windows Moves WAM to no longer being experimental Better MSA-PT support when used with WAM Numerous performance improvements with authority discovery Various WAM bug fixes  Fixes #239
673,Clean up README,Remove line from README stating we don't deploy our debian packages to official Microsoft feeds.
674,Add UI testing instructions to CONTRIBUTING,Recommend testing of impacted projects with UI changes.
675,Merge pull request #500 from ldennington/remove-microsoft-from-namespace,Replace Microsoft in GCM namespaces/file names
676,fix the signing! woop yolo,
677,Rename projects and directories,This change updates the following project/directory names according to the below: Microsoft.Git.CredentialManager --> Core Microsoft.Git.CredentialManager.Tests --> Core.Tests Microsoft.Git.CredentialManager.UI --> Core.UI Microsoft.Git.CredentialManager.UI.Avalonia --> Core.UI.Avalonia Shared.UI.Windows --> Core.UI.Windows
678,Remove Microsoft from/generally update namespaces,Updated the following namespaces: TestInfrastructure --> GitCredentialManager.Tests Microsoft.Git.CredentialManager --> GitCredentialManager Microsoft.Git.CredentialManager.Tests --> GitCredentialManager.Tests Microsoft.Git.CredentialManager.UI --> GitCredentialManager.UI Microsoft.Git.CredentialManager.UI.Avalonia --> GitCredentialManager.UI Shared.UI.Windows --> GitCredentialManager.UI Git-Credential-Manager --> GitCredentialManager
679,Remove Microsoft from assembly names,This change updates the following assembly names: Microsoft.Git.CredentialManager --> gcmcore Microsoft.Git.CredentialManager.UI --> gcmcoreui Microsoft.Git.CredentialManager.UI.Avalonia --> gcmcoreuiavn Shared.UI.Windows --> gcmcoreuiwpf It also updates the corresponding xaml/iss files with the new names.
680,Fix CONTRIBUTING.md link to LICENSE,
681,Add PAT as possible option to credential.gitHubAuthModes (#496), add pat as possible option to credential.gitHubAuthModes add pat as possible option to GCM_GITHUB_AUTHMODES fix formatting
682,Merge pull request #494 from mjcheetham/no-auto-noise,Remove auto-detection progress/info message
683,registry: remove autodetection progress/info message,"Remove the ""info: detecting host provider for 'URL'..."" message that is only causing noise for users. Fixes #492"
684,Merge pull request #488 from mjcheetham/badgitver-docs,Update README to list versions of Git that we are/not compatible with
685,docs: add missing DPAPI option to summary,
686,docs: update README to list bad Git versions,"Add a section to the README document that lists versions of Git that GCM is known to have problems with, such as 2.26.2 that broke credential configuration parsing."
687,Merge pull request #483 from ldennington/update-metadata,Set up infrastructure for module
688,Update inno installer metadata,Updating inno installer metadata to align with the specification outlined in https://github.com/github/git-fundamentals/issues/700. Also adding appropriate quotations to module to handle paths with spaces.
689,Merge pull request #482 from microsoft/main,Cut new GCM release
690,Run release-winget on Windows Server,module is a Windows exe and thus must be run on Windows. Updating our release-winget workflow accordingly.
691,Merge pull request #481 from mjcheetham/autov2,Speed up host provider auto-detection and make more robust
692,registry: speed up auto-detect and make more robust,"Speed up the auto-detection mechanism in the HostProviderRegistry by setting a short(er) timeout on the probing network call (2 seconds). The default value from the framework is otherwise 100 seconds(!). We introduce a setting for the user to be able to configure this timeout value with the granularity of 1 millisecond. Another problem that occured with this network call was crashes due to TLS configuration issues. The network call was not wrapped in a try-catch block which meant that the entire process would crash if there was a problem. This isn't ideal for what is supposed to be a ""best effort"" feature. Here we wrap the HEAD call in a try-catch and display an appropriate warning message to the user. For completeness, add documentation that explains the auto-detection feature, how to configure the timeout, and how to disable this network call."
693,http: only wait for headers in HEAD calls,"Speed up HTTP HEAD calls made via the HeadAsync extension method by only waiting until the headers have been received, rather than the entire message content."
694,Merge pull request #480 from mjcheetham/fix-winstall,Add missing assemblies/files to Windows installer
695,Merge pull request #479 from nimatt/patch-1,Added missing quotes in WSL instructions
696,windows: add missing assemblies/files to Windows installer,"Add missing assemblies and files to the Windows installer setup script. Since the introduction of the shared UI view models between WPF and Avalonia, we neglected to include the new assemblies in the Windows installer package! Also include the NOTICE file that was left out."
697,Merge pull request #478 from mjcheetham/gh-device-ui,Add explicit GitHub device code authentication option
698,docs: update docs for new GitHub auth modes,Update documentation to include the new module and module authentication modes for GitHub. The old module value expands to both module for compatibility.
699,github: add explicit device code auth mode to UIs,"Add the device code option to the Avalonia and WPF helper UI applications for GitHub. This includes adding a new explicit ""device code"" button to the primary authentication prompt view, and a new device code display prompt."
700,github: implement explicit device code flow option,"Implement an explicit OAuth device code authentication mode for the GitHub host provider. Previously the 'web browser' option combined both the interactive/browser based flow (when a UI was present), and a TTY-based device code flow. This change allows users to select the device code flow even when they have a desktop/UI session present. This is useful to workaround possible problems with the browser loopback/redirect mechanism."
701,Added missing quotes in WSL instructions,One of the commands for WSL configuration was missing quotes which resulted in invalid configuration.
702,github: consolidate helper options; add --all option,"Consolidate all the UI helper options for the GitHub module view in to an module class (rather than bloat the execution handler with more arguments). Also fix a bug whereby the GitHub host provider would attempt to invoke the UI helper with an module option when all authentication modes are available, but no such option is available! This option was only available on the old WPF UI helper, and was never carried forward to the Avalonia UI."
703,github: rename OAuth authmode to Browser,Rename the OAuth GitHub authentication mode to Browser to better match what interaction will happen when selecting this mode. Also prepare for the introduction of an explicit device code OAuth flow mode.
704,Merge pull request #472 from mjcheetham/combined-ui,Combine WPF and Avalonia UI view models and commands
705,avalonia: update to Avalonia 0.10.7,"Update to the latest version of Avalonia to fix various rendering problems including, shadow issues on macOS, and DPI issues on macOS. Fixes #408."
706,bitbucket: reimplement credential and OAuth views,"Reimplement WPF views for the Bitbucket credential and OAuth prompts. The layout is largely unchanged, but now more closely matches the Avalonia layout/implementation of these views."
707,bitbucket: add stub WPF-based UI helper for Bitbucket,
708,github: reimplement credential and 2FA WPF views,"Reimplement WPF views for the credential and 2FA GitHub prompts. The layout is now much simpler, and matches the Avalonia-based UI."
709,github: readd WPF GitHub divider and 2FA controls,Reimplement/readd the WPF-based GitHub horizontal divider and six digit (2FA code) controls.
710,github: add stub WPF-based UI helper for GitHub,
711,wpf: readd WPF UI/threading helpers,
712,wpf: readd shared WPF controls and styles,"Readd various WPF shared controls and styles including:  DialogWindow control PromptTextBox control WPF converters Password Prompt control   Reintroduce a password text box control, that supports watermarked text   when empty. This is the same control as before, except now it uses a   plain System.String, rather than a SecureString (which is pointless in   practice).  wpf: readd shared WPF styles and colours"
713,wpf: delete old WPF UI helpers for BB and GH,"Delete the old WPF-based UI helpers for both Bitbucket and GitHub. These will be rebuilt using the view models, commands, and architecture extracted from the Avalonia-based UI helpers."
714,xui: target netstandard2.0 for shared UI projects,Change the target for the shared projects to .NET Standard 2.0 so they can be referenced from .NET Framework 4.7.2 and .NET 5 projects.
715,bitbucket: split Avalonia UI from agnostic VM/cmds,"Extract Avalonia specific components from the Bitbucket UI helper in to their own project. The remaining agnostic components (view models, commands) can be shared with the WPF implementation."
716,github: split Avalonia UI from agnostic VM/cmds,"Extract Avalonia specific components from the GitHub UI helper in to their own project. The remaining agnostic components (view models, commands) can be shared with the WPF implementation."
717,xui: extract Avalonia specific pieces from shared UI project,"Pull out all Avalonia specific components from the shared UI project. This will later allow us to share the agnostic shared UI project components with the WPF implementation of the UI helpers, reducing duplicated code."
718,xui: remove Avalonia deps in WindowViewModel,"Remove the direct dependency on Avalonia types in the base WindowViewModel. This will allow us later to extract UI framework agnostic components, to be shared between WPF and Avalonia implementations of the UI helpers."
719,xui: return -1 on exception in UI helpers,Return a non-zero exit code when encountering an exception in a UI helper.
720,helper: trace helper UI process starts,"Trace each UI helper invocation, along with any arguments."
721,Merge pull request #475: Update README.md,Typo.
722,Update README.md,typo
723,docs: update FAQ with comment on credential.useHttp,Update the FAQ document with an explanation on why the module setting is required for Azure DevOps.
724,Merge pull request #468 from microsoft/support-matrix,supported platforms
725,Update README.md,Co-authored-by: Matthew John Cheetham link
726,Merge pull request #464 from mjcheetham/dpapi,Add DPAPI based credential store on Windows
727,dpapi: add unit tests of DPAPI cred store,
728,supported platforms,
729,Merge pull request #463 from mjcheetham/diagnose,Add diagnostic command for debugging issues
730,Merge pull request #461 from mjcheetham/wsl,Add support for using WSL Git for configuration
731,Merge pull request #465 from mjcheetham/win11,Correctly detect Windows 11 version numbers
732,fixup! docs: update docs for new credstore options,
733,win11: expand Win10 check to Win10+,"Expand existing checks for ""is Windows 10"" to ""is at least Windows 10"" to also capture Windows 11."
734,diagnose: add GitHub API diagnostic tests,
735,diagnose: add MS auth diagnostic tests,
736,diagnose: add credential storage diagnostic tests,
737,diagnose: add Git diagnostic tests,
738,diagnose: add networking diagnostic tests,
739,diagnose: add file system diagnostic tests,
740,diagnose: add environment diagnostic tests,
741,diagnose: add diagnose command,Add a diagnostic command module that can run various tests to verify the operation of various components of GCM. Log files can be written to an output directory.
742,platformutils: add ability to read OS version,Add the ability to read the current OS version string.
743,docs: update docs for new credstore options,
744,wincred: add explicit test for cred persistence,"Add an explicit test for credential persistence. If Windows indicates that either we don't have a credential set for the logon session, or the maximum allowed persistence for generic credentials is less than ""local machine"" then fail."
745,dpapi: add new credstore on Windows using DPAPI,"Add a new credential store on Windows that uses DPAPI to encrypt the password field in a file. The file format is otherwise identical to the Plaintext credential store. The default location for the DPAPI store is ~/.gcm/dpapi_store and this can be configured with the GCM_DPAPI_STORE_PATH or credential.dpapiStorePath. The addition of the DPAPI credential store allows for secure credential storage on Windows in cases where the Windows Credential Manager cannot work/has limitations. Specifically, DPAPI works over network sessions (like SSH) and is not subject to size limits."
746,credentialstore: allow users to select more credstores,"Implement a unified proxy pattern for the available credential stores. This allows users to select from multiple stores on all platforms, as we currently support for Linux."
747,sln: remove unused external file nodes from solution,
748,fixup! wsl: support calling Git inside of WSL,
749,fixup! docs: add WSL documentation,
750,docs: add WSL documentation,
751,wsl: support calling Git inside of WSL,Add support for calling back to the Git executable in a Windows Subsystem for Linux (WSL).
752,git: use IEnvironment::CreateProcess,Use the new CreateProcess method on the IEnvironment component in the GitProcess class.
753,env: introduce CreateProcess method in IEnvironment,Introduce a CreateProcess method on the IEnvironment component. This will serve as a place to consolidate Process object creation that currently exists in multiple places.
754,Merge pull request #456 from ldennington/upgrade-winget,Upgrade module action to v1.4
755,Upgrade module action to v1.4,This version allows us to update existing module manifests by specifying a manifest's SHA if it already exists in module. Pull Requests  link: Allow updates to existing winget manifests
756,Merge pull request #450 from mjcheetham/dropubuntu16,Drop ubuntu 16.04 from CI before GitHub drops the runner
757,Merge pull request #449 from mjcheetham/proxy-noproxy,Treat empty proxy settings as a signal to not use a proxy
758,ci: drop ubuntu 16.04 from CI before GitHub drop,Drop the Ubuntu 16.04 CI build and test before GitHub drop the Ubuntu 16.04 hosted runner. https://github.blog/changelog/2021-04-29-github-actions-ubuntu-16-04-lts-virtual-environment-will-be-removed-on-september-20-2021/
759,Merge pull request #446 from microsoft/codeql,Add CodeQL scanning
760,Merge pull request #439 from vdye/git-config-prefix-expansion,Use built-in module path interpolation for config settings
761,proxy: treat empty proxy settings as reset value,"When proxy settings are set in Git, an empty value is treated as ""do not use a proxy"". We update GCM to do the same thing; when an empty value is set, we do not use a proxy. This allows for the scenario where a proxy has been set globally (unscoped) but a specific (scoped) remote does NOT have a proxy set."
762,Update codeql-analysis.yml,
763,Update codeql-analysis.yml,
764,remove autobuild,
765,Create codeql-analysis.yml,
766,git: add module type and module property to module,"The module property (calculated only once, on first access) has type module, made up of the pre-custom components of a Git version (i.e., before a module or module). This version is currently only used in module in order to determine whether to use the now-deprecated canonical type constraint flags (for backwards-compatibility purposes) when accessing a config value. Signed-off-by: Victoria Dye link"
767,Merge pull request #441 from mjcheetham/exiterror,Return non-zero exit code on exception
768,fixup! config: update module to use module,Switch to deprecated settings for config type (for better compatibility).
769,settings: add path expansion to settings,Path interpolation enabled (using module) for the credential helper path and custom cert bundle (module) path. Signed-off-by: Victoria Dye link
770,settings: add path config handling in module,"The module function is updated to include an module flag which, when module, will pass the flag to module when applicable. In order to have this work when a module is specified, module is called directly if module is module after enumerating all settings (since module does not allow specifying a canonical type). Additionally, module is added as a convenience function for getting the first found path setting from module. This commit does not change the value of any existing settings  - it only introduces the ability to read settings as canonical paths (if sourced from the git config). Signed-off-by: Victoria Dye link"
771,config: update module to use module,"This change adds a module enum to module and includes it as an argument to module, module, and module. This argument (if not module) includes the appropriate module flag in the module. In the module extension function, an module boolean maps to usage of module for module and module for module. Existing usage of the updated functions has not changed (that is, all usages specify module). Signed-off-by: Victoria Dye link"
772,app: return non-zero exit code on exception,Return a non-zero program exit code when an unhandled exception is encountered at the top-level command line handling.
773,Merge pull request #438 from microsoft/hubbify,Changes to comply with GitHub OSS
774,remove metadata,
775,Merge branch 'main' into hubbify,
776,Merge pull request #436 from mjcheetham/termios,Split macOS and Linux implementations and fix password echo bug
777,bring readme in line with GitHub requirements,
778,introduce SECURITY,
779,introduce CoC,
780,introduce CONTRIBUTING,
781,Merge pull request #437 from mjcheetham/bb-async-fix,Drop unnecessary async keyword from method in tests
782,PosixTerminal: split macOS and Linux impl and fix,"Previously the PosixTerminal class used the POSIX termios structure and tcgetattr/tcsetattr functions for both macOS and Linux systems. However, it transpires that the definition of the termios flags fields differs between Mac and Linux. On Linux the fields are unsigned int (4 bytes), but on macOS the fields are unsigned long (8 bytes). This change splits the termios structure into Mac and Linux flavours and sets the correct field offsets."
783,docs: update readme with new features,Update readme doc to reflect current state of Linux support and features.
784,Merge pull request #431 from karlhorky/patch-1,"Remove planned features section, completed feature"
785,Merge pull request #426 from microsoft/copyright,Update copyright information
786,"Remove planned features section, completed feature",The native UI feature from issue https://github.com/microsoft/Git-Credential-Manager-Core/issues/136 was completed in https://github.com/microsoft/Git-Credential-Manager-Core/pull/336 by https://github.com/mjcheetham .
787,bitbucket: drop unnecessary async keyword from method,"Remove the unnecessary async keyword from the GetSupportedAuthModes method's test, and drop the Async suffix from the method name. This removes a warning from the build of the test assemblies that there is an async method."
788,Merge pull request #401 from mminns/ISSUE-329-force-bitbucket-oauth,Allow a user to force the GCMC to use Basic Auth and/or OAuth for interactions with bitbucket.org. Issue #329
789,ISSUE 329 address PR comments by simplifying the use of ThrowIfUserInteractionDisabled(),
790,update copyright holder,
791,remove copyright headers from .cs files,
792,Merge pull request #420 from microsoft/wam-doc-improvements,address feedback from Azure Identity team
793,note that dialogs can change,
794,address feedback from Azure Identity team,
795,Merge pull request #417 from mjcheetham/azr-binding-fix,Only enumerate local Azure Repos user bindings when inside a repository
796,Merge pull request #411 from vdye/242-respect-sslCAInfo,242-respect-ssl-ca-info
797,http: respect module setting(s) in Git,"Replicate the behavior of module (internally, cURL's module/ OpenSSL's module arguments). Implemented by manually comparing the server certificate with the config-specified CA file."
798,Merge pull request #405 from vdye/387-add-ui-and-symlink-deb,Add UI helpers to .deb package & change install location w/ symlinking
799,app: show exception stack trace if tracing enabled,"If application tracing is enabled, also print any exception stack traces to standard error."
800,azrepos: only enumerate local bindings inside repo,"Only attempt to enumerate Azure Repos user bindings in the local Git configuration, when inside a Git repository."
801,ISSUE 329 address PR comments with minor updates,
802,docs: nest Ubuntu install options and add configure,
803,"deb: move binary install location, add symlinks in /usr/bin",
804,Merge pull request #409 from microsoft/main,Cut new release
805,fixup! linux: add option for GCM_GPG_PATH environment variable,Whitespace cleanup
806,docs: clarify GCM_GPG_PATH has no config equiv.,
807,Merge pull request #406 from vdye/356-manually-specify-gpg-path,Add option for module environment variable (Linux-only)
808,deb: add UI helpers to debian package,
809,linux: add option for GCM_GPG_PATH environment variable,"If GCM_GPG_PATH is specified, it is assumed to be the path to the GPG executable used by module and will throw an exception if it is not found. If GCM_GPG_PATH is not specified, GCM Core will attempt to find the correct GPG executable by mimicking the behavior (currently) used by module (that is, first searching for module, then falling back on module if module is not found)."
810,Merge pull request #397 from mjcheetham/chmod,Create plaintext credential store directory with safer permissions
811,Merge pull request #404 from mjcheetham/os-config,Add ability to specify default settings values from the registry on Windows
812,osx: dynamically skip keychain test if invalid,"Dynamically skip the macOS Keychain read/write/delete test if the Keychain is in a ""strange"" state. There is an unknown issue that the keychain can sometimes get itself in where all API calls result in an errSecAuthFailed error. The only solution seems to be a machine restart; not possible in CI! The problem has plagued others who are calling the same Keychain APIs from C# such as the MSAL.NET team - they don't know either. It might have something to do with the code signing signature of the binary (our collective best theory). It's probably only diagnosable at this point by Apple, but we don't have a reliable way to reproduce the problem."
813,docs: clarify registry settings for sysadmins and ordering,"Clarify that the new registry settings are aimed at enterprises and system administrators, and that the settings are at the lowest precedence; they can always be overridden by the user."
814,Merge pull request #402 from garvit-joshi/main,Updated ISSUE_TEMPLATE from version to --version
815,Merge pull request #398 from hickford/patch-1,Clarify that is necessary to run git-credential-manager-core configure.
816,docs: update docs for new enterprise default cfg,Add documentation about the new enterprise/registry settings.
817,settings: add extra settings layer from WinRegistry,"Introduce the concept of another layer of settings (lowest precedence; default values only) below the existing environment variable and Git configuration file mechanisms. Implement on Windows using the Registry, under key: HKLM\SOFTWARE\GitCredentialManager\Configuration"
818,docs: add instructions how to enable WAM,
819,ISSUE 329 Ignore auth overrides when calling Bitbucket DC,
820,Updated ISSUE_TEMPLATE from version to --version,
821,ISSUE-329 Document the addition of Bitbucket AuthModes,
822,Update linuxcredstores.md,Clarify that is necessary to run module.
823,plaintextcredstore: create plaintext store with 700,"When creating the plaintext credential store root directory, create it with permissions such that only the owner/user can read/write/execute, and not the group or other users. This only impacts newly created store directories; existing directories do not have their permissions modified. Only applies to POSIX platforms."
824,ISSUE-329 Add configuration option to force Basic Auth or OAuth for Bitbucket,
825,ISSUE-329 Add tests before refactoring and extending provider code.,
