Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
send busy/idle status messages for all message handlers (ipython/ipython#6055),0.34871164,"Fix #855, add required status field for JupyterLab 1.0 (#856) (drewrobson)",,0
Merge pull request #201 from Carreau/fix-193,0.66484624,Merged pull requests:,Shot in the dark for #193,0
Shot in the dark for #193,0.35381764,- Zero before another number breaks ijulia (#907),,0
add parens around global multiple assignment (paranoia about future problems like JuliaLang/julia#7297),0.42931694,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
fix #191: only allow one shell command per cell,0.45884678,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
Merge pull request #189 from shashi/metadata-fix,0.64668286,Merged pull requests:,Import metadata in inline.jl,0
Import metadata in inline.jl,0.44191617,- Add documentation with Documenter.jl (#941) (@jlumpe),,0
Take off verbose logging,0.4543853,- Replace SimpleLogger with ConsoleLogger (#1045) (@BoZenKhaa),,0
Move IJulia globals into an init(ARGS) function that can be called from the kernel.jl file. This allows for IJulia precompilation.,0.76874393,- Load InteractiveUtils from the IJulia namespace in src/kernel.jl. (#951) (@fredrikekre),,1
Merge pull request #183 from shashi/metadata,0.7036432,Merged pull requests:,Allow modules to attach metadata in IPython display_data & pyout messages,1
Allow modules to attach metadata in IPython display_data & pyout messages,0.46748453,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
"fix Unicode completion bug: IPython completion requests use character index, not byte index",0.65662676,- tab completion and unicode not working in Jupyter notebook (#1034),,0
"use libuv thread functions to ease portability, and hopefully work around #178",0.36500153,Fix more 0.7 deprecations.,,0
fix #173,0.79682404,Fix #794.,,1
support flush on STDOUT/STDERR (fix #172),0.57617956,- flush stdio before display (#999) (@stevengj),,0
use Base.REPLCompletions (Julia 0.3) if available,0.68955266,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
silent should not suppress storage of In or incrementing execution counter (fix #171),0.39551798,Interrupt messages on Windows (#804) and warning for incorrect kernel path (#809).,,0
Fix typos in 6ca218ee,0.45231366,Fix #776,,0
"Also try ipython.bat, for IPython 2.0 on Windows",0.47694305,Calls to jupyterlab() always ask to install on Windows (#866),,0
Merge pull request #163 from JuliaLang/malmaud/unicode,0.59120214,Merged pull requests:,Syntax highlighting support added for non-ASCII unicode characters in identifiers,0
Syntax highlighting support added for non-ASCII unicode characters in identifiers,0.6202934,- [feature request] syntax highlight in vscode (#933),,0
Update binary name for julia-basic -> julia rename,0.5722813,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),link,0
Merge pull request #162 from slundberg/master,0.71570194,Merged pull requests:,Drop custom tooltip.js to address #157,1
Added support for ipython 1.x,0.58071977,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Drop custom tooltip.js to address #157,0.25699717,- Update help link (#1006) (@raphbacher),,0
Merge pull request #161 from Zulko/patch-1,0.69645333,Merged pull requests:,"Added ""install IJulia --from a Julia console--""",0
"Added ""install IJulia --from a Julia console--""",0.7978565,- IJulia is not starting julia 1.9 kernel (#1076),"Coming from the Python world it took me some time to realize that Pkg.add(""Julia"") was actually not a python command so I added 3 words to help the next pythonista.",1
Merge pull request #154 from cmey/patch-1,0.72500676,Merged pull requests:,Update README.md,1
Merge pull request #150 from cdsousa/favicon,0.6644718,Merged pull requests:,add favicon to Julia IPython profile (partially fixes #70),0
add favicon to Julia IPython profile (partially fixes #70),0.53973126,- Add Julia svg logo (#1053) (@steff456),,0
Merge pull request #147 from christopherdavidwhite/master,0.77474636,Merged pull requests:,Add space to fix incorrect macro call.,1
Add space to fix incorrect macro call.,0.44314983,- Indentation error (#1070),"Previously, Pkg.add(""IJulia"") or julia deps/build.jl failed with an error message, the meat of which was ""wrong number of arguments while loading /home/christopher/.julia/v0.3/IJulia/deps/build.jl, in expression starting on line 79"". This was ultimately caused by the fact that the macro name @windows? was immediately followed by an open parenthesis. The parentheses were intended to mark the first argument of @windows?---this argument itself is a nontrivial expression---but instead, because there was no space, Julia expected all the arguments to be inside the parentheses. Adding a space fixes this problem (see link).",0
use julia-basic.exe on Windows for version >= 0.3- (fix #145),0.71393305,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,1
make cfunction const,0.22611044,- Error: syntax: undefined reference in AST (#960),,0
Merge pull request #142 from cdsousa/fixheartbeat,0.6526644,Merged pull requests:,Fix heartbeat pthread_create segmentation fault,0
Fix heartbeat pthread_create segmentation fault,0.52089703,- fix heartbeat on 1.6 (#985) (@stevengj),,0
Merge pull request #140 from JuliaLang/malmaud/qt_syntax,0.5586861,Merged pull requests:,Enable syntax highlighting in the QT Console,0
Merge pull request #141 from JuliaLang/malmaud/n139,0.60702026,Merged pull requests:,Fix #139,0
Fix #139,0.80141765,Fix #794.,,1
Enable syntax highlighting in the QT Console,0.63983285,- [feature request] syntax highlight in vscode (#933),,0
ipython may be called ipython2 (fix #133),0.61194336,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Merge pull request #125 from JuliaLang/malmaud/preexecute,0.5744795,Merged pull requests:,Added pre-execute hooks,0
Added pre-execute hooks,0.43135583,- Add to startup (#922),,0
bugfix to readline(Pipe) for non-stdin,0.37662792,- flush stdio before display (#999) (@stevengj),,0
Merge pull request #114 from glesica/master,0.71009696,Merged pull requests:,Update install instructions with Pkg.update() call.,1
Revise wording to not mention building since problem exists with packages as well.,0.52933,Set version to 1.21.0. (#899) (fredrikekre),,0
Update install instructions with Pkg.update() call.,0.49812338,"Support pkg commands in 0.7 (#715), use soft global scope in 0.7 (#720), unique completions (#712).",,0
"don't close(STDIN), seems to crash Julia (fix #111)",0.6466454,- redirect_stdio is broken by Julia 1.7 (#986),,0
make reads from STDIN fail rather than freeze until we can get a more general solution to #42,0.3222548,- flush stdio before display (#999) (@stevengj),,0
"make readline(STDIN) work, for #42, though no other reads from STDIN work",0.32992497,- flush stdio before display (#999) (@stevengj),,0
do blocks and indent size fixed in julia.js,0.40130773,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
Added backtick support to julia.js,0.5438007,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
Fixed infix .. syntax highlighting in julia.js (fix #104),0.57658565,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
Merge pull request #103 from Carreau/fix-tooltip,0.5658178,Merged pull requests:,fix tooltip on dev version,0
"run .juliarc.jl file on startup, fixes #64",0.6903549,- IJulia is not starting julia 1.9 kernel (#1076),,0
detect ipython or ipython 3 (fix #102),0.6089392,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
bash hack should no longer be needed on OSX,0.38205433,- Can't Use on OSX (#967),,0
Merge pull request #101 from malmaud/n17_v3,0.69576895,Merged pull requests:,Fixed indenting for list comprehensions,0
fix tooltip on dev version,0.3363625,Fix more 0.7 deprecations.,,0
Fixed indenting for list comprehensions,0.34091452,- Indentation error (#1070),,0
send interrupts to request-handler task (fix #98),0.49073464,Interrupt messages on Windows (#804) and warning for incorrect kernel path (#809).,,0
fix mkpath in copy_config (don't add juliaprof to path twice,0.5963373,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,0
Merge pull request #97 from malmaud/n17_v2,0.712631,Merged pull requests:,Fixed some parsing errors involving <: and :: in notebook syntax highlig...,1
Fixed bug in range parsing in notebook syntax highlighting,0.5545418,- [feature request] syntax highlight in vscode (#933),,0
Fixed some parsing errors involving <: and :: in notebook syntax highlighting,0.5043964,- [feature request] syntax highlight in vscode (#933),,0
Merge pull request #96 from malmaud/n17,0.7345942,Merged pull requests:,added julia syntax highlighting. Implements #17,1
"logging call removed from custom.js, mkpath factored out in build.jl",0.48387086,- IJulia/kernel.jl should not change the global_logger (#1018),,0
fixed misinterpretation of ' as string delimeter instead of transpose in notebook syntax highlighting,0.52936304,Syntax highlighting issue in JupyterLab 1.0 (#855),,0
added support for symbols to julia notebook syntax highlighting,0.6327889,- [feature request] syntax highlight in vscode (#933),,0
added julia syntax highlighting. Implements #17,0.64587885,- [feature request] syntax highlight in vscode (#933),,0
Merge pull request #95 from Carreau/re-hilight,0.642193,Merged pull requests:,force re-highlighting of codecell after julia-mode loading,0
force re-highlighting of codecell after julia-mode loading,0.4489156,Syntax highlighting issue in JupyterLab 1.0 (#855),,0
tweaks to copy_config in build script,0.30003744,- Don't use --startup-file=yes (it is default anyways). (#963) (@fredrikekre),,0
overwrite config files if they have changed,0.277881,- Compare kernel.jl files rather than filenames (#1025) (@bluesmoon),,0
Merge pull request #89 from Carreau/ijm,0.70705885,Merged pull requests:,layout logics for julia mode,1
layout logics for julia mode,0.44069862,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
updated README,0.5313252,- Update help link (#1006) (@raphbacher),,0
backwards compatibility for pending mimewritable API change,0.5365344,Add support for vega-lite 4 MIME type (#890) (davidanthoff),,0
Merge pull request #78 from GlenHertz/patch-1,0.7227961,Merged pull requests:,Fix links to IPython config docs and try to clarify what needs to be don...,1
rm trailing whitespace from match (since on Windows there is a trailing \r),0.24720511,- won't catch the wrong syntax (#994),,0
Pkg2 -> Pkg,0.5255887,"Support pkg commands in 0.7 (#715), use soft global scope in 0.7 (#720), unique completions (#712).",,0
Merge pull request #79 from nfoti/master,0.74857026,Merged pull requests:,libjulia-release -> libjulia,1
libjulia-release -> libjulia.,0.5534836,IJulia v1.23.1,,0
"overwrite KernelManager.kernel_cmd if it has been changed (e.g. if the path to Julia changes), so that users no longer need to delete .ipython/profile_julia to reconfigure",0.56038606,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,0
Fixed grammar and link to stable docs (instead of dev),0.4212014,- Documentation? (#936),,0
Fix links to IPython config docs and try to clarify what needs to be done,0.6246142,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",I found this section confusing so I tried to improve it.  Not sure if it is correct for Windows though...,0
don't deallocate heartbeat threadid (may help #74),0.61526394,- fix heartbeat on 1.6 (#985) (@stevengj),,0
workaround for JuliaLang/julia#4259,0.69938886,"Drop Julia 0.6 support, use the ZMQ 1.0 API (#729).",,0
Merge pull request #69 from JuliaLang/kf/win,0.65565723,Merged pull requests:,some windows fixes,0
some windows fixes,0.42704388,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
make ipython const,0.46233034,use _set_conda_env to launch jupyter (#900) (stevengj),,0
work around #60,0.30061078,- Update help link (#1006) (@raphbacher),,0
"typo, fix incorrect deletion of hyphen from compound adjective",0.35551476,Fix #776,,0
use .profile in finding ipython on OSX (fix #60),0.5259426,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
change contains to in,0.19300771,Fix #776,,0
fix deprecated error_show,0.4942772,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)",,0
REQUIRE: replace GnuTLS with Nettle.,0.4424457,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
Merge pull request #53 from staticfloat/nettle,0.68172234,Merged pull requests:,Switch from GnuTLS -> Nettle,0
"Switch from GnuTLS -> Nettle, allowing for compilerless installation on OSX",0.4067718,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
eliminate deprecation warnings,0.68462443,Fix more 0.7 deprecations.,,0
initialize execute_msg to a Msg in case there is an error before the first code is executed,0.5005709,- UndefVarError: execute_msg not defined (#1077),,0
"julia binary is now called julia-basic, not julia-release-basic",0.67074573,- Kernel does not start with Julia 1.9 (#1062),,0
rows and cols to display should not depend on terminal where IJulia kernel is started; pick a sensible default (see JuliaLang/julia#4117),0.75414735,- IJulia is not starting julia 1.9 kernel (#1076),,1
README logo: shrink and center,0.43878114,- Use logo in the documentation (#1064) (@hyrodium),,0
"flush pending stdio on error, add posterror_hooks",0.4765336,- flush stdio before display (#999) (@stevengj),,0
bugfix on interrupted watch_stream,0.3132079,- fix heartbeat on 1.6 (#985) (@stevengj),,0
give error when non-functional hmac is found; see loladiro/GnuTLS.jl#5,0.31053194,- Update [compat] to allow MbedTLS v1 (#912) (@jaakkor2),,0
"interpret cell beginning with ? as Base.@help request, similar to Julia REPL",0.42176163,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
"use repl_cmd rather than run for ""; ..."" commands, as discussed in #43",0.5478808,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)",,0
implement ;... shell-escaping (fixes #43),0.4802702,- won't catch the wrong syntax (#994),,0
change vprintln to a macro so that we don't evaluate the arguments (which in some cases would involve constructing large strings) in the common case of non-verbose mode,0.32348162,make work with ipc transport (#868) (marius311),,0
"no need for vprintln here, since send_ipython already prints message in verbose mode",0.4465406,IJulia doesn't work with Jupyter --transport=ipc  (#862),,0
"flush stdio and display before pyout, fixes #44",0.7135902,- flush stdio before display (#999) (@stevengj),,1
note pyzmq dependency (fixes #46),0.6385481,"Drop Julia 0.5 (#642), redirect fixes (#641), JupyterLab fixes, module-evaluation control (#651), compatibility with ZMQ.jl master.",,0
"unbreak Symbol return values a second time (sigh, redoing commit 9f756d391d91646995d7ecf0791aa613d655f25c)",0.43554705,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)",,0
bugfix in tooltip (object_info_request) - handle qualified names via parse rather than symbol,0.32274136,- Feature: show methods applicable to object  (methodswith) (#1033),,0
"bugfix in tooltip (object_info_request) - look up in Main namespace, not in IJulia",0.41062137,IJulia v1.23.3,,0
note Tornado dependency (thanks @ViralShah),0.35377723,v1.19.0 (2019-07-27),,0
"build.jl cleanups, change IJulia to a different port than IPython's kernel (fixes #41)",0.6292843,IJulia doesn't work with Jupyter --transport=ipc  (#862),,0
use logo in README,0.71170634,- Use logo in the documentation (#1064) (@hyrodium),,1
"use Base.convert to parse VersionNumber, duh",0.31523514,Diff since v1.21.0,,0
"replace PDF logo with SVG logo, install alongside PNG version",0.4627415,- Add Julia svg logo (#1053) (@steff456),,0
"print build messages to STDERR, to match other Pkg messages",0.37739074,- errors thrown from a kernel are not pretty printed (#974),,0
grammatical cleanups in comments,0.27835384,Fix #794.,,0
Merge pull request #40 from Carreau/master,0.7283418,Merged pull requests:,"tooltip on in-place functions, julia lang hint in metadata",1
remove advice to patch by hand,0.3218676,Fix REPL-like ? help.,,0
"tooltip on in-place functions, julia lang hint in metadata",0.41630828,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),"ship (for now) our own version of tooltip.js to have tooltip on mutating function: permute!( now show a tooltip in notebook. add a ""language"" : ""Julia"" Hint in metadata to help distinguishing .ipynb file that are python that the julia one for external program. (nbviewer/nbconvert could be modify to use that and have correct syntax highlighting later). This would be deprecated in favor of an official way to set the language in later notebooks versions.",0
use correct julia executable name,0.612116,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,0
more verbose output from build.jl,0.40209195,- include kspec.jl unconditionally during build (#1079) (@stevengj),,0
send info to front-end on kernel exception (fixes #20),0.56002617,"- Add notes on fixing ""Connecting to kernel"" failures. (#1030) (@jd-foster)",,0
added logo and Pkg build file (to install Julia IPython profile; punt on installing IPython itself),0.6285266,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,0
Merge pull request #39 from johnmyleswhite/master,0.74746686,Merged pull requests:,Fix REQUIRE filename,1
Fix REQUIRE filename,0.30526584,- include kspec.jl unconditionally during build (#1079) (@stevengj),,0
switch to new REPLCompletions package,0.44714388,Fix REPL-like ? help.,,0
"rm obsolete PyPlot wrappers, now that we have a real PyPlot package",0.43889856,- Deprecation from PyCall.jl (#905),,0
display strings with repl_show (fixes #35),0.53312993,Fix REPL-like ? help.,,0
fix LaTeX display,0.49163252,Fix lines/cols in displaysize (475dcbe615fd8f0ec50887fa1e56be6f57409403).,,0
Multimedia is now merged into Base,0.2911163,Custom MIME display (#755).,,0
skeleton of Julia Pkg,0.4872903,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
"exported clear_history function, so that users can easily clear history in the unlikely event that it gets too big",0.35769972,Mention In and Out in README and how to empty them (#853) (MasonProtter),,0
Merge pull request #34 from jakevdp/mac_osx,0.7075291,Merged pull requests:,make Julia library search compatible with OSX,1
make Julia library search compatible with OSX,0.59415716,- IJulia kernel doesn't work for Julia 1.6 on macOS (#968),,0
make sure UTF8 strings are allowed in display dictionary,0.58026534,- Error in utf-8 decoding (#927),,0
"whoops, a couple fixes",0.49202,Fix #776,,0
spawn real OS thread for heartbeat (fixes #8),0.6543842,- fix heartbeat on 1.6 (#985) (@stevengj),,0
"duh, stupid typo, fixes #23",0.5554918,Fix #794.,,0
slight rearrangement of async loops,0.2255206,Merged pull requests:,,0
stdout/stderr capture for #23,0.38942075,- flush stdio before display (#999) (@stevengj),,0
inline PyPlot plots! fixes #15,0.40132573,- support for pdf plot output (#1035),,0
better Pylab support (though still need to auto-close figures at end of cell) for #15; updated multimedia.jl to latest proposal,0.42028856,"Fix #855, add required status field for JupyterLab 1.0 (#856) (drewrobson)",,0
take care of InterruptExceptions for #31; don't send pyerr message and continue on unexpected exception for #20,0.48128045,Interrupt messages on Windows (#804) and warning for incorrect kernel path (#809).,,0
Merge pull request #32 from JuliaLang/kf/31,0.65105766,Merged pull requests:,Fix #31,0
update to latest Multimedia API from JuliaLang/julia#3932,0.5979856,"Drop Julia 0.6 support, use the ZMQ 1.0 API (#729).",,0
datadisplay -> mimedisplay: more extensible mechanism to define export and display for arbitrary MIME types,0.6288394,Custom MIME display (#755).,,0
Merge branch 'master' of link,0.4551748,Merged pull requests:,,0
"use tight bounding box for pylab figs, same as IPython",0.3552351,- Why can only 8 columns be displayed in JupyterLab (#984),,0
Fix #31,0.6898875,Fix #776,,0
Merge pull request #30 from minrk/handlers,0.7376044,Merged pull requests:,send actual empty history,1
send actual empty history,0.27786577,"Fix shell mode (#703), Revise (#708), and history (#706).",in history_request,0
"standardize display-queue mechanism (needed for pyplot, but probably useful for other packages as well)",0.34314722,- support for pdf plot output (#1035),,0
added ability to display Pylab figure objects for issue #15,0.43214634,"Fix #855, add required status field for JupyterLab 1.0 (#856) (drewrobson)",,0
fix error in assigning _{n} history var when result is a Symbol or Expr,0.4095939,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)",,0
rm stray reference to javascript,0.31893134,- Compare kernel.jl files rather than filenames (#1025) (@bluesmoon),,0
"removed application/javascript, which seems redundnant with text/html + ",0.34895074,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
Merge pull request #26 from minrk/complete,0.74411654,Merged pull requests:,mention disabling execute_on_complete_input,1
mention disabling execute_on_complete_input,0.37600142,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),For use in the QtConsole,0
Merge pull request #25 from Carreau/patch-1,0.6980083,Merged pull requests:,Update readme with instruction to create profile,0
Update readme with instruction to create profile,0.33629012,add info on nteract to README.md? (#841),Plus some info on setting notebook password.,0
hmac: default to SHA-256; handle empty string as signature_scheme.,0.45076934,- ensure JSONText is never base64-encoded (#1081) (@stevengj),"See link That commit makes SHA-256 the default HMAC hash function (good), and sometimes sets signature scheme to an empty string to indicate that no pefered signature scheme is set (less good).",0
fix can_display_foo to work with display_stack,0.41116658,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)",,0
changed default display to display stack,0.41902047,Fix lines/cols in displaysize (475dcbe615fd8f0ec50887fa1e56be6f57409403).,,0
treat +xml mime types as text,0.5090644,Custom MIME display (#755).,,0
"fixes to object_info_request, now return methods for functions and datatypes (see issue #13)",0.44437957,- Feature: show methods applicable to object  (methodswith) (#1033),,0
"whoops, must ""using IJulia"" to get history variables",0.5596345,IJulia v1.24.2,,0
verbose output disabled by default (fixes #21),0.4299144,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
"use new include_string (requires today's git master), store ans even for silent cells (like Julia REPL), silence for ; at end of cell, regardless of whether it inside a comment (similar to Julia REPL and IPython REPL)",0.36234683,"String interpolation + printf format string = confused syntax highlighter and garbled, uneditable cell (#896)",,0
document how to create a julia profile for IPython,0.6194963,"Makes Conda the default during installation (#501), IJulia.history() function analogous to IPython %history (#500), improved Julia 0.6 compatibility.",,0
delete obsolete docs,0.288683,- Documentation? (#936),,0
rm obsolete python-julia kernel,0.68295807,- Kernel does not start with Julia 1.9 (#1062),,0
repo reorganization to look more like a Julia package; python stuff into subdir,0.42283618,"Makes Conda the default during installation (#501), IJulia.history() function analogous to IPython %history (#500), improved Julia 0.6 compatibility.",,0
Merge branch 'master' of github.com:JuliaLang/julia-ipython,0.5188258,Merged pull requests:,,0
qtconsole expects metadata and source in content (fixes #19),0.37937152,"vega-lite display (#621, #611), IJulia.qtconsole() (#620), 0.7 fixes, display of arbitrary MIME types is now passed through to notebook.",,0
"stub implementation of history_request (sent by qtconsole), pending clarification in ipython/ipython#3806",0.37694958,"Makes Conda the default during installation (#501), IJulia.history() function analogous to IPython %history (#500), improved Julia 0.6 compatibility.",,0
temporarily work around problem with rethrow (from #20),0.33682066,References to output value of cells kept indefinitely (#851),,0
bugfix in shutdown_request handler,0.3258037,- Kernel frequently restarts during sessions (#1037),,0
workaround for JuliaLang/julia#3066,0.69018316,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
add IPython-like __ and ___ variables for 2nd-to-last and 3rd-to-last results; _ works now due to the previous commit,0.44781363,Jupyter display full output results (#844),,0
"bugfix for 1-char cells, honor store_history if present",0.42649072,- Cell content disappears  (#919),,0
"added display_text (text/plain) to display machinery, some rearrangements; only display 1 arg at a time (at least for now), as allowing display(x...) led to stack overflow in some cases because Julia gets confused about which routine to call",0.6578363,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
implement IPython-like In/Out history,0.40295202,"Makes Conda the default during installation (#501), IJulia.history() function analogous to IPython %history (#500), improved Julia 0.6 compatibility.",,0
some more eval_cell fixes,0.54950094,References to output value of cells kept indefinitely (#851),,0
treat empty cells as silent,0.45206237,- Cell content disappears  (#919),,0
handle multi-line cells as a block,0.3504677,- Cell content disappears  (#919),,0
"foundations for rich display (prototype DataDisplay module, to be merged into Base)",0.40244058,Includes a bunch of patches from @JobJob to enable some great new Interact features. Enables colorful output patch link from @KristofferC and build fixes from @simonbyrne ,,0
"separate kernel stuff from Main namespace, and evaluate user code in Main",0.40541244,- Allow users to opt out of the default kernel. (#958) (@vchuravy),,0
fix object_info_request,0.30735934,- Proposed fix for #986. (#989) (@rgobbel),,0
"complete_request: return ""status"" and ""matched_text"" also.",0.5494693,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),Needed by IPython Notebook. Requires latest REPL.,0
"complete_request: don't need ""block"" and not sent by the notebook.",0.4070412,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),,0
object_info_request for #4,0.36184046,- Documentation? (#936),,0
document GnuTLS dependency,0.4172433,Does IJulia follow Manifest.toml branch dependencies? (#837),,0
implement HMAC signatures (fixes #3); default should be changed to sha256 once ipython/ipython#3756 lands,0.61771786,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
"slight correction to msg_pub protocol (according to current IPython behavior, though not officially part of the spec)",0.5228643,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Prepend the uncompleted part of of the completion request,0.5277627,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),,0
"move using and include to top, and remove dead code in completion handler",0.43600053,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),,0
Note REPL requirement in README and remove old completion code,0.51271445,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),,0
REPL based completions (fixes #11),0.6259584,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),,0
draft crash message for #4,0.45400676,"- Add notes on fixing ""Connecting to kernel"" failures. (#1030) (@jd-foster)",,0
make a few globals const,0.29991972,- Error: syntax: undefined reference in AST (#960),,0
Re-add  that got lost in merge,0.39099768,Merged pull requests:,,0
add kernel_info_request and connect_request messages,0.51608104,"- Add notes on fixing ""Connecting to kernel"" failures. (#1030) (@jd-foster)",,0
pyin for #4,0.2487481,Fix #776,,0
shutdown_request for #4,0.29028228,- Kernel frequently restarts during sessions (#1037),,0
do more-or-less the right thing on exceptions from execute_request,0.24908605,- errors thrown from a kernel are not pretty printed (#974),,0
allow passing the profile JSON file name as ARGS[1],0.3534314,- ensure JSONText is never base64-encoded (#1081) (@stevengj),,0
cosmetic: minor reformatting,0.42587298,Fix REPL-like ? help.,,0
send_status shouldn't ignore its argument (duh),0.3829476,- UndefVarError: execute_msg not defined (#1077),,0
very simple complete_request handler,0.41324526,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),,0
ipython seems to want pyout message before execute_reply,0.52772284,- UndefVarError: execute_msg not defined (#1077),,0
"use print_repl, honor silent, and evaluate user vars for #5; status messages for #4; still some weirdness for #10",0.49981445,- flush stdio before display (#999) (@stevengj),,0
added README for prototype jlkernel,0.5648198,- Add documentation with Documenter.jl (#941) (@jlumpe),,0
fix In/Out numbering (although issue #10 is still messing us up),0.430527,Typing zero in front of numbers breaks code display and syntax highlighting (#887),,0
refactoring and cleanup of jlkernel,0.4334771,- Compare kernel.jl files rather than filenames (#1025) (@bluesmoon),,0
"use new Random.uuid4() function, move to jlkernel subdirectory",0.58439916,- Change uuid to a string in all locations. (#973) (@bluesmoon),,0
barely functional pure-Julia IPython kernel,0.62138855,- Kernel does not start with Julia 1.9 (#1062),,0
.gitignore: ignore *.pyc,0.34164822,"Support pkg commands in 0.7 (#715), use soft global scope in 0.7 (#720), unique completions (#712).",,0
another seemingly redundant void_p cast that is apparently essential on MacOS,0.27024174,- Can't Use on OSX (#967),,0
Fix for new julia kwargs syntax.,0.5896048,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
Allow the initialization of Julia to be controlled at startup.,0.6506238,- IJulia is not starting julia 1.9 kernel (#1076),,0
Remove workaround for IPython bug that is now fixed upstream.,0.6758549,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Documentation improvements.,0.58416003,- Documentation? (#936),,0
Reorg and create proper test directory.,0.33979484,- Windows Permission Denied (#878),,0
Minor formatting cleanup.,0.5056523,Fix #794.,,0
raise exceptions on NULL return from Julia API (see Julia issue #2755),0.5205629,"Drop Julia 0.6 support, use the ZMQ 1.0 API (#729).",,0
Rename IPython magics extension to simply 'julia.magic'.,0.61096483,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,0
"Add setup.py file to properly install as a Python package, named 'julia'.",0.8154626,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,1
Create simple gitignore file.,0.40519828,"- Pkg.add(""IJulia"") git proxy error without using proxy (#916)",,0
Fix broken imports.,0.4250179,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Add a proper package init for the Python package.,0.504817,"PR #791: Jupyter is no longer required for package installation (fixes #692).   Also added jupyterlab() function to launch JupyterLab, and added an env keyword to installkernel to provide control over the kernel environment.",,0
Reorganize into a proper directory layout.,0.38077867,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
Clean up execution loop and ensure counters are properly synced.,0.30780867,- IJulia is very slow at first calculation (#995),,0
